date,value
1998-02-01,619.6093172
1998-03-01,618.0919309
1998-04-01,641.7810458
1998-05-01,629.7345491
1998-06-01,631.0943687
1998-07-01,622.1254893
1998-08-01,638.9224143
1998-09-01,612.9936573
1998-10-01,642.8338753
1998-11-01,623.7087175
1998-12-01,626.9828816
1999-01-01,613.1317581
1999-02-01,609.9054705
1999-03-01,611.90852
1999-04-01,630.7029391
1999-05-01,625.732491
1999-06-01,641.8142413
1999-07-01,618.4408494
1999-08-01,597.3401042
1999-09-01,568.3857897
1999-10-01,599.2559257
1999-11-01,609.0125045
1999-12-01,598.4224184
2000-01-01,597.7057143
2000-02-01,606.4669225
2000-03-01,543.0234408
2000-04-01,561.1136615
2000-05-01,607.3066662
2000-06-01,562.69932
2000-07-01,545.4669056
2000-08-01,624.0352112
2000-09-01,584.092407
2000-10-01,632.672057
2000-11-01,640.8524479
2000-12-01,625.3957427
2001-01-01,632.4033347
2001-02-01,630.2188115
2001-03-01,635.1254464
2001-04-01,610.0371124
2001-05-01,602.9858317
2001-06-01,616.0586862
2001-07-01,631.1576516
2001-08-01,639.1877482
2001-09-01,645.3396219
2001-10-01,642.5866617
2001-11-01,636.9898508
2001-12-01,636.1675943
2002-01-01,642.5281764
2002-02-01,642.1953629
2002-03-01,633.0390185
2002-04-01,625.8289308
2002-05-01,615.136702
2002-06-01,606.2440199
2002-07-01,616.7764284
2002-08-01,619.3010363
2002-09-01,613.0200931
2002-10-01,601.3199231
2002-11-01,582.2900907
2002-12-01,609.5669843
2003-01-01,649.9608125
2003-02-01,682.4793987
2003-03-01,693.3811793
2003-04-01,711.5954653
2003-05-01,708.7023157
2003-06-01,710.2602443
2003-07-01,697.9693658
2003-08-01,692.8033245
2003-09-01,706.7352718
2003-10-01,717.0200014
2003-11-01,728.5868921
2003-12-01,715.4021278
2004-01-01,693.9890659
2004-02-01,691.693086
2004-03-01,704.9253996
2004-04-01,679.844126
2004-05-01,708.6772118
2004-06-01,712.4089413
2004-07-01,703.7679178
2004-08-01,702.153944
2004-09-01,710.5807915
2004-10-01,700.4455402
2004-11-01,699.0460429
2004-12-01,703.1657947
2005-01-01,699.2469257
2005-02-01,702.3180526
2005-03-01,702.8347741
2005-04-01,710.2978008
2005-05-01,701.369681
2005-06-01,706.5123119
2005-07-01,687.4597865
2005-08-01,688.9686262
2005-09-01,696.9459305
2005-10-01,698.627557
2005-11-01,710.9062116
2005-12-01,700.1514105
2006-01-01,701.15246
2006-02-01,699.8517387
2006-03-01,688.6164316
2006-04-01,690.4672006
2006-05-01,690.1955906
2006-06-01,697.9238536
2006-07-01,703.14181
2006-08-01,705.7832423
2006-09-01,707.1393443
2006-10-01,681.2749473
2006-11-01,669.8522506
2006-12-01,677.3432397
2007-01-01,681.7008105
2007-02-01,695.2485971
2007-03-01,681.9358966
2007-04-01,675.4063201
2007-05-01,681.565162
2007-06-01,680.8179658
2007-07-01,683.8818443
2007-08-01,684.5971288
2007-09-01,679.4613919
2007-10-01,676.0789872
2007-11-01,668.8629224
2007-12-01,669.174107
2008-01-01,666.0676207
2008-02-01,655.2093078
2008-03-01,659.16744
2008-04-01,672.9576518
2008-05-01,663.2457226
2008-06-01,650.4629896
2008-07-01,656.9754385
2008-08-01,643.4154113
2008-09-01,670.4001439
2008-10-01,703.0157907
2008-11-01,711.5946447
2008-12-01,755.1721485
2009-01-01,787.5815396
2009-02-01,827.4353855
2009-03-01,839.3443152
2009-04-01,848.7620389
2009-05-01,875.1747904
2009-06-01,857.3687462
2009-07-01,865.9799637
2009-08-01,865.1970484
2009-09-01,870.9097743
2009-10-01,866.629985
2009-11-01,873.4792986
2009-12-01,868.7671411
2010-01-01,871.3000571
2010-02-01,861.0449451
2010-03-01,842.5971341
2010-04-01,822.6973057
2010-05-01,807.0432921
2010-06-01,815.1579111
2010-07-01,823.0817445
2010-08-01,837.5453559
2010-09-01,834.8367865
2010-10-01,826.9102028
2010-11-01,813.5205031
2010-12-01,816.577254
2011-01-01,806.5273468
2011-02-01,807.4866045
2011-03-01,819.7765182
2011-04-01,826.545527
2011-05-01,831.6975394
2011-06-01,822.9514362
2011-07-01,804.5601923
2011-08-01,799.8988901
2011-09-01,811.2794536
2011-10-01,824.3326973
2011-11-01,839.205003
2011-12-01,845.2091836
2012-01-01,852.0890323
2012-02-01,861.9947499
2012-03-01,864.7613145
2012-04-01,869.3533327
2012-05-01,881.5993629
2012-06-01,858.8450909
2012-07-01,845.187223
2012-08-01,828.2019957
2012-09-01,825.077242
2012-10-01,841.9946638
2012-11-01,846.2703589
2012-12-01,846.4214773
2013-01-01,846.768411
2013-02-01,854.1613997
2013-03-01,875.8695273
2013-04-01,875.828288
2013-05-01,905.6057539
2013-06-01,917.7327592
2013-07-01,896.4568621
2013-08-01,923.2779623
2013-09-01,907.0908859
2013-10-01,915.3885023
2013-11-01,907.7177412
2013-12-01,911.5937343
2014-01-01,894.2226165
2014-02-01,914.8404143
2014-03-01,923.1597009
2014-04-01,937.6093228
2014-05-01,950.4120812
2014-06-01,972.6617476
2014-07-01,1022.1696909
2014-08-01,1032.0302773
2014-09-01,1085.5766128
2014-10-01,1011.1131686
2014-11-01,1064.9706973
2014-12-01,1043.1874808
2015-01-01,1057.008801
2015-02-01,1060.5854504
2015-03-01,1015.194265
2015-04-01,1036.7226421
2015-05-01,1046.2268672
2015-06-01,1046.2752545
2015-07-01,1085.0175355
2015-08-01,1054.9438706
2015-09-01,1102.1400275
2015-10-01,1097.6472965
2015-11-01,1083.352482
2015-12-01,1068.1501566
2016-01-01,1080.5613028
2016-02-01,1059.0399159
2016-03-01,1061.5589479
2016-04-01,1091.5035253
2016-05-01,1056.1739064
2016-06-01,1114.6324099
2016-07-01,1148.1661495
2016-08-01,1111.5032459
2016-09-01,1101.5835696
2016-10-01,1078.1637804
2016-11-01,1079.1433411
2016-12-01,1093.8870355
2017-01-01,1116.1635832
2017-02-01,1147.2013107
2017-03-01,1102.0875327
2017-04-01,1122.1511251
2017-05-01,1124.8731118
2017-06-01,1088.5077594
2017-07-01,1102.0362739
2017-08-01,1115.275634
2017-09-01,1108.9123864
2017-10-01,1100.9102114
2017-11-01,1114.2757844
2017-12-01,1112.2864971
2018-01-01,1144.2793558
2018-02-01,1116.2644807
2018-03-01,1129.4653562
2018-04-01,1112.5785334
2018-05-01,1122.8925158
2018-06-01,1135.9214458
2018-07-01,1121.1629969
2018-08-01,1082.3736565
2018-09-01,1096.7550746
2018-10-01,1091.695083
2018-11-01,1134.8666824
2018-12-01,1107.6688637
2019-01-01,1082.8382132
2019-02-01,1068.268009
2019-03-01,1101.291095
2019-04-01,1139.8411116
2019-05-01,1176.2015699
2019-06-01,1109.8578042
2019-07-01,1136.7811316
2019-08-01,1150.8642096
2019-09-01,1127.4743025
2019-10-01,1145.9949516
2019-11-01,1129.0355288
2019-12-01,1125.7095027
2020-01-01,1165.9843291
2020-02-01,1165.9258827
2020-03-01,1189.8438228
2020-04-01,1789.7805395
2020-05-01,1721.8706458
2020-06-01,1539.4927326
2020-07-01,1498.0051348
2020-08-01,1492.2697129
2020-09-01,1503.751747
2020-10-01,1391.5894068
2020-11-01,1274.3500934
2020-12-01,1170.1296882
2021-01-01,1108.4110389
2021-02-01,1147.9176662
2021-03-01,1080.902559
2021-04-01,1069.8636067
2021-05-01,1059.8707254
2021-06-01,1084.2258457
2021-07-01,1134.7687626
2021-08-01,1241.4493474
2021-09-01,1218.3221068
2021-10-01,1261.1077058
2021-11-01,1036.7762975
2021-12-01,922.0329087
2022-01-01,911.0997015
2022-02-01,924.1041008
2022-03-01,883.7277441
2022-04-01,864.8217503
2022-05-01,840.0489042
2022-06-01,859.4059694
2022-07-01,858.8624561
2022-08-01,848.3326158
2022-09-01,849.6955242
2022-10-01,854.1686229
2022-11-01,843.6836951
2022-12-01,885.5851282
2023-01-01,885.1468357
2023-02-01,852.5169662
2023-03-01,904.3597182
2023-04-01,889.1083123
2023-05-01,936.2429901
