date,value
2013-05-01,0.504
2013-06-01,0.7550000000000003
2013-07-01,1.012
2013-08-01,1.294
2013-09-01,1.4530000000000003
2013-10-01,1.4290000000000003
2013-11-01,1.5949999999999998
2013-12-01,1.6619999999999995
2014-01-01,1.5380000000000003
2014-02-01,1.4740000000000002
2014-03-01,1.4419999999999997
2014-04-01,1.347
2014-05-01,1.0910000000000002
2014-06-01,1.013
2014-07-01,0.8360000000000003
2014-08-01,0.8000000000000003
2014-09-01,0.9129999999999998
2014-10-01,0.6239999999999997
2014-11-01,0.544
2014-12-01,0.21399999999999997
2015-01-01,-0.07800000000000029
2015-02-01,0.13000000000000034
2015-03-01,0.17500000000000027
2015-04-01,0.16000000000000014
2015-05-01,0.7320000000000002
2015-06-01,0.835
2015-07-01,0.782
2015-08-01,0.5979999999999999
2015-09-01,0.5540000000000003
2015-10-01,0.5070000000000001
2015-11-01,0.6689999999999996
2015-12-01,0.512
2016-01-01,0.40800000000000036
2016-02-01,0.18500000000000005
2016-03-01,0.2509999999999999
2016-04-01,0.2520000000000002
2016-05-01,0.32200000000000006
2016-06-01,0.135
2016-07-01,0.006000000000000005
2016-08-01,0.1319999999999999
2016-09-01,0.274
2016-10-01,0.4909999999999999
2016-11-01,0.7750000000000001
2016-12-01,1.019
2017-01-01,0.9309999999999998
2017-02-01,0.958
2017-03-01,1.0139999999999998
2017-04-01,0.7869999999999999
2017-05-01,0.8180000000000001
2017-06-01,0.7009999999999998
2017-07-01,0.9640000000000002
2017-08-01,0.9259999999999999
2017-09-01,0.99
2017-10-01,1.0679999999999998
2017-11-01,0.845
2017-12-01,0.8130000000000002
2018-01-01,0.9569999999999999
2018-02-01,1.0750000000000002
2018-03-01,0.7830000000000001
2018-04-01,0.6739999999999999
2018-05-01,0.8300000000000001
2018-06-01,0.6270000000000002
2018-07-01,0.617
2018-08-01,0.6299999999999999
2018-09-01,0.7009999999999998
2018-10-01,0.752
2018-11-01,0.7429999999999999
2018-12-01,0.41100000000000003
2019-01-01,0.20100000000000007
2019-02-01,0.16599999999999993
2019-03-01,0.127
2019-04-01,0.18500000000000005
2019-05-01,0.11499999999999999
2019-06-01,0.09599999999999986
2019-07-01,0.20999999999999996
2019-08-01,-0.02100000000000002
2019-09-01,0.05499999999999994
2019-10-01,0.15699999999999992
2019-11-01,0.24199999999999988
2019-12-01,0.30199999999999994
2020-01-01,0.269
2020-02-01,0.09399999999999997
2020-03-01,0.354
2020-04-01,0.6839999999999999
2020-05-01,0.803
2020-06-01,0.8280000000000001
2020-07-01,0.797
2020-08-01,0.805
2020-09-01,0.804
2020-10-01,0.732
2020-11-01,0.836
2020-12-01,0.956
2021-01-01,1.043
2021-02-01,1.324
2021-03-01,1.677
2021-04-01,1.636
2021-05-01,1.6199999999999999
2021-06-01,1.501
2021-07-01,1.234
2021-08-01,1.125
2021-09-01,1.272
2021-10-01,1.67
2021-11-01,1.766
2021-12-01,1.549
2022-01-01,1.8179999999999998
2022-02-01,2.0410000000000004
2022-03-01,2.33
2022-04-01,2.598
2022-05-01,2.381
2022-06-01,2.167
2022-07-01,1.359
2022-08-01,1.0510000000000002
2022-09-01,0.9870000000000001
2022-10-01,0.9689999999999999
2022-11-01,0.6360000000000001
2022-12-01,0.3810000000000002
2023-01-01,0.28400000000000025
2023-02-01,0.242
2023-03-01,-0.17200000000000015
2023-04-01,-0.31700000000000017
2023-05-01,-0.3999999999999999
2023-06-01,-0.3340000000000001
2023-07-01,-0.26400000000000023
2023-08-01,-0.02200000000000024
2023-09-01,0.0810000000000004
2023-10-01,0.42300000000000004
2023-11-01,0.1980000000000004
2023-12-01,-0.16299999999999937
2024-01-01,-0.20199999999999996
2024-02-01,-0.19899999999999984
2024-03-01,-0.3049999999999997
2024-04-01,-0.10200000000000031
2024-05-01,-0.03500000000000014
2024-06-01,-0.1479999999999997
2024-07-01,-0.13400000000000034
2024-08-01,-0.4039999999999999
2024-09-01,-0.4979999999999998
2024-10-01,-0.1429999999999998
2024-11-01,0.12399999999999967
2024-12-01,-0.12700000000000067
2025-01-01,0.1509999999999998
2025-02-01,0.2530000000000001
2025-03-01,0.30100000000000016
2025-04-01,0.24700000000000077
2025-05-01,0.5699999999999998
2025-06-01,0.5180000000000002
2025-07-01,0.6110000000000002
2025-08-01,0.6650000000000005
2025-09-01,0.718
2025-10-01,0.6739999999999999
2025-11-01,0.7660000000000005
2025-12-01,1.0090000000000003
2026-01-01,0.98
2026-02-01,0.798
2026-03-01,0.7359999999999998
2026-04-01,0.6290000000000004
2026-05-01,0.5520000000000005
