asof,target,target_date,horizon_months,seed,target_series,nowcast_qq,forecast_next_qq,actual_qq,first_print_qq,error_qq,error_first_print_qq,next_target,next_first_print_qq,next_months_with_data,gdp_global_loading,collapsed,collapse_floor,cols,gdp_obs,deflator_skipped,seconds
2023-12-11,2023Q4,2023-12-01,0,13,first_print,0.2244,0.242,-0.0078,0.2395,0.2322,-0.0151,2024Q1,0.1275,0,0.8458,0,0.5,528,174,cpi_monthly_live,55.1
2023-12-18,2023Q4,2023-12-01,0,13,first_print,0.247,0.1784,-0.0078,0.2395,0.2548,0.0075,2024Q1,0.1275,0,0.8179,0,0.5,528,174,cpi_monthly_live,56.4
2023-12-25,2023Q4,2023-12-01,0,13,first_print,0.3716,0.435,-0.0078,0.2395,0.3794,0.1321,2024Q1,0.1275,0,0.6317,0,0.5,528,174,cpi_monthly_live,56.9
2024-01-01,2023Q4,2023-12-01,1,13,first_print,0.3836,0.435,-0.0078,0.2395,0.3914,0.1441,2024Q1,0.1275,0,0.8458,0,0.5,529,174,cpi_monthly_live,62.9
2024-01-08,2023Q4,2023-12-01,1,13,first_print,0.3372,0.3756,-0.0078,0.2395,0.345,0.0977,2024Q1,0.1275,0,0.8764,0,0.5,529,174,cpi_monthly_live,56.0
2024-01-15,2023Q4,2023-12-01,1,13,first_print,0.3951,0.4002,-0.0078,0.2395,0.4029,0.1556,2024Q1,0.1275,0,0.8742,0,0.5,529,174,cpi_monthly_live,53.9
2024-01-22,2023Q4,2023-12-01,1,13,first_print,0.4251,0.4773,-0.0078,0.2395,0.4328,0.1856,2024Q1,0.1275,0,0.8888,0,0.5,529,174,cpi_monthly_live,58.1
2024-01-29,2023Q4,2023-12-01,1,13,first_print,0.3206,0.4493,-0.0078,0.2395,0.3284,0.0811,2024Q1,0.1275,0,1.0845,0,0.5,529,174,cpi_monthly_live,61.3
2024-02-05,2023Q4,2023-12-01,2,13,first_print,0.2962,0.3312,-0.0078,0.2395,0.3039,0.0567,2024Q1,0.1275,1,0.8116,0,0.5,530,174,cpi_monthly_live,56.6
2024-02-12,2023Q4,2023-12-01,2,13,first_print,0.2511,0.3526,-0.0078,0.2395,0.2588,0.0116,2024Q1,0.1275,1,0.9098,0,0.5,530,174,cpi_monthly_live,64.6
2024-02-19,2023Q4,2023-12-01,2,13,first_print,0.25,0.2625,-0.0078,0.2395,0.2578,0.0105,2024Q1,0.1275,1,0.9123,0,0.5,530,174,cpi_monthly_live,58.7
2024-02-26,2023Q4,2023-12-01,2,13,first_print,0.1984,0.3526,-0.0078,0.2395,0.2062,-0.0411,2024Q1,0.1275,1,0.9945,0,0.5,530,174,cpi_monthly_live,54.5
2024-03-04,2024Q1,2024-03-01,0,13,first_print,0.3932,0.5264,0.2443,0.1275,0.1489,0.2657,2024Q2,0.2246,0,0.8834,0,0.5,531,175,cpi_monthly_live,54.4
2024-03-11,2024Q1,2024-03-01,0,13,first_print,0.3793,0.506,0.2443,0.1275,0.135,0.2518,2024Q2,0.2246,0,0.898,0,0.5,531,175,cpi_monthly_live,54.5
2024-03-18,2024Q1,2024-03-01,0,13,first_print,0.4654,0.6655,0.2443,0.1275,0.221,0.3379,2024Q2,0.2246,0,0.9214,0,0.5,531,175,cpi_monthly_live,54.6
2024-03-25,2024Q1,2024-03-01,0,13,first_print,0.3856,0.4983,0.2443,0.1275,0.1412,0.2581,2024Q2,0.2246,0,0.9142,0,0.5,531,175,cpi_monthly_live,55.8
2024-04-01,2024Q1,2024-03-01,1,13,first_print,0.4679,0.4694,0.2443,0.1275,0.2236,0.3404,2024Q2,0.2246,0,0.9124,0,0.5,532,175,cpi_monthly_live,55.1
2024-04-08,2024Q1,2024-03-01,1,13,first_print,0.6089,0.7713,0.2443,0.1275,0.3646,0.4814,2024Q2,0.2246,0,0.821,0,0.5,532,175,cpi_monthly_live,64.9
2024-04-15,2024Q1,2024-03-01,1,13,first_print,0.4993,0.5876,0.2443,0.1275,0.2549,0.3718,2024Q2,0.2246,0,0.9578,0,0.5,532,175,cpi_monthly_live,54.5
2024-04-22,2024Q1,2024-03-01,1,13,first_print,0.5008,0.5826,0.2443,0.1275,0.2564,0.3733,2024Q2,0.2246,0,0.9486,0,0.5,532,175,cpi_monthly_live,54.5
2024-04-29,2024Q1,2024-03-01,1,13,first_print,0.4956,0.5912,0.2443,0.1275,0.2512,0.3681,2024Q2,0.2246,0,0.9002,0,0.5,532,175,cpi_monthly_live,54.3
2024-05-06,2024Q1,2024-03-01,2,13,first_print,0.4247,0.4323,0.2443,0.1275,0.1804,0.2972,2024Q2,0.2246,1,0.8964,0,0.5,533,175,cpi_monthly_live,54.3
2024-05-13,2024Q1,2024-03-01,2,13,first_print,0.5121,0.5501,0.2443,0.1275,0.2678,0.3846,2024Q2,0.2246,1,0.8118,0,0.5,533,175,cpi_monthly_live,54.3
2024-05-20,2024Q1,2024-03-01,2,13,first_print,0.4887,0.5755,0.2443,0.1275,0.2444,0.3612,2024Q2,0.2246,1,0.8633,0,0.5,533,175,cpi_monthly_live,54.5
2024-05-27,2024Q1,2024-03-01,2,13,first_print,0.484,0.4451,0.2443,0.1275,0.2396,0.3565,2024Q2,0.2246,1,0.8393,0,0.5,533,175,cpi_monthly_live,54.2
2024-06-03,2024Q2,2024-06-01,0,13,first_print,0.5004,0.649,0.2518,0.2246,0.2486,0.2758,2024Q3,0.3337,0,0.8839,0,0.5,534,176,cpi_monthly_live,55.1
2024-06-10,2024Q2,2024-06-01,0,13,first_print,0.4168,0.4773,0.2518,0.2246,0.1651,0.1922,2024Q3,0.3337,0,0.9919,0,0.5,534,176,cpi_monthly_live,54.4
2024-06-17,2024Q2,2024-06-01,0,13,first_print,0.4175,0.5648,0.2518,0.2246,0.1657,0.1929,2024Q3,0.3337,0,0.9907,0,0.5,534,176,cpi_monthly_live,54.6
2024-06-24,2024Q2,2024-06-01,0,13,first_print,0.4079,0.4698,0.2518,0.2246,0.1561,0.1833,2024Q3,0.3337,0,0.7748,0,0.5,534,176,cpi_monthly_live,54.5
2024-07-01,2024Q2,2024-06-01,1,13,first_print,0.3523,0.4476,0.2518,0.2246,0.1005,0.1277,2024Q3,0.3337,0,0.7402,0,0.5,535,176,cpi_monthly_live,54.7
2024-07-08,2024Q2,2024-06-01,1,13,first_print,0.3643,0.4025,0.2518,0.2246,0.1125,0.1397,2024Q3,0.3337,0,0.857,0,0.5,535,176,cpi_monthly_live,54.6
2024-07-15,2024Q2,2024-06-01,1,13,first_print,0.297,0.4071,0.2518,0.2246,0.0453,0.0724,2024Q3,0.3337,0,1.0199,0,0.5,535,176,cpi_monthly_live,54.8
2024-07-22,2024Q2,2024-06-01,1,13,first_print,0.3318,0.4329,0.2518,0.2246,0.08,0.1072,2024Q3,0.3337,0,0.9832,0,0.5,535,176,cpi_monthly_live,54.9
2024-07-29,2024Q2,2024-06-01,1,13,first_print,0.303,0.4017,0.2518,0.2246,0.0512,0.0784,2024Q3,0.3337,0,0.9784,0,0.5,535,176,cpi_monthly_live,54.8
2024-08-05,2024Q2,2024-06-01,2,13,first_print,0.4892,0.5392,0.2518,0.2246,0.2374,0.2646,2024Q3,0.3337,1,0.8633,0,0.5,536,176,cpi_monthly_live,60.4
2024-08-12,2024Q2,2024-06-01,2,13,first_print,0.4314,0.4719,0.2518,0.2246,0.1796,0.2068,2024Q3,0.3337,1,0.833,0,0.5,536,176,cpi_monthly_live,56.7
2024-08-19,2024Q2,2024-06-01,2,13,first_print,0.3833,0.5235,0.2518,0.2246,0.1315,0.1587,2024Q3,0.3337,1,0.9185,0,0.5,536,176,cpi_monthly_live,56.7
2024-08-26,2024Q2,2024-06-01,2,13,first_print,0.4503,0.4629,0.2518,0.2246,0.1985,0.2257,2024Q3,0.3337,1,0.8036,0,0.5,536,176,cpi_monthly_live,56.9
2024-09-02,2024Q2,2024-06-01,3,13,first_print,0.2554,0.296,0.2518,0.2246,0.0036,0.0308,2024Q3,0.3337,1,1.014,0,0.5,537,176,cpi_monthly_live,57.2
2024-09-09,2024Q3,2024-09-01,0,13,first_print,0.2391,0.2009,0.3056,0.3337,-0.0665,-0.0946,2024Q4,0.5833,0,0.9312,0,0.5,537,177,cpi_monthly_live,57.3
2024-09-16,2024Q3,2024-09-01,0,13,first_print,0.3301,0.4054,0.3056,0.3337,0.0245,-0.0036,2024Q4,0.5833,0,0.952,0,0.5,537,177,cpi_monthly_live,57.5
2024-09-23,2024Q3,2024-09-01,0,13,first_print,0.1679,0.0823,0.3056,0.3337,-0.1377,-0.1658,2024Q4,0.5833,0,0.9869,0,0.5,537,177,cpi_monthly_live,58.6
2024-09-30,2024Q3,2024-09-01,0,13,first_print,0.0777,-0.085,0.3056,0.3337,-0.228,-0.256,2024Q4,0.5833,0,0.8414,0,0.5,537,177,cpi_monthly_live,60.3
2024-10-07,2024Q3,2024-09-01,1,13,first_print,0.4165,0.5839,0.3056,0.3337,0.1108,0.0828,2024Q4,0.5833,0,0.8081,0,0.5,538,177,cpi_monthly_live,62.0
2024-10-14,2024Q3,2024-09-01,1,13,first_print,0.1941,0.1062,0.3056,0.3337,-0.1116,-0.1396,2024Q4,0.5833,0,0.7415,0,0.5,538,177,cpi_monthly_live,61.4
2024-10-21,2024Q3,2024-09-01,1,13,first_print,0.4075,0.4534,0.3056,0.3337,0.1019,0.0738,2024Q4,0.5833,0,0.7419,0,0.5,538,177,cpi_monthly_live,62.0
2024-10-28,2024Q3,2024-09-01,1,13,first_print,0.4075,0.4534,0.3056,0.3337,0.1019,0.0738,2024Q4,0.5833,0,0.7419,0,0.5,538,177,cpi_monthly_live,61.9
2024-11-04,2024Q3,2024-09-01,2,13,first_print,0.3894,0.5299,0.3056,0.3337,0.0837,0.0557,2024Q4,0.5833,1,0.9749,0,0.5,539,177,,62.8
2024-11-11,2024Q3,2024-09-01,2,13,first_print,0.4497,0.5632,0.3056,0.3337,0.1441,0.116,2024Q4,0.5833,1,0.9451,0,0.5,539,177,,62.7
2024-11-18,2024Q3,2024-09-01,2,13,first_print,0.4259,0.5704,0.3056,0.3337,0.1203,0.0922,2024Q4,0.5833,1,0.8309,0,0.5,539,177,,60.5
2024-11-25,2024Q3,2024-09-01,2,13,first_print,0.4795,0.6695,0.3056,0.3337,0.1739,0.1458,2024Q4,0.5833,1,0.8154,0,0.5,539,177,,62.8
2024-12-02,2024Q3,2024-09-01,3,13,first_print,0.2975,0.462,0.3056,0.3337,-0.0081,-0.0362,2024Q4,0.5833,1,0.9181,0,0.5,540,177,,62.9
2024-12-09,2024Q4,2024-12-01,0,13,first_print,0.595,0.6645,0.4372,0.5833,0.1578,0.0117,2025Q1,0.2111,0,0.9116,0,0.5,540,178,,62.8
2024-12-16,2024Q4,2024-12-01,0,13,first_print,0.5573,0.5796,0.4372,0.5833,0.1202,-0.026,2025Q1,0.2111,0,0.9719,0,0.5,540,178,,60.7
2024-12-23,2024Q4,2024-12-01,0,13,first_print,0.5593,0.4709,0.4372,0.5833,0.1221,-0.024,2025Q1,0.2111,0,0.8843,0,0.5,540,178,,59.4
2024-12-30,2024Q4,2024-12-01,0,13,first_print,0.5541,0.4425,0.4372,0.5833,0.117,-0.0292,2025Q1,0.2111,0,0.8415,0,0.5,540,178,,62.5
2025-01-06,2024Q4,2024-12-01,1,13,first_print,0.4774,0.4637,0.4372,0.5833,0.0403,-0.1059,2025Q1,0.2111,0,0.7081,0,0.5,541,178,,60.7
2025-01-13,2024Q4,2024-12-01,1,13,first_print,0.5711,0.597,0.4372,0.5833,0.1339,-0.0122,2025Q1,0.2111,0,0.9402,0,0.5,541,178,,63.3
2025-01-20,2024Q4,2024-12-01,1,13,first_print,0.4847,0.5121,0.4372,0.5833,0.0475,-0.0986,2025Q1,0.2111,0,0.7815,0,0.5,541,178,,58.7
2025-01-27,2024Q4,2024-12-01,1,13,first_print,0.4847,0.5121,0.4372,0.5833,0.0475,-0.0986,2025Q1,0.2111,0,0.7815,0,0.5,541,178,,58.9
2025-02-03,2024Q4,2024-12-01,2,13,first_print,0.4647,0.4877,0.4372,0.5833,0.0276,-0.1186,2025Q1,0.2111,0,0.8746,0,0.5,542,178,,58.3
2025-02-10,2024Q4,2024-12-01,2,13,first_print,0.5474,0.5187,0.4372,0.5833,0.1103,-0.0359,2025Q1,0.2111,1,0.8797,0,0.5,542,178,,65.3
2025-02-17,2024Q4,2024-12-01,2,13,first_print,0.6012,0.6289,0.4372,0.5833,0.164,0.0179,2025Q1,0.2111,1,0.8592,0,0.5,542,178,,60.5
2025-02-24,2024Q4,2024-12-01,2,13,first_print,0.4873,0.4623,0.4372,0.5833,0.0501,-0.096,2025Q1,0.2111,1,0.8214,0,0.5,542,178,,58.5
2025-03-03,2024Q4,2024-12-01,3,13,first_print,0.6789,0.7228,0.4372,0.5833,0.2417,0.0956,2025Q1,0.2111,1,0.8585,0,0.5,543,178,,59.4
2025-03-10,2025Q1,2025-03-01,0,13,first_print,0.6386,0.7138,0.2604,0.2111,0.3783,0.4275,2025Q2,0.601,0,0.9421,0,0.5,543,179,,59.2
2025-03-17,2025Q1,2025-03-01,0,13,first_print,0.5087,0.5536,0.2604,0.2111,0.2484,0.2976,2025Q2,0.601,0,0.9352,0,0.5,543,179,,60.3
2025-03-24,2025Q1,2025-03-01,0,13,first_print,0.5878,0.6351,0.2604,0.2111,0.3274,0.3767,2025Q2,0.601,0,0.9167,0,0.5,543,179,,59.0
2025-03-31,2025Q1,2025-03-01,0,13,first_print,0.5649,0.627,0.2604,0.2111,0.3045,0.3538,2025Q2,0.601,0,0.9552,0,0.5,543,179,,59.5
2025-04-07,2025Q1,2025-03-01,1,13,first_print,0.5644,0.5617,0.2604,0.2111,0.304,0.3533,2025Q2,0.601,0,0.9663,0,0.5,544,179,,60.6
2025-04-14,2025Q1,2025-03-01,1,13,first_print,0.597,0.7001,0.2604,0.2111,0.3366,0.3859,2025Q2,0.601,0,0.8671,0,0.5,544,179,,61.5
2025-04-21,2025Q1,2025-03-01,1,13,first_print,0.5868,0.6627,0.2604,0.2111,0.3265,0.3757,2025Q2,0.601,0,0.8343,0,0.5,544,179,,63.8
2025-04-28,2025Q1,2025-03-01,1,13,first_print,0.5831,0.5841,0.2604,0.2111,0.3227,0.372,2025Q2,0.601,0,0.8311,0,0.5,544,179,,64.4
2025-05-05,2025Q1,2025-03-01,2,13,first_print,0.5615,0.4896,0.2604,0.2111,0.3011,0.3504,2025Q2,0.601,1,0.6254,0,0.5,545,179,,64.3
2025-05-12,2025Q1,2025-03-01,2,13,first_print,0.5666,0.5081,0.2604,0.2111,0.3062,0.3555,2025Q2,0.601,1,0.8531,0,0.5,545,179,,63.5
2025-05-19,2025Q1,2025-03-01,2,13,first_print,0.5925,0.5313,0.2604,0.2111,0.3321,0.3814,2025Q2,0.601,1,0.6542,0,0.5,545,179,,60.4
2025-05-26,2025Q1,2025-03-01,2,13,first_print,0.5693,0.5095,0.2604,0.2111,0.3089,0.3582,2025Q2,0.601,1,0.7847,0,0.5,545,179,,59.9
2025-06-02,2025Q1,2025-03-01,3,13,first_print,0.5831,0.4563,0.2604,0.2111,0.3227,0.372,2025Q2,0.601,1,0.5731,0,0.5,546,179,,59.7
2025-06-09,2025Q2,2025-06-01,0,13,first_print,0.3345,0.5563,0.9687,0.601,-0.6342,-0.2665,2025Q3,0.3913,0,0.7053,0,0.5,546,180,,60.1
2025-06-16,2025Q2,2025-06-01,0,13,first_print,0.3045,0.392,0.9687,0.601,-0.6642,-0.2965,2025Q3,0.3913,0,0.7769,0,0.5,546,180,,60.0
2025-06-23,2025Q2,2025-06-01,0,13,first_print,0.3104,0.4028,0.9687,0.601,-0.6583,-0.2906,2025Q3,0.3913,0,0.8115,0,0.5,546,180,,62.3
2025-06-30,2025Q2,2025-06-01,0,13,first_print,0.3381,0.6692,0.9687,0.601,-0.6306,-0.2629,2025Q3,0.3913,0,0.96,0,0.5,546,180,,63.0
2025-07-07,2025Q2,2025-06-01,1,13,first_print,0.3509,0.3296,0.9687,0.601,-0.6178,-0.2501,2025Q3,0.3913,0,0.9434,0,0.5,547,180,,65.6
2025-07-14,2025Q2,2025-06-01,1,13,first_print,0.4197,0.6044,0.9687,0.601,-0.549,-0.1813,2025Q3,0.3913,0,0.842,0,0.5,547,180,,64.8
2025-07-21,2025Q2,2025-06-01,1,13,first_print,0.3603,0.4348,0.9687,0.601,-0.6085,-0.2407,2025Q3,0.3913,0,0.8787,0,0.5,547,180,,64.2
2025-07-28,2025Q2,2025-06-01,1,13,first_print,0.3603,0.4348,0.9687,0.601,-0.6085,-0.2407,2025Q3,0.3913,0,0.8787,0,0.5,547,180,,62.8
2025-08-04,2025Q2,2025-06-01,2,13,first_print,0.4685,0.5359,0.9687,0.601,-0.5002,-0.1325,2025Q3,0.3913,1,0.7414,0,0.5,548,180,,61.4
2025-08-11,2025Q2,2025-06-01,2,13,first_print,0.4364,0.5022,0.9687,0.601,-0.5323,-0.1646,2025Q3,0.3913,1,0.8408,0,0.5,548,180,,60.3
2025-08-18,2025Q2,2025-06-01,2,13,first_print,0.4551,0.4999,0.9687,0.601,-0.5136,-0.1459,2025Q3,0.3913,1,0.8429,0,0.5,548,180,,62.7
2025-08-25,2025Q2,2025-06-01,2,13,first_print,0.3811,0.3899,0.9687,0.601,-0.5876,-0.2199,2025Q3,0.3913,1,0.736,0,0.5,548,180,,64.2
2025-09-01,2025Q2,2025-06-01,3,13,first_print,0.4624,0.5111,0.9687,0.601,-0.5063,-0.1386,2025Q3,0.3913,1,1.0454,0,0.5,549,180,,64.7
2025-09-08,2025Q3,2025-09-01,0,13,first_print,0.442,0.3653,0.382,0.3913,0.06,0.0507,2025Q4,0.7925,0,0.8562,0,0.5,549,181,,60.3
2025-09-15,2025Q3,2025-09-01,0,13,first_print,0.6415,0.6886,0.382,0.3913,0.2596,0.2502,2025Q4,0.7925,0,0.8437,0,0.5,549,181,,61.8
2025-09-22,2025Q3,2025-09-01,0,13,first_print,0.5845,0.6219,0.382,0.3913,0.2026,0.1932,2025Q4,0.7925,0,0.9019,0,0.5,549,181,,61.2
2025-09-29,2025Q3,2025-09-01,0,13,first_print,0.5897,0.5387,0.382,0.3913,0.2077,0.1984,2025Q4,0.7925,0,0.8695,0,0.5,549,181,,67.5
