asof,target,target_date,horizon_months,seed,target_series,nowcast_qq,forecast_next_qq,actual_qq,first_print_qq,error_qq,error_first_print_qq,next_target,next_first_print_qq,next_months_with_data,gdp_global_loading,collapsed,collapse_floor,cols,gdp_obs,deflator_skipped,seconds
2025-10-06,2025Q3,2025-09-01,1,13,first_print,0.5916,0.6366,0.382,0.3913,0.2097,0.2003,2025Q4,0.7925,0,0.8297,0,0.5,550,181,,69.7
2025-10-13,2025Q3,2025-09-01,1,13,first_print,0.6245,0.6442,0.382,0.3913,0.2425,0.2332,2025Q4,0.7925,0,1.0097,0,0.5,550,181,,71.0
2025-10-20,2025Q3,2025-09-01,1,13,first_print,0.6152,0.6359,0.382,0.3913,0.2333,0.2239,2025Q4,0.7925,0,0.9191,0,0.5,550,181,,70.7
2025-10-27,2025Q3,2025-09-01,1,13,first_print,0.6363,0.6809,0.382,0.3913,0.2544,0.245,2025Q4,0.7925,0,1.1279,0,0.5,550,181,,68.7
2025-11-03,2025Q3,2025-09-01,2,13,first_print,0.5663,0.6376,0.382,0.3913,0.1843,0.175,2025Q4,0.7925,0,0.9116,0,0.5,551,181,,71.5
2025-11-10,2025Q3,2025-09-01,2,13,first_print,0.6144,0.628,0.382,0.3913,0.2324,0.2231,2025Q4,0.7925,1,0.7313,0,0.5,551,181,,70.8
2025-11-17,2025Q3,2025-09-01,2,13,first_print,0.6263,0.6273,0.382,0.3913,0.2444,0.235,2025Q4,0.7925,1,0.7135,0,0.5,551,181,,70.2
2025-11-24,2025Q3,2025-09-01,2,13,first_print,0.6361,0.6155,0.382,0.3913,0.2541,0.2448,2025Q4,0.7925,1,0.6551,0,0.5,551,181,,66.2
2025-12-01,2025Q3,2025-09-01,3,13,first_print,0.5092,0.5569,0.382,0.3913,0.1272,0.1179,2025Q4,0.7925,1,0.8027,0,0.5,552,181,,57.6
2025-12-08,2025Q4,2025-12-01,0,13,first_print,0.605,0.6078,0.8731,0.7925,-0.268,-0.1875,2026Q1,0.2743,0,0.8987,0,0.5,552,182,,56.4
2025-12-15,2025Q4,2025-12-01,0,13,first_print,0.5358,0.5426,0.8731,0.7925,-0.3372,-0.2567,2026Q1,0.2743,0,0.8481,0,0.5,552,182,,56.3
2025-12-22,2025Q4,2025-12-01,0,13,first_print,0.545,0.5029,0.8731,0.7925,-0.3281,-0.2475,2026Q1,0.2743,0,0.8792,0,0.5,552,182,,56.4
2025-12-29,2025Q4,2025-12-01,0,13,first_print,0.5505,0.5162,0.8731,0.7925,-0.3225,-0.242,2026Q1,0.2743,0,0.9376,0,0.5,552,182,,55.8
2026-01-05,2025Q4,2025-12-01,1,13,first_print,0.6097,0.6269,0.8731,0.7925,-0.2634,-0.1828,2026Q1,0.2743,0,0.7728,0,0.5,553,182,,56.2
2026-01-12,2025Q4,2025-12-01,1,13,first_print,0.5965,0.623,0.8731,0.7925,-0.2766,-0.196,2026Q1,0.2743,0,0.8216,0,0.5,553,182,,55.6
2026-01-19,2025Q4,2025-12-01,1,13,first_print,0.538,0.5742,0.8731,0.7925,-0.3351,-0.2545,2026Q1,0.2743,0,0.825,0,0.5,553,182,,56.0
2026-01-26,2025Q4,2025-12-01,1,13,first_print,0.5617,0.5697,0.8731,0.7925,-0.3114,-0.2308,2026Q1,0.2743,0,0.8211,0,0.5,553,182,,55.9
2026-02-02,2025Q4,2025-12-01,2,13,first_print,0.6434,0.6881,0.8731,0.7925,-0.2297,-0.1491,2026Q1,0.2743,0,0.7622,0,0.5,554,182,,56.0
2026-02-09,2025Q4,2025-12-01,2,13,first_print,0.6542,0.6939,0.8731,0.7925,-0.2188,-0.1383,2026Q1,0.2743,1,0.7964,0,0.5,554,182,,56.4
2026-02-16,2025Q4,2025-12-01,2,13,first_print,0.6161,0.6272,0.8731,0.7925,-0.257,-0.1764,2026Q1,0.2743,1,0.8336,0,0.5,554,182,,56.0
2026-02-23,2025Q4,2025-12-01,2,13,first_print,0.6376,0.6577,0.8731,0.7925,-0.2355,-0.1549,2026Q1,0.2743,1,0.9076,0,0.5,554,182,,56.2
2026-03-02,2025Q4,2025-12-01,3,13,first_print,0.5966,0.6628,0.8731,0.7925,-0.2765,-0.1959,2026Q1,0.2743,1,0.9356,0,0.5,555,182,,56.2
2026-03-09,2026Q1,2026-03-01,0,13,first_print,0.6798,0.6375,0.2743,0.2743,0.4055,0.4055,2026Q2,0.4195,0,0.9338,0,0.5,555,183,,56.0
2026-03-16,2026Q1,2026-03-01,0,13,first_print,0.6465,0.6421,0.2743,0.2743,0.3722,0.3722,2026Q2,0.4195,0,0.9547,0,0.5,555,183,,56.0
2026-03-23,2026Q1,2026-03-01,0,13,first_print,0.6001,0.4905,0.2743,0.2743,0.3258,0.3258,2026Q2,0.4195,0,0.8636,0,0.5,555,183,,56.3
2026-03-30,2026Q1,2026-03-01,0,13,first_print,0.6001,0.4905,0.2743,0.2743,0.3258,0.3258,2026Q2,0.4195,0,0.8636,0,0.5,555,183,,56.0
2026-04-06,2026Q1,2026-03-01,1,13,first_print,0.6154,0.5339,0.2743,0.2743,0.341,0.3411,2026Q2,0.4195,0,0.7936,0,0.5,556,183,,56.2
2026-04-13,2026Q1,2026-03-01,1,13,first_print,0.6007,0.5358,0.2743,0.2743,0.3264,0.3264,2026Q2,0.4195,0,0.8712,0,0.5,556,183,,56.3
2026-04-20,2026Q1,2026-03-01,1,13,first_print,0.5342,0.3174,0.2743,0.2743,0.2599,0.2599,2026Q2,0.4195,0,1.0632,0,0.5,556,183,,56.2
2026-04-27,2026Q1,2026-03-01,1,13,first_print,0.5342,0.3174,0.2743,0.2743,0.2599,0.2599,2026Q2,0.4195,0,1.0632,0,0.5,556,183,,56.4
2026-05-04,2026Q1,2026-03-01,2,13,first_print,0.642,0.6344,0.2743,0.2743,0.3677,0.3677,2026Q2,0.4195,0,1.1525,0,0.5,557,183,,56.3
2026-05-11,2026Q1,2026-03-01,2,13,first_print,0.6401,0.6097,0.2743,0.2743,0.3658,0.3658,2026Q2,0.4195,1,0.8261,0,0.5,557,183,,56.6
2026-05-18,2026Q1,2026-03-01,2,13,first_print,0.6728,0.5788,0.2743,0.2743,0.3985,0.3985,2026Q2,0.4195,1,0.8947,0,0.5,557,183,,56.4
2026-05-25,2026Q1,2026-03-01,2,13,first_print,0.6511,0.5588,0.2743,0.2743,0.3767,0.3768,2026Q2,0.4195,1,0.7778,0,0.5,557,183,,56.6
2026-06-01,2026Q1,2026-03-01,3,13,first_print,0.6067,0.4602,0.2743,0.2743,0.3324,0.3324,2026Q2,0.4195,1,0.7995,0,0.5,558,183,,56.9
2026-06-08,2026Q2,2026-06-01,0,13,first_print,0.3715,0.3553,nan,0.4195,nan,-0.048,2026Q3,nan,0,0.8413,0,0.5,558,184,,56.5
2026-06-15,2026Q2,2026-06-01,0,13,first_print,0.4406,0.4653,nan,0.4195,nan,0.0211,2026Q3,nan,0,0.9205,0,0.5,558,184,,56.7
2026-06-22,2026Q2,2026-06-01,0,13,first_print,0.5056,0.5462,nan,0.4195,nan,0.0861,2026Q3,nan,0,0.8864,0,0.5,558,184,,56.7
2026-06-29,2026Q2,2026-06-01,0,13,first_print,0.3031,0.2304,nan,0.4195,nan,-0.1164,2026Q3,nan,0,0.8405,0,0.5,558,184,,57.0
2026-07-06,2026Q2,2026-06-01,1,13,first_print,0.5069,0.6136,nan,0.4195,nan,0.0874,2026Q3,nan,0,0.9849,0,0.5,559,184,,57.1
2026-07-13,2026Q2,2026-06-01,1,13,first_print,0.5464,0.6379,nan,0.4195,nan,0.1269,2026Q3,nan,0,1.0298,0,0.5,559,184,,57.0
2026-07-20,2026Q2,2026-06-01,1,13,first_print,0.531,0.5967,nan,0.4195,nan,0.1115,2026Q3,nan,0,0.9216,0,0.5,559,184,,57.5
2026-07-27,2026Q2,2026-06-01,1,13,first_print,0.4681,0.5732,nan,0.4195,nan,0.0486,2026Q3,nan,0,1.0549,0,0.5,559,184,,56.9
2026-08-03,2026Q2,2026-06-01,2,13,first_print,0.4347,0.5363,nan,0.4195,nan,0.0152,2026Q3,nan,0,0.899,0,0.5,560,184,,57.2
2026-08-10,2026Q2,2026-06-01,2,13,first_print,0.465,0.5383,nan,0.4195,nan,0.0455,2026Q3,nan,1,0.9366,0,0.5,560,184,,58.7
2026-08-17,2026Q2,2026-06-01,2,13,first_print,0.4715,0.6022,nan,0.4195,nan,0.052,2026Q3,nan,1,0.9657,0,0.5,560,184,,59.6
2026-08-24,2026Q2,2026-06-01,2,13,first_print,0.4501,0.5771,nan,0.4195,nan,0.0306,2026Q3,nan,1,0.95,0,0.5,560,184,,53.8
