as_of,target_quarter,target_quarter_date,qoq_growth_forecast,qoq_actual,qoq_error,direction_correct,n_months_in_quarter,n_series_selected
2024-12-09,2024 Q4,2024-12-01,0.5478846348314297,0.440573086311669,0.10731154851976066,TRUE,2,14
2024-12-16,2024 Q4,2024-12-01,0.7150746805782953,0.440573086311669,0.27450159426662624,TRUE,3,14
2024-12-23,2024 Q4,2024-12-01,0.7150746805782953,0.440573086311669,0.27450159426662624,TRUE,3,14
2024-12-30,2024 Q4,2024-12-01,0.7146173452129859,0.440573086311669,0.2740442589013169,TRUE,3,14
2025-01-06,2024 Q4,2024-12-01,0.5057401893161833,0.440573086311669,0.06516710300451423,TRUE,3,14
2025-01-13,2024 Q4,2024-12-01,0.5057401893161833,0.440573086311669,0.06516710300451423,TRUE,3,14
2025-01-20,2024 Q4,2024-12-01,0.6448778248035881,0.440573086311669,0.2043047384919191,TRUE,3,14
2025-01-27,2024 Q4,2024-12-01,0.6448778248035881,0.440573086311669,0.2043047384919191,TRUE,3,14
2025-02-03,2024 Q4,2024-12-01,0.6467392386590747,0.440573086311669,0.20616615234740565,TRUE,3,14
2025-02-10,2024 Q4,2024-12-01,0.6486553419850862,0.440573086311669,0.2080822556734172,TRUE,3,14
2025-02-17,2024 Q4,2024-12-01,0.6499758310176749,0.440573086311669,0.20940274470600584,TRUE,3,14
2025-02-24,2024 Q4,2024-12-01,0.6499758310176749,0.440573086311669,0.20940274470600584,TRUE,3,14
2025-03-03,2025 Q1,2025-03-01,0.4031157026940444,0.392250141830552,0.010865560863492385,TRUE,2,14
2025-03-10,2025 Q1,2025-03-01,0.4260421516338263,0.392250141830552,0.03379200980327429,TRUE,2,14
2025-03-17,2025 Q1,2025-03-01,0.2892740986163655,0.392250141830552,-0.10297604321418652,TRUE,3,14
2025-03-24,2025 Q1,2025-03-01,0.2892740986163655,0.392250141830552,-0.10297604321418652,TRUE,3,14
2025-03-31,2025 Q1,2025-03-01,0.3070628409554855,0.392250141830552,-0.08518730087506649,TRUE,3,14
2025-04-07,2025 Q1,2025-03-01,0.1689350533314599,0.392250141830552,-0.22331508849909212,TRUE,3,14
2025-04-14,2025 Q1,2025-03-01,0.1689350533314599,0.392250141830552,-0.22331508849909212,TRUE,3,14
2025-04-21,2025 Q1,2025-03-01,0.3497006149560691,0.392250141830552,-0.042549526874482935,TRUE,3,14
2025-04-28,2025 Q1,2025-03-01,0.3497006149560691,0.392250141830552,-0.042549526874482935,TRUE,3,14
2025-05-05,2025 Q1,2025-03-01,0.25471295306058933,0.392250141830552,-0.13753718876996268,TRUE,3,14
2025-05-12,2025 Q1,2025-03-01,0.25471295306058933,0.392250141830552,-0.13753718876996268,TRUE,3,14
2025-05-19,2025 Q1,2025-03-01,0.25490877259034667,0.392250141830552,-0.13734136924020535,TRUE,3,14
2025-05-26,2025 Q1,2025-03-01,0.25490877259034667,0.392250141830552,-0.13734136924020535,TRUE,3,14
2025-06-02,2025 Q2,2025-06-01,1.331452068893908,0.78040496292231,0.551047105971598,TRUE,2,14
2025-06-09,2025 Q2,2025-06-01,0.8442770880962203,0.78040496292231,0.06387212517391028,TRUE,2,14
2025-06-16,2025 Q2,2025-06-01,1.0216948321199621,0.78040496292231,0.24128986919765216,TRUE,3,14
2025-06-23,2025 Q2,2025-06-01,1.0216948321199621,0.78040496292231,0.24128986919765216,TRUE,3,14
2025-06-30,2025 Q2,2025-06-01,1.0156348243417022,0.78040496292231,0.23522986141939217,TRUE,3,14
2025-07-07,2025 Q2,2025-06-01,0.8576838880533035,0.78040496292231,0.07727892513099355,TRUE,3,14
2025-07-14,2025 Q2,2025-06-01,0.8576838880533035,0.78040496292231,0.07727892513099355,TRUE,3,14
2025-07-21,2025 Q2,2025-06-01,0.5813225176823913,0.78040496292231,-0.1990824452399187,TRUE,3,14
2025-07-28,2025 Q2,2025-06-01,0.5813225176823913,0.78040496292231,-0.1990824452399187,TRUE,3,14
2025-08-04,2025 Q2,2025-06-01,0.6095988078246152,0.78040496292231,-0.1708061550976948,TRUE,3,14
2025-08-11,2025 Q2,2025-06-01,0.6095988078246152,0.78040496292231,-0.1708061550976948,TRUE,3,14
2025-08-18,2025 Q2,2025-06-01,0.609015119253833,0.78040496292231,-0.17138984366847698,TRUE,3,14
2025-08-25,2025 Q2,2025-06-01,0.609015119253833,0.78040496292231,-0.17138984366847698,TRUE,3,14
2025-09-01,2025 Q3,2025-09-01,0.9672124083250673,0.503634521087237,0.4635778872378302,TRUE,2,12
2025-09-08,2025 Q3,2025-09-01,0.9460184971480258,0.503634521087237,0.4423839760607887,TRUE,2,12
2025-09-15,2025 Q3,2025-09-01,0.5822748971661298,0.503634521087237,0.07864037607889274,TRUE,3,12
2025-09-22,2025 Q3,2025-09-01,0.5822748971661298,0.503634521087237,0.07864037607889274,TRUE,3,12
2025-09-29,2025 Q3,2025-09-01,0.5822748971661298,0.503634521087237,0.07864037607889274,TRUE,3,12
2025-10-06,2025 Q3,2025-09-01,0.5894405287884743,0.503634521087237,0.08580600770123725,TRUE,3,12
2025-10-13,2025 Q3,2025-09-01,0.5894405287884743,0.503634521087237,0.08580600770123725,TRUE,3,12
2025-10-20,2025 Q3,2025-09-01,0.4779761504032532,0.503634521087237,-0.025658370683983855,TRUE,3,12
2025-10-27,2025 Q3,2025-09-01,0.4779761504032532,0.503634521087237,-0.025658370683983855,TRUE,3,12
2025-11-03,2025 Q3,2025-09-01,0.5510490880584938,0.503634521087237,0.04741456697125679,TRUE,3,12
2025-11-10,2025 Q3,2025-09-01,0.4699807587224241,0.503634521087237,-0.033653762364812934,TRUE,3,12
2025-11-17,2025 Q3,2025-09-01,0.46915326855879685,0.503634521087237,-0.0344812525284402,TRUE,3,12
2025-11-24,2025 Q3,2025-09-01,0.46915326855879685,0.503634521087237,-0.0344812525284402,TRUE,3,12
2025-12-01,2025 Q4,2025-12-01,1.0862888363471195,0.912431295231086,0.17385754111603346,TRUE,2,12
2025-12-08,2025 Q4,2025-12-01,1.1263220216193124,0.912431295231086,0.21389072638822637,TRUE,2,12
2025-12-15,2025 Q4,2025-12-01,0.5067105881041902,0.912431295231086,-0.4057207071268958,TRUE,2,12
2025-12-22,2025 Q4,2025-12-01,0.34531432382719757,0.912431295231086,-0.5671169714038884,TRUE,3,12
2025-12-29,2025 Q4,2025-12-01,0.34531432382719757,0.912431295231086,-0.5671169714038884,TRUE,3,12
2026-01-05,2025 Q4,2025-12-01,0.4662262428370168,0.912431295231086,-0.4462050523940692,TRUE,3,12
2026-01-12,2025 Q4,2025-12-01,0.4662262428370168,0.912431295231086,-0.4462050523940692,TRUE,3,12
2026-01-19,2025 Q4,2025-12-01,0.7746677411529811,0.912431295231086,-0.13776355407810492,TRUE,3,12
2026-01-26,2025 Q4,2025-12-01,0.7746677411529811,0.912431295231086,-0.13776355407810492,TRUE,3,12
2026-02-02,2025 Q4,2025-12-01,0.7690698186876979,0.912431295231086,-0.14336147654338816,TRUE,3,12
2026-02-09,2025 Q4,2025-12-01,0.7552657634789867,0.912431295231086,-0.15716553175209935,TRUE,3,12
2026-02-16,2025 Q4,2025-12-01,0.7511898794395416,0.912431295231086,-0.16124141579154438,TRUE,3,12
2026-02-23,2025 Q4,2025-12-01,0.7511898794395416,0.912431295231086,-0.16124141579154438,TRUE,3,12
2026-03-02,2026 Q1,2026-03-01,1.2257940977380852,0.286228081163231,0.9395660165748543,TRUE,2,12
2026-03-09,2026 Q1,2026-03-01,1.225768465590165,0.286228081163231,0.9395403844269341,TRUE,2,12
2026-03-16,2026 Q1,2026-03-01,0.742348361016923,0.286228081163231,0.456120279853692,TRUE,3,12
2026-03-23,2026 Q1,2026-03-01,0.742348361016923,0.286228081163231,0.456120279853692,TRUE,3,12
