asof,target,target_date,horizon_months,seed,target_series,nowcast_qq,forecast_next_qq,actual_qq,first_print_qq,error_qq,error_first_print_qq,next_target,next_first_print_qq,next_months_with_data,gdp_global_loading,collapsed,collapse_floor,cols,gdp_obs,deflator_skipped,seconds
2023-05-08,2023Q1,2023-03-01,2,4,first_print,0.3779,0.3101,0.4779,0.2332,-0.1,0.1447,2023Q2,0.3557,1,0.8255,0,0.5,521,171,cpi_monthly_live,69.9
2023-05-15,2023Q1,2023-03-01,2,4,first_print,0.4038,0.3704,0.4779,0.2332,-0.0741,0.1706,2023Q2,0.3557,1,0.9008,0,0.5,521,171,cpi_monthly_live,63.1
2023-05-22,2023Q1,2023-03-01,2,4,first_print,0.4141,0.3499,0.4779,0.2332,-0.0639,0.1809,2023Q2,0.3557,1,0.7446,0,0.5,521,171,cpi_monthly_live,60.8
2023-05-29,2023Q1,2023-03-01,2,4,first_print,0.4065,0.3207,0.4779,0.2332,-0.0714,0.1733,2023Q2,0.3557,1,0.9978,0,0.5,521,171,cpi_monthly_live,60.7
2023-06-05,2023Q2,2023-06-01,0,4,first_print,0.5206,0.6443,0.4551,0.3557,0.0655,0.1649,2023Q3,0.212,0,0.8707,0,0.5,522,172,cpi_monthly_live,60.3
2023-06-12,2023Q2,2023-06-01,0,4,first_print,0.3519,0.5651,0.4551,0.3557,-0.1032,-0.0038,2023Q3,0.212,0,1.0009,0,0.5,522,172,cpi_monthly_live,60.2
2023-06-19,2023Q2,2023-06-01,0,4,first_print,0.3815,0.5598,0.4551,0.3557,-0.0736,0.0258,2023Q3,0.212,0,0.9805,0,0.5,522,172,cpi_monthly_live,60.1
2023-06-26,2023Q2,2023-06-01,0,4,first_print,0.4718,0.5958,0.4551,0.3557,0.0167,0.1161,2023Q3,0.212,0,0.8925,0,0.5,522,172,cpi_monthly_live,60.9
2023-07-03,2023Q2,2023-06-01,1,4,first_print,0.4214,0.5997,0.4551,0.3557,-0.0337,0.0657,2023Q3,0.212,0,0.9151,0,0.5,523,172,cpi_monthly_live,60.2
2023-07-10,2023Q2,2023-06-01,1,4,first_print,0.4122,0.3202,0.4551,0.3557,-0.0429,0.0565,2023Q3,0.212,0,0.9088,0,0.5,523,172,cpi_monthly_live,60.5
2023-07-17,2023Q2,2023-06-01,1,4,first_print,0.3498,0.3333,0.4551,0.3557,-0.1053,-0.0059,2023Q3,0.212,0,0.9703,0,0.5,523,172,cpi_monthly_live,60.4
2023-07-24,2023Q2,2023-06-01,1,4,first_print,0.4035,0.3968,0.4551,0.3557,-0.0516,0.0478,2023Q3,0.212,0,0.9426,0,0.5,523,172,cpi_monthly_live,60.7
2023-07-31,2023Q2,2023-06-01,1,4,first_print,0.3782,0.398,0.4551,0.3557,-0.0769,0.0225,2023Q3,0.212,0,0.9603,0,0.5,523,172,cpi_monthly_live,60.6
2023-08-07,2023Q2,2023-06-01,2,4,first_print,0.4357,0.4308,0.4551,0.3557,-0.0195,0.08,2023Q3,0.212,1,0.7875,0,0.5,524,172,cpi_monthly_live,60.6
2023-08-14,2023Q2,2023-06-01,2,4,first_print,0.4077,0.4897,0.4551,0.3557,-0.0475,0.052,2023Q3,0.212,1,0.9366,0,0.5,524,172,cpi_monthly_live,60.9
2023-08-21,2023Q2,2023-06-01,2,4,first_print,0.4004,0.4538,0.4551,0.3557,-0.0547,0.0447,2023Q3,0.212,1,0.8571,0,0.5,524,172,cpi_monthly_live,54.6
2023-08-28,2023Q2,2023-06-01,2,4,first_print,0.3902,0.4267,0.4551,0.3557,-0.0649,0.0345,2023Q3,0.212,1,0.8014,0,0.5,524,172,cpi_monthly_live,53.5
2023-09-04,2023Q3,2023-09-01,0,4,first_print,0.4131,0.374,0.4032,0.212,0.0099,0.2011,2023Q4,0.2395,0,0.7851,0,0.5,525,173,cpi_monthly_live,53.4
2023-09-11,2023Q3,2023-09-01,0,4,first_print,0.3688,0.3548,0.4032,0.212,-0.0344,0.1568,2023Q4,0.2395,0,0.7599,0,0.5,525,173,cpi_monthly_live,53.7
2023-09-18,2023Q3,2023-09-01,0,4,first_print,0.4217,0.4695,0.4032,0.212,0.0184,0.2097,2023Q4,0.2395,0,0.7741,0,0.5,525,173,cpi_monthly_live,57.2
2023-09-25,2023Q3,2023-09-01,0,4,first_print,0.3798,0.3736,0.4032,0.212,-0.0234,0.1678,2023Q4,0.2395,0,0.8381,0,0.5,525,173,cpi_monthly_live,56.8
2023-10-02,2023Q3,2023-09-01,1,4,first_print,0.413,0.3863,0.4032,0.212,0.0097,0.201,2023Q4,0.2395,0,0.8069,0,0.5,526,173,cpi_monthly_live,57.6
2023-10-09,2023Q3,2023-09-01,1,4,first_print,0.4926,0.5994,0.4032,0.212,0.0894,0.2806,2023Q4,0.2395,0,0.8238,0,0.5,526,173,cpi_monthly_live,56.3
2023-10-16,2023Q3,2023-09-01,1,4,first_print,0.3162,0.3371,0.4032,0.212,-0.087,0.1042,2023Q4,0.2395,0,0.8393,0,0.5,526,173,cpi_monthly_live,57.4
2023-10-23,2023Q3,2023-09-01,1,4,first_print,0.4589,0.5556,0.4032,0.212,0.0557,0.2469,2023Q4,0.2395,0,0.8226,0,0.5,526,173,cpi_monthly_live,56.4
2023-10-30,2023Q3,2023-09-01,1,4,first_print,0.4811,0.5656,0.4032,0.212,0.0779,0.2691,2023Q4,0.2395,0,0.7801,0,0.5,526,173,cpi_monthly_live,57.2
2023-11-06,2023Q3,2023-09-01,2,4,first_print,0.4951,0.6574,0.4032,0.212,0.0918,0.2831,2023Q4,0.2395,1,0.9142,0,0.5,527,173,cpi_monthly_live,57.0
2023-11-13,2023Q3,2023-09-01,2,4,first_print,0.4907,0.6565,0.4032,0.212,0.0875,0.2787,2023Q4,0.2395,1,0.8408,0,0.5,527,173,cpi_monthly_live,63.9
2023-11-20,2023Q3,2023-09-01,2,4,first_print,0.514,0.6265,0.4032,0.212,0.1108,0.302,2023Q4,0.2395,1,0.8091,0,0.5,527,173,cpi_monthly_live,62.4
2023-11-27,2023Q3,2023-09-01,2,4,first_print,0.514,0.6265,0.4032,0.212,0.1108,0.302,2023Q4,0.2395,1,0.8091,0,0.5,527,173,cpi_monthly_live,57.5
2023-12-04,2023Q4,2023-12-01,0,4,first_print,0.2954,0.3759,-0.0078,0.2395,0.3032,0.0559,2024Q1,0.1275,0,0.8462,0,0.5,528,174,cpi_monthly_live,54.7
2023-12-11,2023Q4,2023-12-01,0,4,first_print,0.2903,0.3905,-0.0078,0.2395,0.2981,0.0508,2024Q1,0.1275,0,1.1453,0,0.5,528,174,cpi_monthly_live,55.1
2023-12-18,2023Q4,2023-12-01,0,4,first_print,0.328,0.4558,-0.0078,0.2395,0.3357,0.0885,2024Q1,0.1275,0,1.1685,0,0.5,528,174,cpi_monthly_live,55.8
2023-12-25,2023Q4,2023-12-01,0,4,first_print,0.3781,0.4932,-0.0078,0.2395,0.3858,0.1386,2024Q1,0.1275,0,1.0682,0,0.5,528,174,cpi_monthly_live,56.0
2024-01-01,2023Q4,2023-12-01,1,4,first_print,0.3479,0.3354,-0.0078,0.2395,0.3557,0.1084,2024Q1,0.1275,0,0.8878,0,0.5,529,174,cpi_monthly_live,62.3
2024-01-08,2023Q4,2023-12-01,1,4,first_print,0.2974,0.2878,-0.0078,0.2395,0.3052,0.0579,2024Q1,0.1275,0,0.9387,0,0.5,529,174,cpi_monthly_live,57.0
2024-01-15,2023Q4,2023-12-01,1,4,first_print,0.3894,0.5019,-0.0078,0.2395,0.3972,0.1499,2024Q1,0.1275,0,0.8461,0,0.5,529,174,cpi_monthly_live,53.8
2024-01-22,2023Q4,2023-12-01,1,4,first_print,0.5743,0.7284,-0.0078,0.2395,0.5821,0.3348,2024Q1,0.1275,0,0.9256,0,0.5,529,174,cpi_monthly_live,56.2
2024-01-29,2023Q4,2023-12-01,1,4,first_print,0.3193,0.3496,-0.0078,0.2395,0.3271,0.0798,2024Q1,0.1275,0,0.9086,0,0.5,529,174,cpi_monthly_live,61.3
2024-02-05,2023Q4,2023-12-01,2,4,first_print,0.3405,0.385,-0.0078,0.2395,0.3482,0.101,2024Q1,0.1275,1,0.8537,0,0.5,530,174,cpi_monthly_live,56.6
2024-02-12,2023Q4,2023-12-01,2,4,first_print,0.3666,0.4269,-0.0078,0.2395,0.3744,0.1271,2024Q1,0.1275,1,0.9473,0,0.5,530,174,cpi_monthly_live,62.5
2024-02-19,2023Q4,2023-12-01,2,4,first_print,0.4589,0.5515,-0.0078,0.2395,0.4667,0.2194,2024Q1,0.1275,1,0.8746,0,0.5,530,174,cpi_monthly_live,62.2
2024-02-26,2023Q4,2023-12-01,2,4,first_print,0.3657,0.5064,-0.0078,0.2395,0.3735,0.1262,2024Q1,0.1275,1,0.9358,0,0.5,530,174,cpi_monthly_live,54.3
2024-03-04,2024Q1,2024-03-01,0,4,first_print,0.4191,0.4916,0.2443,0.1275,0.1748,0.2916,2024Q2,0.2246,0,0.8028,0,0.5,531,175,cpi_monthly_live,53.9
2024-03-11,2024Q1,2024-03-01,0,4,first_print,0.3911,0.4848,0.2443,0.1275,0.1467,0.2636,2024Q2,0.2246,0,0.7245,0,0.5,531,175,cpi_monthly_live,54.0
2024-03-18,2024Q1,2024-03-01,0,4,first_print,0.4858,0.6218,0.2443,0.1275,0.2414,0.3583,2024Q2,0.2246,0,0.8524,0,0.5,531,175,cpi_monthly_live,54.5
2024-03-25,2024Q1,2024-03-01,0,4,first_print,0.4579,0.5586,0.2443,0.1275,0.2135,0.3304,2024Q2,0.2246,0,0.832,0,0.5,531,175,cpi_monthly_live,55.4
2024-04-01,2024Q1,2024-03-01,1,4,first_print,0.561,0.6113,0.2443,0.1275,0.3166,0.4335,2024Q2,0.2246,0,0.98,0,0.5,532,175,cpi_monthly_live,54.4
2024-04-08,2024Q1,2024-03-01,1,4,first_print,0.5236,0.6217,0.2443,0.1275,0.2792,0.3961,2024Q2,0.2246,0,1.0651,0,0.5,532,175,cpi_monthly_live,61.5
2024-04-15,2024Q1,2024-03-01,1,4,first_print,0.5063,0.6346,0.2443,0.1275,0.262,0.3788,2024Q2,0.2246,0,1.0945,0,0.5,532,175,cpi_monthly_live,58.1
2024-04-22,2024Q1,2024-03-01,1,4,first_print,0.5154,0.6405,0.2443,0.1275,0.2711,0.3879,2024Q2,0.2246,0,1.0843,0,0.5,532,175,cpi_monthly_live,54.4
2024-04-29,2024Q1,2024-03-01,1,4,first_print,0.4833,0.6397,0.2443,0.1275,0.2389,0.3558,2024Q2,0.2246,0,1.0113,0,0.5,532,175,cpi_monthly_live,54.3
2024-05-06,2024Q1,2024-03-01,2,4,first_print,0.439,0.4475,0.2443,0.1275,0.1946,0.3115,2024Q2,0.2246,1,0.9717,0,0.5,533,175,cpi_monthly_live,54.2
2024-05-13,2024Q1,2024-03-01,2,4,first_print,0.4569,0.413,0.2443,0.1275,0.2126,0.3294,2024Q2,0.2246,1,0.9068,0,0.5,533,175,cpi_monthly_live,54.3
2024-05-20,2024Q1,2024-03-01,2,4,first_print,0.4663,0.41,0.2443,0.1275,0.222,0.3388,2024Q2,0.2246,1,0.9059,0,0.5,533,175,cpi_monthly_live,54.6
2024-05-27,2024Q1,2024-03-01,2,4,first_print,0.4075,0.3573,0.2443,0.1275,0.1632,0.28,2024Q2,0.2246,1,0.8782,0,0.5,533,175,cpi_monthly_live,54.2
2024-06-03,2024Q2,2024-06-01,0,4,first_print,0.3791,0.554,0.2518,0.2246,0.1273,0.1545,2024Q3,0.3337,0,0.8376,0,0.5,534,176,cpi_monthly_live,54.5
2024-06-10,2024Q2,2024-06-01,0,4,first_print,0.5038,0.6008,0.2518,0.2246,0.252,0.2792,2024Q3,0.3337,0,0.8008,0,0.5,534,176,cpi_monthly_live,53.9
2024-06-17,2024Q2,2024-06-01,0,4,first_print,0.4394,0.595,0.2518,0.2246,0.1876,0.2148,2024Q3,0.3337,0,0.7675,0,0.5,534,176,cpi_monthly_live,54.5
2024-06-24,2024Q2,2024-06-01,0,4,first_print,0.4007,0.4378,0.2518,0.2246,0.1489,0.1761,2024Q3,0.3337,0,0.7405,0,0.5,534,176,cpi_monthly_live,54.4
2024-07-01,2024Q2,2024-06-01,1,4,first_print,0.3912,0.4708,0.2518,0.2246,0.1394,0.1666,2024Q3,0.3337,0,0.9162,0,0.5,535,176,cpi_monthly_live,54.6
2024-07-08,2024Q2,2024-06-01,1,4,first_print,0.3763,0.4434,0.2518,0.2246,0.1245,0.1517,2024Q3,0.3337,0,1.0971,0,0.5,535,176,cpi_monthly_live,54.6
2024-07-15,2024Q2,2024-06-01,1,4,first_print,0.3612,0.485,0.2518,0.2246,0.1094,0.1366,2024Q3,0.3337,0,0.9932,0,0.5,535,176,cpi_monthly_live,55.1
2024-07-22,2024Q2,2024-06-01,1,4,first_print,0.3692,0.3821,0.2518,0.2246,0.1174,0.1446,2024Q3,0.3337,0,0.8279,0,0.5,535,176,cpi_monthly_live,54.9
2024-07-29,2024Q2,2024-06-01,1,4,first_print,0.3702,0.4913,0.2518,0.2246,0.1184,0.1456,2024Q3,0.3337,0,0.9666,0,0.5,535,176,cpi_monthly_live,54.7
2024-08-05,2024Q2,2024-06-01,2,4,first_print,0.4169,0.4908,0.2518,0.2246,0.1651,0.1923,2024Q3,0.3337,1,0.8724,0,0.5,536,176,cpi_monthly_live,59.0
2024-08-12,2024Q2,2024-06-01,2,4,first_print,0.3111,0.3961,0.2518,0.2246,0.0593,0.0865,2024Q3,0.3337,1,0.8899,0,0.5,536,176,cpi_monthly_live,57.6
2024-08-19,2024Q2,2024-06-01,2,4,first_print,0.3113,0.4208,0.2518,0.2246,0.0595,0.0867,2024Q3,0.3337,1,0.8874,0,0.5,536,176,cpi_monthly_live,56.4
2024-08-26,2024Q2,2024-06-01,2,4,first_print,0.2458,0.2568,0.2518,0.2246,-0.006,0.0212,2024Q3,0.3337,1,0.8702,0,0.5,536,176,cpi_monthly_live,56.5
2024-09-02,2024Q2,2024-06-01,3,4,first_print,0.4019,0.3694,0.2518,0.2246,0.1502,0.1773,2024Q3,0.3337,1,0.8612,0,0.5,537,176,cpi_monthly_live,57.0
2024-09-09,2024Q3,2024-09-01,0,4,first_print,0.3928,0.4689,0.3056,0.3337,0.0872,0.0591,2024Q4,0.5833,0,0.9626,0,0.5,537,177,cpi_monthly_live,57.2
2024-09-16,2024Q3,2024-09-01,0,4,first_print,0.3957,0.4152,0.3056,0.3337,0.0901,0.062,2024Q4,0.5833,0,0.8745,0,0.5,537,177,cpi_monthly_live,57.4
2024-09-23,2024Q3,2024-09-01,0,4,first_print,0.4343,0.5117,0.3056,0.3337,0.1287,0.1006,2024Q4,0.5833,0,0.9537,0,0.5,537,177,cpi_monthly_live,58.4
2024-09-30,2024Q3,2024-09-01,0,4,first_print,0.4738,0.5916,0.3056,0.3337,0.1682,0.1401,2024Q4,0.5833,0,0.8938,0,0.5,537,177,cpi_monthly_live,59.3
2024-10-07,2024Q3,2024-09-01,1,4,first_print,0.3534,0.4201,0.3056,0.3337,0.0478,0.0197,2024Q4,0.5833,0,0.8191,0,0.5,538,177,cpi_monthly_live,61.6
2024-10-14,2024Q3,2024-09-01,1,4,first_print,0.4225,0.5774,0.3056,0.3337,0.1169,0.0888,2024Q4,0.5833,0,0.8124,0,0.5,538,177,cpi_monthly_live,61.6
2024-10-21,2024Q3,2024-09-01,1,4,first_print,0.375,0.4473,0.3056,0.3337,0.0694,0.0413,2024Q4,0.5833,0,0.8914,0,0.5,538,177,cpi_monthly_live,61.3
2024-10-28,2024Q3,2024-09-01,1,4,first_print,0.375,0.4473,0.3056,0.3337,0.0694,0.0413,2024Q4,0.5833,0,0.8914,0,0.5,538,177,cpi_monthly_live,62.5
2024-11-04,2024Q3,2024-09-01,2,4,first_print,0.4148,0.5204,0.3056,0.3337,0.1092,0.0811,2024Q4,0.5833,1,0.8142,0,0.5,539,177,,62.3
2024-11-11,2024Q3,2024-09-01,2,4,first_print,0.4899,0.6671,0.3056,0.3337,0.1843,0.1562,2024Q4,0.5833,1,1.0187,0,0.5,539,177,,62.5
2024-11-18,2024Q3,2024-09-01,2,4,first_print,0.4142,0.5697,0.3056,0.3337,0.1086,0.0805,2024Q4,0.5833,1,0.8883,0,0.5,539,177,,61.1
2024-11-25,2024Q3,2024-09-01,2,4,first_print,0.4309,0.5987,0.3056,0.3337,0.1253,0.0972,2024Q4,0.5833,1,0.8427,0,0.5,539,177,,62.1
2024-12-02,2024Q3,2024-09-01,3,4,first_print,0.5806,0.764,0.3056,0.3337,0.2749,0.2469,2024Q4,0.5833,1,0.8903,0,0.5,540,177,,62.6
2024-12-09,2024Q4,2024-12-01,0,4,first_print,0.603,0.6349,0.4372,0.5833,0.1658,0.0197,2025Q1,0.2111,0,0.8898,0,0.5,540,178,,63.0
2024-12-16,2024Q4,2024-12-01,0,4,first_print,0.6313,0.7263,0.4372,0.5833,0.1941,0.048,2025Q1,0.2111,0,0.8901,0,0.5,540,178,,61.9
2024-12-23,2024Q4,2024-12-01,0,4,first_print,0.7638,0.8644,0.4372,0.5833,0.3267,0.1805,2025Q1,0.2111,0,0.8818,0,0.5,540,178,,59.3
2024-12-30,2024Q4,2024-12-01,0,4,first_print,0.6607,0.724,0.4372,0.5833,0.2235,0.0774,2025Q1,0.2111,0,0.9107,0,0.5,540,178,,59.2
2025-01-06,2024Q4,2024-12-01,1,4,first_print,0.611,0.5566,0.4372,0.5833,0.1738,0.0277,2025Q1,0.2111,0,0.9627,0,0.5,541,178,,62.7
2025-01-13,2024Q4,2024-12-01,1,4,first_print,0.6542,0.6799,0.4372,0.5833,0.2171,0.0709,2025Q1,0.2111,0,0.9088,0,0.5,541,178,,64.2
2025-01-20,2024Q4,2024-12-01,1,4,first_print,0.6217,0.6279,0.4372,0.5833,0.1845,0.0384,2025Q1,0.2111,0,0.8483,0,0.5,541,178,,58.9
2025-01-27,2024Q4,2024-12-01,1,4,first_print,0.6217,0.6279,0.4372,0.5833,0.1845,0.0384,2025Q1,0.2111,0,0.8483,0,0.5,541,178,,58.3
2025-02-03,2024Q4,2024-12-01,2,4,first_print,0.5773,0.5641,0.4372,0.5833,0.1401,-0.006,2025Q1,0.2111,0,1.0368,0,0.5,542,178,,58.7
2025-02-10,2024Q4,2024-12-01,2,4,first_print,0.6816,0.7459,0.4372,0.5833,0.2444,0.0983,2025Q1,0.2111,1,1.0627,0,0.5,542,178,,62.6
2025-02-17,2024Q4,2024-12-01,2,4,first_print,0.5642,0.5398,0.4372,0.5833,0.127,-0.0191,2025Q1,0.2111,1,0.8851,0,0.5,542,178,,62.3
2025-02-24,2024Q4,2024-12-01,2,4,first_print,0.5277,0.4063,0.4372,0.5833,0.0906,-0.0556,2025Q1,0.2111,1,1.0268,0,0.5,542,178,,58.4
2025-03-03,2024Q4,2024-12-01,3,4,first_print,0.6307,0.6289,0.4372,0.5833,0.1935,0.0474,2025Q1,0.2111,1,0.9476,0,0.5,543,178,,58.5
2025-03-10,2025Q1,2025-03-01,0,4,first_print,760.4366,820.3296,0.2604,0.2111,760.1762,760.2255,2025Q2,0.601,0,0.848,0,0.5,543,179,,59.7
2025-03-17,2025Q1,2025-03-01,0,4,first_print,0.5805,0.602,0.2604,0.2111,0.3201,0.3694,2025Q2,0.601,0,0.8928,0,0.5,543,179,,60.0
2025-03-24,2025Q1,2025-03-01,0,4,first_print,0.5813,0.6311,0.2604,0.2111,0.3209,0.3702,2025Q2,0.601,0,1.1288,0,0.5,543,179,,59.0
2025-03-31,2025Q1,2025-03-01,0,4,first_print,0.5992,0.6617,0.2604,0.2111,0.3388,0.3881,2025Q2,0.601,0,1.0657,0,0.5,543,179,,59.1
2025-04-07,2025Q1,2025-03-01,1,4,first_print,0.5664,0.6259,0.2604,0.2111,0.3061,0.3553,2025Q2,0.601,0,0.829,0,0.5,544,179,,59.2
2025-04-14,2025Q1,2025-03-01,1,4,first_print,0.581,0.542,0.2604,0.2111,0.3206,0.3699,2025Q2,0.601,0,0.7773,0,0.5,544,179,,61.8
2025-04-21,2025Q1,2025-03-01,1,4,first_print,0.5981,0.5698,0.2604,0.2111,0.3377,0.387,2025Q2,0.601,0,0.8613,0,0.5,544,179,,62.2
2025-04-28,2025Q1,2025-03-01,1,4,first_print,0.5756,0.564,0.2604,0.2111,0.3152,0.3645,2025Q2,0.601,0,0.8151,0,0.5,544,179,,64.3
2025-05-05,2025Q1,2025-03-01,2,4,first_print,0.4846,0.4043,0.2604,0.2111,0.2242,0.2735,2025Q2,0.601,1,0.8379,0,0.5,545,179,,64.6
2025-05-12,2025Q1,2025-03-01,2,4,first_print,0.5334,0.539,0.2604,0.2111,0.273,0.3223,2025Q2,0.601,1,0.8647,0,0.5,545,179,,64.9
2025-05-19,2025Q1,2025-03-01,2,4,first_print,0.553,0.5034,0.2604,0.2111,0.2926,0.3419,2025Q2,0.601,1,0.7928,0,0.5,545,179,,61.0
2025-05-26,2025Q1,2025-03-01,2,4,first_print,0.5163,0.4582,0.2604,0.2111,0.256,0.3052,2025Q2,0.601,1,0.8599,0,0.5,545,179,,59.6
2025-06-02,2025Q1,2025-03-01,3,4,first_print,0.4953,0.4859,0.2604,0.2111,0.2349,0.2842,2025Q2,0.601,1,0.6914,0,0.5,546,179,,59.4
2025-06-09,2025Q2,2025-06-01,0,4,first_print,0.4659,0.5954,0.9687,0.601,-0.5028,-0.1351,2025Q3,0.3913,0,0.8658,0,0.5,546,180,,59.4
2025-06-16,2025Q2,2025-06-01,0,4,first_print,0.4344,0.4994,0.9687,0.601,-0.5343,-0.1666,2025Q3,0.3913,0,0.7236,0,0.5,546,180,,59.9
2025-06-23,2025Q2,2025-06-01,0,4,first_print,0.3746,0.4223,0.9687,0.601,-0.5941,-0.2264,2025Q3,0.3913,0,0.85,0,0.5,546,180,,61.2
2025-06-30,2025Q2,2025-06-01,0,4,first_print,0.2991,0.2443,0.9687,0.601,-0.6696,-0.3019,2025Q3,0.3913,0,0.8593,0,0.5,546,180,,62.9
2025-07-07,2025Q2,2025-06-01,1,4,first_print,0.3798,0.4599,0.9687,0.601,-0.5889,-0.2212,2025Q3,0.3913,0,1.0335,0,0.5,547,180,,64.3
2025-07-14,2025Q2,2025-06-01,1,4,first_print,0.4968,0.6358,0.9687,0.601,-0.4719,-0.1042,2025Q3,0.3913,0,1.1458,0,0.5,547,180,,65.8
2025-07-21,2025Q2,2025-06-01,1,4,first_print,0.4057,0.514,0.9687,0.601,-0.563,-0.1953,2025Q3,0.3913,0,0.8466,0,0.5,547,180,,64.9
2025-07-28,2025Q2,2025-06-01,1,4,first_print,0.4057,0.514,0.9687,0.601,-0.563,-0.1953,2025Q3,0.3913,0,0.8466,0,0.5,547,180,,63.4
2025-08-04,2025Q2,2025-06-01,2,4,first_print,0.4446,0.5519,0.9687,0.601,-0.5241,-0.1564,2025Q3,0.3913,1,1.144,0,0.5,548,180,,62.1
2025-08-11,2025Q2,2025-06-01,2,4,first_print,0.43,0.5281,0.9687,0.601,-0.5387,-0.171,2025Q3,0.3913,1,0.9308,0,0.5,548,180,,59.9
2025-08-18,2025Q2,2025-06-01,2,4,first_print,0.4749,0.5821,0.9687,0.601,-0.4938,-0.1261,2025Q3,0.3913,1,1.1129,0,0.5,548,180,,61.9
2025-08-25,2025Q2,2025-06-01,2,4,first_print,0.4385,0.5533,0.9687,0.601,-0.5302,-0.1625,2025Q3,0.3913,1,0.9145,0,0.5,548,180,,63.7
2025-09-01,2025Q2,2025-06-01,3,4,first_print,0.4366,0.4786,0.9687,0.601,-0.5321,-0.1644,2025Q3,0.3913,1,0.7681,0,0.5,549,180,,64.7
2025-09-08,2025Q3,2025-09-01,0,4,first_print,0.5448,0.5374,0.382,0.3913,0.1629,0.1535,2025Q4,0.7925,0,0.8322,0,0.5,549,181,,61.8
2025-09-15,2025Q3,2025-09-01,0,4,first_print,0.5439,0.5689,0.382,0.3913,0.1619,0.1526,2025Q4,0.7925,0,0.8816,0,0.5,549,181,,61.7
2025-09-22,2025Q3,2025-09-01,0,4,first_print,0.4666,0.4657,0.382,0.3913,0.0847,0.0753,2025Q4,0.7925,0,0.8626,0,0.5,549,181,,60.5
2025-09-29,2025Q3,2025-09-01,0,4,first_print,0.6107,0.655,0.382,0.3913,0.2287,0.2194,2025Q4,0.7925,0,0.9018,0,0.5,549,181,,64.6
