asof,target,target_date,horizon_months,seed,target_series,nowcast_qq,forecast_next_qq,actual_qq,first_print_qq,error_qq,error_first_print_qq,next_target,next_first_print_qq,next_months_with_data,gdp_global_loading,collapsed,collapse_floor,cols,gdp_obs,deflator_skipped,seconds
2025-12-22,2025Q4,2025-12-01,0,19,first_print,0.5978,0.6206,0.8731,0.7925,-0.2753,-0.1947,2026Q1,0.2743,0,1.0133,0,0.5,552,182,,56.6
2025-12-29,2025Q4,2025-12-01,0,19,first_print,0.4965,0.377,0.8731,0.7925,-0.3766,-0.296,2026Q1,0.2743,0,0.9995,0,0.5,552,182,,55.8
2026-01-05,2025Q4,2025-12-01,1,19,first_print,0.6102,0.5394,0.8731,0.7925,-0.2629,-0.1823,2026Q1,0.2743,0,0.8897,0,0.5,553,182,,56.2
2026-01-12,2025Q4,2025-12-01,1,19,first_print,0.6274,0.6027,0.8731,0.7925,-0.2456,-0.1651,2026Q1,0.2743,0,0.9019,0,0.5,553,182,,55.7
2026-01-19,2025Q4,2025-12-01,1,19,first_print,0.6449,0.7397,0.8731,0.7925,-0.2282,-0.1476,2026Q1,0.2743,0,0.9158,0,0.5,553,182,,56.0
2026-01-26,2025Q4,2025-12-01,1,19,first_print,0.6593,0.8016,0.8731,0.7925,-0.2138,-0.1332,2026Q1,0.2743,0,0.915,0,0.5,553,182,,55.8
2026-02-02,2025Q4,2025-12-01,2,19,first_print,0.6022,0.594,0.8731,0.7925,-0.2709,-0.1903,2026Q1,0.2743,0,0.9441,0,0.5,554,182,,55.9
2026-02-09,2025Q4,2025-12-01,2,19,first_print,0.5894,0.6319,0.8731,0.7925,-0.2837,-0.2031,2026Q1,0.2743,1,0.9337,0,0.5,554,182,,56.2
2026-02-16,2025Q4,2025-12-01,2,19,first_print,0.6014,0.612,0.8731,0.7925,-0.2717,-0.1911,2026Q1,0.2743,1,0.9969,0,0.5,554,182,,56.2
2026-02-23,2025Q4,2025-12-01,2,19,first_print,0.6662,0.714,0.8731,0.7925,-0.2068,-0.1263,2026Q1,0.2743,1,1.0102,0,0.5,554,182,,56.3
2026-03-02,2025Q4,2025-12-01,3,19,first_print,0.6602,0.6415,0.8731,0.7925,-0.2129,-0.1323,2026Q1,0.2743,1,1.0345,0,0.5,555,182,,56.4
2026-03-09,2026Q1,2026-03-01,0,19,first_print,0.6372,0.6115,0.2743,0.2743,0.3629,0.3629,2026Q2,0.4195,0,0.9694,0,0.5,555,183,,56.0
2026-03-16,2026Q1,2026-03-01,0,19,first_print,0.5867,0.5734,0.2743,0.2743,0.3124,0.3124,2026Q2,0.4195,0,0.9669,0,0.5,555,183,,56.2
2026-03-23,2026Q1,2026-03-01,0,19,first_print,0.648,0.658,0.2743,0.2743,0.3737,0.3737,2026Q2,0.4195,0,0.9733,0,0.5,555,183,,56.1
2026-03-30,2026Q1,2026-03-01,0,19,first_print,0.648,0.658,0.2743,0.2743,0.3737,0.3737,2026Q2,0.4195,0,0.9733,0,0.5,555,183,,56.0
2026-04-06,2026Q1,2026-03-01,1,19,first_print,0.6139,0.6135,0.2743,0.2743,0.3396,0.3396,2026Q2,0.4195,0,1.0406,0,0.5,556,183,,56.0
2026-04-13,2026Q1,2026-03-01,1,19,first_print,0.5569,0.4969,0.2743,0.2743,0.2826,0.2826,2026Q2,0.4195,0,0.8711,0,0.5,556,183,,56.3
2026-04-20,2026Q1,2026-03-01,1,19,first_print,0.5687,0.538,0.2743,0.2743,0.2944,0.2944,2026Q2,0.4195,0,0.7237,0,0.5,556,183,,56.1
2026-04-27,2026Q1,2026-03-01,1,19,first_print,0.5687,0.538,0.2743,0.2743,0.2944,0.2944,2026Q2,0.4195,0,0.7237,0,0.5,556,183,,56.3
2026-05-04,2026Q1,2026-03-01,2,19,first_print,0.6464,0.6669,0.2743,0.2743,0.3721,0.3721,2026Q2,0.4195,0,1.0917,0,0.5,557,183,,56.1
2026-05-11,2026Q1,2026-03-01,2,19,first_print,0.5536,0.6001,0.2743,0.2743,0.2793,0.2793,2026Q2,0.4195,1,1.2664,0,0.5,557,183,,56.5
2026-05-18,2026Q1,2026-03-01,2,19,first_print,0.594,0.5362,0.2743,0.2743,0.3197,0.3197,2026Q2,0.4195,1,1.0269,0,0.5,557,183,,56.4
2026-05-25,2026Q1,2026-03-01,2,19,first_print,0.5636,0.5857,0.2743,0.2743,0.2893,0.2893,2026Q2,0.4195,1,1.1263,0,0.5,557,183,,56.4
2026-06-01,2026Q1,2026-03-01,3,19,first_print,0.5435,0.4629,0.2743,0.2743,0.2692,0.2692,2026Q2,0.4195,1,1.0969,0,0.5,558,183,,56.5
2026-06-08,2026Q2,2026-06-01,0,19,first_print,0.4309,0.5019,nan,0.4195,nan,0.0114,2026Q3,nan,0,0.9278,0,0.5,558,184,,56.5
2026-06-15,2026Q2,2026-06-01,0,19,first_print,0.4223,0.5487,nan,0.4195,nan,0.0028,2026Q3,nan,0,1.2519,0,0.5,558,184,,56.7
2026-06-22,2026Q2,2026-06-01,0,19,first_print,0.4602,0.5503,nan,0.4195,nan,0.0407,2026Q3,nan,0,1.2551,0,0.5,558,184,,56.5
2026-06-29,2026Q2,2026-06-01,0,19,first_print,0.4763,0.5457,nan,0.4195,nan,0.0568,2026Q3,nan,0,1.127,0,0.5,558,184,,56.9
2026-07-06,2026Q2,2026-06-01,1,19,first_print,0.4747,0.5702,nan,0.4195,nan,0.0552,2026Q3,nan,0,0.8872,0,0.5,559,184,,57.0
2026-07-13,2026Q2,2026-06-01,1,19,first_print,0.4783,0.5397,nan,0.4195,nan,0.0588,2026Q3,nan,0,0.7735,0,0.5,559,184,,56.8
2026-07-20,2026Q2,2026-06-01,1,19,first_print,0.441,0.5602,nan,0.4195,nan,0.0215,2026Q3,nan,0,0.9751,0,0.5,559,184,,57.3
2026-07-27,2026Q2,2026-06-01,1,19,first_print,0.4695,0.5404,nan,0.4195,nan,0.05,2026Q3,nan,0,0.9466,0,0.5,559,184,,57.1
2026-08-03,2026Q2,2026-06-01,2,19,first_print,0.3766,0.3867,nan,0.4195,nan,-0.0429,2026Q3,nan,0,1.0823,0,0.5,560,184,,56.8
2026-08-10,2026Q2,2026-06-01,2,19,first_print,0.3773,0.4845,nan,0.4195,nan,-0.0422,2026Q3,nan,1,1.0813,0,0.5,560,184,,58.5
2026-08-17,2026Q2,2026-06-01,2,19,first_print,0.4463,0.5405,nan,0.4195,nan,0.0268,2026Q3,nan,1,0.921,0,0.5,560,184,,60.1
2026-08-24,2026Q2,2026-06-01,2,19,first_print,0.4073,0.4991,nan,0.4195,nan,-0.0122,2026Q3,nan,1,1.0069,0,0.5,560,184,,56.2
