as_of,target_quarter,target_quarter_date,qoq_growth_forecast,qoq_actual,qoq_error,direction_correct,n_months_in_quarter,n_series_selected,target,first,release,v2,c2,asof,model,k,v3,v3_raw,v2_bc,combo,combo_raw,combo_bc2,h,bucket
2024-10-14,2024 Q3,2024-09-01,0.524827372181785,0.3337,0.191127372181785,True,3,17,2024Q3,0.3337,2024-12-04,0.524827372181785,0.12798669841177232,2024-10-14,0.3724,3,0.1781,0.3724,0.39684067377001264,0.3514636860908925,0.44861368609089247,0.28747033688500634,51,30-60d
2024-10-21,2024 Q3,2024-09-01,0.7377785468745085,0.3337,0.4040785468745085,True,3,17,2024Q3,0.3337,2024-12-04,0.7377785468745085,0.12798669841177232,2024-10-21,0.375,3,0.1807,0.375,0.6097918484627362,0.45923927343725424,0.5563892734372542,0.39524592423136806,44,30-60d
2024-10-28,2024 Q3,2024-09-01,0.7377785468745085,0.3337,0.4040785468745085,True,3,17,2024Q3,0.3337,2024-12-04,0.7377785468745085,0.12798669841177232,2024-10-28,0.375,3,0.1807,0.375,0.6097918484627362,0.45923927343725424,0.5563892734372542,0.39524592423136806,37,30-60d
2024-11-04,2024 Q3,2024-09-01,0.7436553530506131,0.3337,0.4099553530506131,True,3,17,2024Q3,0.3337,2024-12-04,0.7436553530506131,0.12798669841177232,2024-11-04,0.3963,3,0.20199999999999999,0.3963,0.6156686546388408,0.47282767652530655,0.5699776765253066,0.4088343273194204,30,<30d
2024-11-11,2024 Q3,2024-09-01,0.7436789875705203,0.3337,0.4099789875705203,True,3,17,2024Q3,0.3337,2024-12-04,0.7436789875705203,0.12798669841177232,2024-11-11,0.4497,3,0.25539999999999996,0.4497,0.615692289158748,0.49953949378526014,0.5966894937852601,0.43554614457937396,23,<30d
2024-11-18,2024 Q3,2024-09-01,0.7447556085570558,0.3337,0.4110556085570558,True,3,17,2024Q3,0.3337,2024-12-04,0.7447556085570558,0.12798669841177232,2024-11-18,0.4142,3,0.2199,0.4142,0.6167689101452835,0.4823278042785279,0.5794778042785279,0.4183344550726417,16,<30d
2024-11-25,2024 Q3,2024-09-01,0.7447556085570558,0.3337,0.4110556085570558,True,3,17,2024Q3,0.3337,2024-12-04,0.7447556085570558,0.12798669841177232,2024-11-25,0.4309,3,0.2366,0.4309,0.6167689101452835,0.4906778042785279,0.5878278042785279,0.42668445507264174,9,<30d
2024-12-09,2024 Q4,2024-12-01,0.5116552015983007,0.5833,-0.0716447984016993,True,2,17,2024Q4,0.5833,2025-03-05,0.5116552015983007,0.16337031217993275,2024-12-09,0.595,3,0.4174,0.595,0.34828488941836794,0.46452760079915034,0.5533276007991503,0.38284244470918394,86,60-90d
2024-12-16,2024 Q4,2024-12-01,0.7166122477291592,0.5833,0.1333122477291591,True,3,17,2024Q4,0.5833,2025-03-05,0.7166122477291592,0.16337031217993275,2024-12-16,0.5994,3,0.42180000000000006,0.5994,0.5532419355492264,0.5692061238645796,0.6580061238645796,0.48752096777461323,79,60-90d
2024-12-23,2024 Q4,2024-12-01,0.7166122477291592,0.5833,0.1333122477291591,True,3,17,2024Q4,0.5833,2025-03-05,0.7166122477291592,0.16337031217993275,2024-12-23,0.6023,3,0.42469999999999997,0.6023,0.5532419355492264,0.5706561238645795,0.6594561238645795,0.4889709677746132,72,60-90d
2024-12-30,2024 Q4,2024-12-01,0.7280560199904651,0.5833,0.144756019990465,True,3,17,2024Q4,0.5833,2025-03-05,0.7280560199904651,0.16337031217993275,2024-12-30,0.6015,3,0.42390000000000005,0.6015,0.5646857078105323,0.5759780099952325,0.6647780099952325,0.49429285390526617,65,60-90d
2025-01-06,2024 Q4,2024-12-01,0.6837475938224485,0.5833,0.1004475938224485,True,3,17,2024Q4,0.5833,2025-03-05,0.6837475938224485,0.16337031217993275,2025-01-06,0.611,3,0.4334,0.611,0.5203772816425158,0.5585737969112243,0.6473737969112243,0.4768886408212579,58,30-60d
2025-01-13,2024 Q4,2024-12-01,0.6419950732574171,0.5833,0.058695073257417,True,3,17,2024Q4,0.5833,2025-03-05,0.6419950732574171,0.16337031217993275,2025-01-13,0.6337,3,0.45610000000000006,0.6337,0.47862476107748436,0.5490475366287086,0.6378475366287086,0.46736238053874224,51,30-60d
2025-01-20,2024 Q4,2024-12-01,0.6950747674493002,0.5833,0.1117747674493001,True,3,17,2024Q4,0.5833,2025-03-05,0.6950747674493002,0.16337031217993275,2025-01-20,0.4942,3,0.3166,0.4942,0.5317044552693675,0.5058373837246501,0.5946373837246501,0.42415222763468374,44,30-60d
2025-01-27,2024 Q4,2024-12-01,0.6950747674493002,0.5833,0.1117747674493001,True,3,17,2024Q4,0.5833,2025-03-05,0.6950747674493002,0.16337031217993275,2025-01-27,0.4942,3,0.3166,0.4942,0.5317044552693675,0.5058373837246501,0.5946373837246501,0.42415222763468374,37,30-60d
2025-02-03,2024 Q4,2024-12-01,0.696425502437939,0.5833,0.1131255024379389,True,3,17,2024Q4,0.5833,2025-03-05,0.696425502437939,0.16337031217993275,2025-02-03,0.5773,3,0.39970000000000006,0.5773,0.5330551902580063,0.5480627512189695,0.6368627512189695,0.4663775951290032,30,<30d
2025-02-10,2024 Q4,2024-12-01,0.697824952029966,0.5833,0.1145249520299659,True,3,17,2024Q4,0.5833,2025-03-05,0.697824952029966,0.16337031217993275,2025-02-10,0.5575,3,0.3799,0.5575,0.5344546398500332,0.5388624760149829,0.6276624760149829,0.4571773199250166,23,<30d
2025-02-17,2024 Q4,2024-12-01,0.6983885396757065,0.5833,0.1150885396757064,True,3,17,2024Q4,0.5833,2025-03-05,0.6983885396757065,0.16337031217993275,2025-02-17,0.6012,3,0.4236,0.6012,0.5350182274957738,0.5609942698378532,0.6497942698378532,0.4793091137478869,16,<30d
2025-02-24,2024 Q4,2024-12-01,0.6983885396757065,0.5833,0.1150885396757064,True,3,17,2024Q4,0.5833,2025-03-05,0.6983885396757065,0.16337031217993275,2025-02-24,0.5277,3,0.35009999999999997,0.5277,0.5350182274957738,0.5242442698378532,0.6130442698378532,0.44255911374788687,9,<30d
2025-03-10,2025 Q1,2025-03-01,0.3912272799916008,0.2111,0.1801272799916008,True,2,17,2025Q1,0.2111,2025-06-04,0.3912272799916008,0.20157427221001925,2025-03-10,0.6386,3,0.4714999999999999,0.6386,0.18965300778158153,0.43136363999580035,0.5149136399958003,0.33057650389079074,86,60-90d
2025-03-17,2025 Q1,2025-03-01,0.1814165974274548,0.2111,-0.0296834025725452,True,3,17,2025Q1,0.2111,2025-06-04,0.1814165974274548,0.20157427221001925,2025-03-17,0.5805,3,0.4134,0.5805,-0.020157674782564444,0.2974082987137274,0.38095829871372744,0.19662116260871776,79,60-90d
2025-03-24,2025 Q1,2025-03-01,0.1814165974274548,0.2111,-0.0296834025725452,True,3,17,2025Q1,0.2111,2025-06-04,0.1814165974274548,0.20157427221001925,2025-03-24,0.5813,3,0.4142,0.5813,-0.020157674782564444,0.2978082987137274,0.3813582987137274,0.19702116260871777,72,60-90d
2025-03-31,2025 Q1,2025-03-01,0.2055913365768704,0.2111,-0.0055086634231295,True,3,17,2025Q1,0.2111,2025-06-04,0.2055913365768704,0.20157427221001925,2025-03-31,0.5992,3,0.43209999999999993,0.5992,0.004017064366851147,0.3188456682884352,0.4023956682884352,0.21805853218342552,65,60-90d
2025-04-07,2025 Q1,2025-03-01,0.1824891142226913,0.2111,-0.0286108857773086,True,3,17,2025Q1,0.2111,2025-06-04,0.1824891142226913,0.20157427221001925,2025-04-07,0.5644,3,0.3973,0.5644,-0.01908515798732796,0.28989455711134565,0.37344455711134567,0.189107421006336,58,30-60d
2025-04-14,2025 Q1,2025-03-01,0.1456392706280913,0.2111,-0.0654607293719087,True,3,17,2025Q1,0.2111,2025-06-04,0.1456392706280913,0.20157427221001925,2025-04-14,0.597,3,0.42989999999999995,0.597,-0.05593500158192796,0.28776963531404565,0.37131963531404566,0.18698249920903598,51,30-60d
2025-04-21,2025 Q1,2025-03-01,0.2129215819715509,0.2111,0.0018215819715509,True,3,17,2025Q1,0.2111,2025-06-04,0.2129215819715509,0.20157427221001925,2025-04-21,0.5868,3,0.41969999999999996,0.5868,0.011347309761531643,0.3163107909857754,0.3998607909857754,0.2155236548807658,44,30-60d
2025-04-28,2025 Q1,2025-03-01,0.2129215819715509,0.2111,0.0018215819715509,True,3,17,2025Q1,0.2111,2025-06-04,0.2129215819715509,0.20157427221001925,2025-04-28,0.5756,3,0.4085,0.5756,0.011347309761531643,0.3107107909857754,0.39426079098577543,0.2099236548807658,37,30-60d
2025-05-05,2025 Q1,2025-03-01,0.2184360944091072,0.2111,0.0073360944091071,True,3,17,2025Q1,0.2111,2025-06-04,0.2184360944091072,0.20157427221001925,2025-05-05,0.4898,3,0.3227,0.4898,0.01686182219908794,0.2705680472045536,0.3541180472045536,0.16978091109954396,30,<30d
2025-05-12,2025 Q1,2025-03-01,0.2185171478947941,0.2111,0.0074171478947941,True,3,17,2025Q1,0.2111,2025-06-04,0.2185171478947941,0.20157427221001925,2025-05-12,0.5334,3,0.36629999999999996,0.5334,0.016942875684774844,0.29240857394739705,0.37595857394739707,0.1916214378423874,23,<30d
2025-05-19,2025 Q1,2025-03-01,0.2183225983688539,0.2111,0.0072225983688539,True,3,17,2025Q1,0.2111,2025-06-04,0.2183225983688539,0.20157427221001925,2025-05-19,0.553,3,0.3859,0.553,0.016748326158834648,0.302111299184427,0.385661299184427,0.20132416307941733,16,<30d
2025-05-26,2025 Q1,2025-03-01,0.2183225983688539,0.2111,0.0072225983688539,True,3,17,2025Q1,0.2111,2025-06-04,0.2183225983688539,0.20157427221001925,2025-05-26,0.5281,3,0.361,0.5281,0.016748326158834648,0.28966129918442696,0.37321129918442697,0.18887416307941732,9,<30d
2025-06-09,2025 Q2,2025-06-01,0.9068814999574456,0.601,0.3058814999574456,True,2,17,2025Q2,0.601,2025-09-03,0.9068814999574456,0.20524941032811939,2025-06-09,0.3786,3,0.1981,0.3786,0.7016320896293262,0.5524907499787228,0.6427407499787228,0.4498660448146631,86,60-90d
2025-06-16,2025 Q2,2025-06-01,0.9701637123565884,0.601,0.3691637123565885,True,3,17,2025Q2,0.601,2025-09-03,0.9701637123565884,0.20524941032811939,2025-06-16,0.4344,3,0.2539,0.4344,0.764914302028469,0.6120318561782943,0.7022818561782942,0.5094071510142345,79,60-90d
2025-06-23,2025 Q2,2025-06-01,0.9701637123565884,0.601,0.3691637123565885,True,3,17,2025Q2,0.601,2025-09-03,0.9701637123565884,0.20524941032811939,2025-06-23,0.3746,3,0.1941,0.3746,0.764914302028469,0.5821318561782942,0.6723818561782942,0.47950715101423447,72,60-90d
2025-06-30,2025 Q2,2025-06-01,0.975947813192481,0.601,0.374947813192481,True,3,17,2025Q2,0.601,2025-09-03,0.975947813192481,0.20524941032811939,2025-06-30,0.3381,3,0.15760000000000002,0.3381,0.7706984028643616,0.5667739065962405,0.6570239065962405,0.46414920143218086,65,60-90d
2025-07-07,2025 Q2,2025-06-01,0.9514342089278516,0.601,0.3504342089278517,True,3,17,2025Q2,0.601,2025-09-03,0.9514342089278516,0.20524941032811939,2025-07-07,0.3798,3,0.19930000000000003,0.3798,0.7461847985997322,0.5753671044639258,0.6656171044639259,0.4727423992998661,58,30-60d
2025-07-14,2025 Q2,2025-06-01,0.96399922728552,0.601,0.36299922728552,True,3,17,2025Q2,0.601,2025-09-03,0.96399922728552,0.20524941032811939,2025-07-14,0.4968,3,0.3163,0.4968,0.7587498169574006,0.64014961364276,0.73039961364276,0.5375249084787004,51,30-60d
2025-07-21,2025 Q2,2025-06-01,0.6908934403319619,0.601,0.0898934403319619,True,3,17,2025Q2,0.601,2025-09-03,0.6908934403319619,0.20524941032811939,2025-07-21,0.4057,3,0.2252,0.4057,0.4856440300038425,0.4580467201659809,0.548296720165981,0.3554220150019213,44,30-60d
2025-07-28,2025 Q2,2025-06-01,0.6908934403319619,0.601,0.0898934403319619,True,3,17,2025Q2,0.601,2025-09-03,0.6908934403319619,0.20524941032811939,2025-07-28,0.4057,3,0.2252,0.4057,0.4856440300038425,0.4580467201659809,0.548296720165981,0.3554220150019213,37,30-60d
2025-08-04,2025 Q2,2025-06-01,0.724410340553811,0.601,0.123410340553811,True,3,17,2025Q2,0.601,2025-09-03,0.724410340553811,0.20524941032811939,2025-08-04,0.4446,3,0.2641,0.4446,0.5191609302256917,0.4942551702769055,0.5845051702769055,0.3916304651128458,30,<30d
2025-08-11,2025 Q2,2025-06-01,0.7243340668434082,0.601,0.1233340668434082,True,3,17,2025Q2,0.601,2025-09-03,0.7243340668434082,0.20524941032811939,2025-08-11,0.43,3,0.2495,0.43,0.5190846565152888,0.4869170334217041,0.5771670334217041,0.38429232825764437,23,<30d
2025-08-18,2025 Q2,2025-06-01,0.7235073137597113,0.601,0.1225073137597113,True,3,17,2025Q2,0.601,2025-09-03,0.7235073137597113,0.20524941032811939,2025-08-18,0.4551,3,0.2746,0.4551,0.518257903431592,0.4990536568798557,0.5893036568798556,0.39642895171579595,16,<30d
2025-08-25,2025 Q2,2025-06-01,0.7235073137597113,0.601,0.1225073137597113,True,3,17,2025Q2,0.601,2025-09-03,0.7235073137597113,0.20524941032811939,2025-08-25,0.3811,3,0.2006,0.3811,0.518257903431592,0.46205365687985567,0.5523036568798556,0.359428951715796,9,<30d
2025-09-08,2025 Q3,2025-09-01,0.6443870762767161,0.3913,0.2530870762767161,True,2,17,2025Q3,0.3913,2025-12-03,0.6443870762767161,0.2089065724838402,2025-09-08,0.5448,3,0.39959999999999996,0.5448,0.4354805037928759,0.521993538138358,0.594593538138358,0.41754025189643795,86,60-90d
2025-09-15,2025 Q3,2025-09-01,0.4956897547993125,0.3913,0.1043897547993125,True,3,17,2025Q3,0.3913,2025-12-03,0.4956897547993125,0.2089065724838402,2025-09-15,0.583,3,0.43779999999999997,0.583,0.2867831823154723,0.4667448773996562,0.5393448773996562,0.3622915911577361,79,60-90d
2025-09-22,2025 Q3,2025-09-01,0.4956897547993125,0.3913,0.1043897547993125,True,3,17,2025Q3,0.3913,2025-12-03,0.4956897547993125,0.2089065724838402,2025-09-22,0.5629,3,0.41769999999999996,0.5629,0.2867831823154723,0.4566948773996562,0.5292948773996562,0.3522415911577361,72,60-90d
2025-09-29,2025 Q3,2025-09-01,0.4956897547993125,0.3913,0.1043897547993125,True,3,17,2025Q3,0.3913,2025-12-03,0.4956897547993125,0.2089065724838402,2025-09-29,0.5897,3,0.4445,0.5897,0.2867831823154723,0.4700948773996563,0.5426948773996563,0.36564159115773615,65,60-90d
2025-10-06,2025 Q3,2025-09-01,0.5145132704185847,0.3913,0.1232132704185847,True,3,17,2025Q3,0.3913,2025-12-03,0.5145132704185847,0.2089065724838402,2025-10-06,0.5916,3,0.4464,0.5916,0.30560669793474454,0.4804566352092924,0.5530566352092924,0.3760033489673723,58,30-60d
2025-10-13,2025 Q3,2025-09-01,0.5512543094420874,0.3913,0.1599543094420874,True,3,17,2025Q3,0.3913,2025-12-03,0.5512543094420874,0.2089065724838402,2025-10-13,0.6245,3,0.47930000000000006,0.6245,0.3423477369582472,0.5152771547210437,0.5878771547210437,0.41082386847912367,51,30-60d
2025-10-20,2025 Q3,2025-09-01,0.4519090680010152,0.3913,0.0606090680010152,True,3,17,2025Q3,0.3913,2025-12-03,0.4519090680010152,0.2089065724838402,2025-10-20,0.629,3,0.4838,0.629,0.243002495517175,0.4678545340005076,0.5404545340005076,0.3634012477585875,44,30-60d
2025-10-27,2025 Q3,2025-09-01,0.4519090680010152,0.3913,0.0606090680010152,True,3,17,2025Q3,0.3913,2025-12-03,0.4519090680010152,0.2089065724838402,2025-10-27,0.6111,3,0.4659,0.6111,0.243002495517175,0.45890453400050757,0.5315045340005076,0.3544512477585875,37,30-60d
2025-11-03,2025 Q3,2025-09-01,0.4822711924151843,0.3913,0.0909711924151843,True,3,17,2025Q3,0.3913,2025-12-03,0.4822711924151843,0.2089065724838402,2025-11-03,0.5663,3,0.42110000000000003,0.5663,0.2733646199313441,0.4516855962075922,0.5242855962075922,0.34723230996567206,30,<30d
2025-11-10,2025 Q3,2025-09-01,0.4783403867956226,0.3913,0.0870403867956226,True,3,17,2025Q3,0.3913,2025-12-03,0.4783403867956226,0.2089065724838402,2025-11-10,0.5973,3,0.45210000000000006,0.5973,0.26943381431178237,0.4652201933978113,0.5378201933978113,0.3607669071558912,23,<30d
2025-11-17,2025 Q3,2025-09-01,0.4768659728602356,0.3913,0.0855659728602356,True,3,17,2025Q3,0.3913,2025-12-03,0.4768659728602356,0.2089065724838402,2025-11-17,0.6263,3,0.48109999999999997,0.6263,0.2679594003763954,0.4789829864301178,0.5515829864301178,0.37452970018819765,16,<30d
2025-11-24,2025 Q3,2025-09-01,0.4768659728602356,0.3913,0.0855659728602356,True,3,17,2025Q3,0.3913,2025-12-03,0.4768659728602356,0.2089065724838402,2025-11-24,0.6104,3,0.46520000000000006,0.6104,0.2679594003763954,0.4710329864301178,0.5436329864301178,0.36657970018819774,9,<30d
2025-12-08,2025 Q4,2025-12-01,1.0636562147785695,0.7925,0.2711562147785695,True,2,17,2025Q4,0.7925,2026-03-04,1.0636562147785695,0.21353407948670294,2025-12-08,0.6517,3,0.5224,0.6517,0.8501221352918666,0.7930281073892848,0.8576781073892847,0.6862610676459333,86,60-90d
2025-12-15,2025 Q4,2025-12-01,0.4699322472564547,0.7925,-0.3225677527435452,True,2,17,2025Q4,0.7925,2026-03-04,0.4699322472564547,0.21353407948670294,2025-12-15,0.5579,3,0.4286,0.5579,0.2563981677697518,0.4492661236282274,0.5139161236282274,0.3424990838848759,79,60-90d
2025-12-22,2025 Q4,2025-12-01,0.3408782111783581,0.7925,-0.4516217888216419,True,3,17,2025Q4,0.7925,2026-03-04,0.3408782111783581,0.21353407948670294,2025-12-22,0.5978,3,0.4685,0.5978,0.12734413169165515,0.40468910558917903,0.469339105589179,0.2979220658458276,72,60-90d
2025-12-29,2025 Q4,2025-12-01,0.3408782111783581,0.7925,-0.4516217888216419,True,3,17,2025Q4,0.7925,2026-03-04,0.3408782111783581,0.21353407948670294,2025-12-29,0.5505,3,0.4212,0.5505,0.12734413169165515,0.3810391055891791,0.44568910558917907,0.2742720658458276,65,60-90d
2026-01-05,2025 Q4,2025-12-01,0.4458093675379342,0.7925,-0.3466906324620658,True,3,17,2025Q4,0.7925,2026-03-04,0.4458093675379342,0.21353407948670294,2026-01-05,0.6102,3,0.4809,0.6102,0.23227528805123127,0.4633546837689671,0.5280046837689671,0.3565876440256156,58,30-60d
2026-01-12,2025 Q4,2025-12-01,0.4552610729237321,0.7925,-0.3372389270762678,True,3,17,2025Q4,0.7925,2026-03-04,0.4552610729237321,0.21353407948670294,2026-01-12,0.6076,3,0.47830000000000006,0.6076,0.24172699343702914,0.46678053646186607,0.5314305364618661,0.36001349671851457,51,30-60d
2026-01-19,2025 Q4,2025-12-01,0.7642044420626177,0.7925,-0.0282955579373822,True,3,17,2025Q4,0.7925,2026-03-04,0.7642044420626177,0.21353407948670294,2026-01-19,0.6039,3,0.4746,0.6039,0.5506703625759148,0.6194022210313088,0.6840522210313089,0.5126351812879575,44,30-60d
2026-01-26,2025 Q4,2025-12-01,0.7642044420626177,0.7925,-0.0282955579373822,True,3,17,2025Q4,0.7925,2026-03-04,0.7642044420626177,0.21353407948670294,2026-01-26,0.6593,3,0.53,0.6593,0.5506703625759148,0.6471022210313089,0.7117522210313089,0.5403351812879574,37,30-60d
2026-02-02,2025 Q4,2025-12-01,0.7807401935829769,0.7925,-0.0117598064170231,True,3,17,2025Q4,0.7925,2026-03-04,0.7807401935829769,0.21353407948670294,2026-02-02,0.6022,3,0.4729,0.6022,0.5672061140962739,0.6268200967914884,0.6914700967914884,0.520053057048137,30,<30d
2026-02-09,2025 Q4,2025-12-01,0.756567471803602,0.7925,-0.035932528196398,True,3,17,2025Q4,0.7925,2026-03-04,0.756567471803602,0.21353407948670294,2026-02-09,0.5894,3,0.46010000000000006,0.5894,0.5430333923168991,0.6083337359018011,0.6729837359018009,0.5015666961584495,23,<30d
2026-02-16,2025 Q4,2025-12-01,0.7563493480702944,0.7925,-0.0361506519297055,True,3,17,2025Q4,0.7925,2026-03-04,0.7563493480702944,0.21353407948670294,2026-02-16,0.6014,3,0.4721000000000001,0.6014,0.5428152685835914,0.6142246740351472,0.6788746740351472,0.5074576342917958,16,<30d
2026-02-23,2025 Q4,2025-12-01,0.7563493480702944,0.7925,-0.0361506519297055,True,3,17,2025Q4,0.7925,2026-03-04,0.7563493480702944,0.21353407948670294,2026-02-23,0.6376,3,0.5083,0.6376,0.5428152685835914,0.6323246740351471,0.6969746740351472,0.5255576342917957,9,<30d
2026-03-09,2026 Q1,2026-03-01,0.9773476618691992,0.2743,0.7030476618691991,True,2,17,2026Q1,0.2743,2026-06-03,0.9773476618691992,0.20728436034902786,2026-03-09,0.6798,3,0.5951,0.6798,0.7700633015201713,0.7862238309345996,0.8285738309345996,0.6825816507600857,86,60-90d
2026-03-16,2026 Q1,2026-03-01,0.5615180521271889,0.2743,0.2872180521271888,True,3,17,2026Q1,0.2743,2026-06-03,0.5615180521271889,0.20728436034902786,2026-03-16,0.6465,3,0.5618,0.6465,0.354233691778161,0.5616590260635944,0.6040090260635944,0.4580168458890805,79,60-90d
2026-03-23,2026 Q1,2026-03-01,0.5615180521271889,0.2743,0.2872180521271888,True,3,17,2026Q1,0.2743,2026-06-03,0.5615180521271889,0.20728436034902786,2026-03-23,0.648,3,0.5633,0.648,0.354233691778161,0.5624090260635944,0.6047590260635944,0.4587668458890805,72,60-90d
2026-03-30,2026 Q1,2026-03-01,0.5537408905170469,0.2743,0.2794408905170469,True,3,17,2026Q1,0.2743,2026-06-03,0.5537408905170469,0.20728436034902786,2026-03-30,0.648,3,0.5633,0.648,0.34645653016801903,0.5585204452585235,0.6008704452585234,0.4548782650840095,65,60-90d
2026-04-06,2026 Q1,2026-03-01,0.5845693190687522,0.2743,0.3102693190687522,True,3,17,2026Q1,0.2743,2026-06-03,0.5845693190687522,0.20728436034902786,2026-04-06,0.6139,3,0.5292,0.6139,0.37728495871972434,0.5568846595343762,0.599234659534376,0.45324247935986217,58,30-60d
2026-04-13,2026 Q1,2026-03-01,0.3544530975542989,0.2743,0.0801530975542988,True,3,17,2026Q1,0.2743,2026-06-03,0.3544530975542989,0.20728436034902786,2026-04-13,0.5779,3,0.49319999999999997,0.5779,0.14716873720527102,0.4238265487771494,0.4661765487771494,0.3201843686026355,51,30-60d
2026-04-20,2026 Q1,2026-03-01,0.5523913117104213,0.2743,0.2780913117104213,True,3,17,2026Q1,0.2743,2026-06-03,0.5523913117104213,0.20728436034902786,2026-04-20,0.5687,3,0.484,0.5687,0.34510695136139347,0.5181956558552107,0.5605456558552107,0.4145534756806967,44,30-60d
2026-04-27,2026 Q1,2026-03-01,0.5523913117104213,0.2743,0.2780913117104213,True,3,17,2026Q1,0.2743,2026-06-03,0.5523913117104213,0.20728436034902786,2026-04-27,0.5687,3,0.484,0.5687,0.34510695136139347,0.5181956558552107,0.5605456558552107,0.4145534756806967,37,30-60d
2026-05-04,2026 Q1,2026-03-01,0.5944901589061654,0.2743,0.3201901589061654,True,3,17,2026Q1,0.2743,2026-06-03,0.5944901589061654,0.20728436034902786,2026-05-04,0.642,3,0.5573,0.642,0.38720579855713755,0.5758950794530827,0.6182450794530827,0.4722528992785688,30,<30d
2026-05-11,2026 Q1,2026-03-01,0.5943020038506739,0.2743,0.3200020038506739,True,3,17,2026Q1,0.2743,2026-06-03,0.5943020038506739,0.20728436034902786,2026-05-11,0.6401,3,0.5554,0.6401,0.387017643501646,0.574851001925337,0.6172010019253369,0.471208821750823,23,<30d
2026-05-18,2026 Q1,2026-03-01,0.592594323181494,0.2743,0.318294323181494,True,3,17,2026Q1,0.2743,2026-06-03,0.592594323181494,0.20728436034902786,2026-05-18,0.6092,3,0.5245,0.6092,0.3853099628324661,0.5585471615907469,0.600897161590747,0.45490498141623303,16,<30d
2026-05-25,2026 Q1,2026-03-01,0.592594323181494,0.2743,0.318294323181494,True,3,17,2026Q1,0.2743,2026-06-03,0.592594323181494,0.20728436034902786,2026-05-25,0.5912,3,0.5065,0.5912,0.3853099628324661,0.549547161590747,0.5918971615907469,0.445904981416233,9,<30d
2026-06-08,2026 Q2,2026-06-01,0.3452372315577043,0.4195,-0.0742627684422956,True,2,17,2026Q2,0.4195,2026-09-02,0.3452372315577043,0.17540864625964656,2026-06-08,0.4309,3,0.349,0.4309,0.16982858529805775,0.34711861577885217,0.38806861577885216,0.2594142926490289,86,60-90d
2026-06-15,2026 Q2,2026-06-01,0.0230934272032131,0.4195,-0.3964065727967868,True,3,17,2026Q2,0.4195,2026-09-02,0.0230934272032131,0.17540864625964656,2026-06-15,0.4223,3,0.34040000000000004,0.4223,-0.15231521905643347,0.18174671360160657,0.22269671360160656,0.09404239047178328,79,60-90d
2026-06-22,2026 Q2,2026-06-01,0.0230934272032131,0.4195,-0.3964065727967868,True,3,17,2026Q2,0.4195,2026-09-02,0.0230934272032131,0.17540864625964656,2026-06-22,0.4602,3,0.37829999999999997,0.4602,-0.15231521905643347,0.20069671360160654,0.24164671360160656,0.11299239047178325,72,60-90d
2026-06-29,2026 Q2,2026-06-01,0.0230934272032131,0.4195,-0.3964065727967868,True,3,17,2026Q2,0.4195,2026-09-02,0.0230934272032131,0.17540864625964656,2026-06-29,0.4245,3,0.3426,0.4245,-0.15231521905643347,0.18284671360160656,0.22379671360160655,0.09514239047178327,65,60-90d
2026-07-06,2026 Q2,2026-06-01,0.0938255014840636,0.4195,-0.3256744985159363,True,3,17,2026Q2,0.4195,2026-09-02,0.0938255014840636,0.17540864625964656,2026-07-06,0.4865,3,0.40459999999999996,0.4865,-0.08158314477558296,0.24921275074203178,0.2901627507420318,0.16150842761220852,58,30-60d
2026-07-13,2026 Q2,2026-06-01,0.049418377562676,0.4195,-0.3700816224373239,True,3,17,2026Q2,0.4195,2026-09-02,0.049418377562676,0.17540864625964656,2026-07-13,0.4783,3,0.3964,0.4783,-0.12599026869697055,0.22290918878133797,0.263859188781338,0.1352048656515147,51,30-60d
2026-07-20,2026 Q2,2026-06-01,0.1814682964063747,0.4195,-0.2380317035936252,True,3,17,2026Q2,0.4195,2026-09-02,0.1814682964063747,0.17540864625964656,2026-07-20,0.441,3,0.3591,0.441,0.006059650146728157,0.27028414820318736,0.31123414820318734,0.18257982507336407,44,30-60d
2026-07-27,2026 Q2,2026-06-01,0.1814682964063747,0.4195,-0.2380317035936252,True,3,17,2026Q2,0.4195,2026-09-02,0.1814682964063747,0.17540864625964656,2026-07-27,0.4695,3,0.38759999999999994,0.4695,0.006059650146728157,0.28453414820318734,0.32548414820318733,0.19682982507336405,37,30-60d
2026-08-03,2026 Q2,2026-06-01,0.2479390109693522,0.4195,-0.1715609890306477,True,3,17,2026Q2,0.4195,2026-09-02,0.2479390109693522,0.17540864625964656,2026-08-03,0.4347,3,0.3528,0.4347,0.07253036470970564,0.3003695054846761,0.3413195054846761,0.21266518235485282,30,<30d
2026-08-10,2026 Q2,2026-06-01,0.2549983311821873,0.4195,-0.1645016688178126,True,3,17,2026Q2,0.4195,2026-09-02,0.2549983311821873,0.17540864625964656,2026-08-10,0.4073,3,0.3254,0.4073,0.07958968492254073,0.29019916559109366,0.33114916559109364,0.20249484246127036,23,<30d
2026-08-17,2026 Q2,2026-06-01,0.2550791686119638,0.4195,-0.1644208313880362,True,3,17,2026Q2,0.4195,2026-09-02,0.2550791686119638,0.17540864625964656,2026-08-17,0.4715,3,0.38959999999999995,0.4715,0.07967052235231722,0.32233958430598186,0.3632895843059819,0.23463526117615857,16,<30d
