as_of,target_quarter,target_quarter_date,qoq_growth_forecast,qoq_actual,qoq_error,direction_correct,n_months_in_quarter,n_series_selected,target,first,release,v2,c2,asof,model,k,v3,v3_raw,v2_bc,combo,combo_raw,combo_bc2,h,bucket
2023-03-27,2023 Q1,2023-03-01,0.2293912362244511,0.2332,-0.0038087637755488,True,3,19,2023Q1,0.2332,2023-06-07,0.2293912362244511,0.0,2023-03-27,0.5652,3,0.5652,0.5652,0.2293912362244511,0.3972956181122256,0.3972956181122256,0.3972956181122256,72,60-90d
2023-04-03,2023 Q1,2023-03-01,0.1001521309085376,0.2332,-0.1330478690914623,True,3,19,2023Q1,0.2332,2023-06-07,0.1001521309085376,0.0,2023-04-03,0.5985,3,0.5985,0.5985,0.1001521309085376,0.3493260654542688,0.3493260654542688,0.3493260654542688,65,60-90d
2023-04-10,2023 Q1,2023-03-01,0.0622418724715429,0.2332,-0.1709581275284571,True,3,19,2023Q1,0.2332,2023-06-07,0.0622418724715429,0.0,2023-04-10,0.5316,3,0.5316,0.5316,0.0622418724715429,0.2969209362357714,0.2969209362357714,0.2969209362357714,58,30-60d
2023-04-17,2023 Q1,2023-03-01,0.2459162982162032,0.2332,0.0127162982162032,True,3,19,2023Q1,0.2332,2023-06-07,0.2459162982162032,0.0,2023-04-17,0.5694,3,0.5694,0.5694,0.2459162982162032,0.4076581491081016,0.4076581491081016,0.4076581491081016,51,30-60d
2023-04-24,2023 Q1,2023-03-01,0.2459162982162032,0.2332,0.0127162982162032,True,3,19,2023Q1,0.2332,2023-06-07,0.2459162982162032,0.0,2023-04-24,0.5632,3,0.5632,0.5632,0.2459162982162032,0.4045581491081016,0.4045581491081016,0.4045581491081016,44,30-60d
2023-05-01,2023 Q1,2023-03-01,0.2211247150645361,0.2332,-0.0120752849354638,True,3,19,2023Q1,0.2332,2023-06-07,0.2211247150645361,0.0,2023-05-01,0.4894,3,0.4894,0.4894,0.2211247150645361,0.35526235753226804,0.35526235753226804,0.35526235753226804,37,30-60d
2023-05-08,2023 Q1,2023-03-01,0.2150181659032723,0.2332,-0.0181818340967276,True,3,19,2023Q1,0.2332,2023-06-07,0.2150181659032723,0.0,2023-05-08,0.4566,3,0.4566,0.4566,0.2150181659032723,0.33580908295163614,0.33580908295163614,0.33580908295163614,30,<30d
2023-05-15,2023 Q1,2023-03-01,0.2091861428415359,0.2332,-0.024013857158464,True,3,19,2023Q1,0.2332,2023-06-07,0.2091861428415359,0.0,2023-05-15,0.4162,3,0.4162,0.4162,0.2091861428415359,0.31269307142076797,0.31269307142076797,0.31269307142076797,23,<30d
2023-05-22,2023 Q1,2023-03-01,0.2110214934240528,0.2332,-0.0221785065759471,True,3,19,2023Q1,0.2332,2023-06-07,0.2110214934240528,0.0,2023-05-22,0.4211,3,0.4211,0.4211,0.2110214934240528,0.3160607467120264,0.3160607467120264,0.3160607467120264,16,<30d
2023-05-29,2023 Q1,2023-03-01,0.2110214934240528,0.2332,-0.0221785065759471,True,3,19,2023Q1,0.2332,2023-06-07,0.2110214934240528,0.0,2023-05-29,0.4265,3,0.4265,0.4265,0.2110214934240528,0.31876074671202637,0.31876074671202637,0.31876074671202637,9,<30d
2023-06-05,2023 Q2,2023-06-01,0.4081639672479475,0.3557,0.0524639672479474,True,2,19,2023Q2,0.3557,2023-09-06,0.4081639672479475,0.0,2023-06-05,0.49224999999999997,2,0.49224999999999997,0.49224999999999997,0.4081639672479475,0.4502069836239737,0.4502069836239737,0.4502069836239737,93,>90d
2023-06-12,2023 Q2,2023-06-01,0.2978140070876608,0.3557,-0.0578859929123391,True,2,19,2023Q2,0.3557,2023-09-06,0.2978140070876608,0.0,2023-06-12,0.4124,3,0.4124,0.4124,0.2978140070876608,0.3551070035438304,0.3551070035438304,0.3551070035438304,86,60-90d
2023-06-19,2023 Q2,2023-06-01,0.4009411664849031,0.3557,0.045241166484903,True,3,19,2023Q2,0.3557,2023-09-06,0.4009411664849031,0.0,2023-06-19,0.40665,2,0.40665,0.40665,0.4009411664849031,0.4037955832424516,0.4037955832424516,0.4037955832424516,79,60-90d
2023-06-26,2023 Q2,2023-06-01,0.4009411664849031,0.3557,0.045241166484903,True,3,19,2023Q2,0.3557,2023-09-06,0.4009411664849031,0.0,2023-06-26,0.4718,3,0.4718,0.4718,0.4009411664849031,0.43637058324245154,0.43637058324245154,0.43637058324245154,72,60-90d
2023-07-03,2023 Q2,2023-06-01,0.4970957261763145,0.3557,0.1413957261763145,True,3,19,2023Q2,0.3557,2023-09-06,0.4970957261763145,0.0,2023-07-03,0.4214,3,0.4214,0.4214,0.4970957261763145,0.45924786308815724,0.45924786308815724,0.45924786308815724,65,60-90d
2023-07-10,2023 Q2,2023-06-01,0.4302644168052318,0.3557,0.0745644168052317,True,3,19,2023Q2,0.3557,2023-09-06,0.4302644168052318,0.0,2023-07-10,0.4122,3,0.4122,0.4122,0.4302644168052318,0.4212322084026159,0.4212322084026159,0.4212322084026159,58,30-60d
2023-07-17,2023 Q2,2023-06-01,0.4891576299317812,0.3557,0.1334576299317812,True,3,19,2023Q2,0.3557,2023-09-06,0.4891576299317812,0.0,2023-07-17,0.4224,3,0.4224,0.4224,0.4891576299317812,0.45577881496589057,0.45577881496589057,0.45577881496589057,51,30-60d
2023-07-24,2023 Q2,2023-06-01,0.4891576299317812,0.3557,0.1334576299317812,True,3,19,2023Q2,0.3557,2023-09-06,0.4891576299317812,0.0,2023-07-24,0.4687,3,0.4687,0.4687,0.4891576299317812,0.47892881496589057,0.47892881496589057,0.47892881496589057,44,30-60d
