as_of,target_quarter,target_quarter_date,qoq_growth_forecast,qoq_actual,qoq_error,direction_correct,n_months_in_quarter,n_series_selected,next_target_quarter,next_target_quarter_date,qoq_growth_forecast_next,qoq_actual_next,n_months_in_next_quarter
2016-06-27,2016 Q2,2016-06-01,0.48783647072650355,0.5256,-0.03776352927349641,TRUE,3,14,NA,NA,NA,NA,NA
2016-07-04,2016 Q2,2016-06-01,0.516971901985124,0.5256,-0.008628098014875962,TRUE,3,14,NA,NA,NA,NA,NA
2016-07-11,2016 Q2,2016-06-01,0.6776582636754819,0.5256,0.15205826367548192,TRUE,3,14,NA,NA,NA,NA,NA
2016-07-18,2016 Q2,2016-06-01,0.38372757358052456,0.5256,-0.1418724264194754,TRUE,3,14,2016 Q3,2016-09-01,0.4973576339877889,-0.4732,1
2016-07-25,2016 Q2,2016-06-01,0.38372757358052456,0.5256,-0.1418724264194754,TRUE,3,14,2016 Q3,2016-09-01,0.4973576339877889,-0.4732,1
2016-08-01,2016 Q2,2016-06-01,0.35091778936750606,0.5256,-0.1746822106324939,TRUE,3,14,2016 Q3,2016-09-01,0.4629064520019941,-0.4732,1
2016-08-08,2016 Q2,2016-06-01,0.39752145870901845,0.5256,-0.1280785412909815,TRUE,3,14,2016 Q3,2016-09-01,0.6039094874250306,-0.4732,1
2016-08-15,2016 Q2,2016-06-01,0.3904815701785917,0.5256,-0.13511842982140826,TRUE,3,14,2016 Q3,2016-09-01,0.5727979440005821,-0.4732,1
2016-08-22,2016 Q2,2016-06-01,0.39363805338651725,0.5256,-0.1319619466134827,TRUE,3,14,2016 Q3,2016-09-01,0.557303921509763,-0.4732,2
2016-08-29,2016 Q3,2016-09-01,-0.03426092451487861,-0.4732,0.4389390754851214,TRUE,2,13,NA,NA,NA,NA,NA
2016-09-05,2016 Q3,2016-09-01,0.5238192981178519,-0.4732,0.9970192981178518,FALSE,2,13,NA,NA,NA,NA,NA
2016-09-12,2016 Q3,2016-09-01,0.5283281334723898,-0.4732,1.0015281334723898,FALSE,2,13,NA,NA,NA,NA,NA
2016-09-19,2016 Q3,2016-09-01,0.5177158312980898,-0.4732,0.9909158312980899,FALSE,3,13,NA,NA,NA,NA,NA
2016-09-26,2016 Q3,2016-09-01,0.5177158312980898,-0.4732,0.9909158312980899,FALSE,3,13,NA,NA,NA,NA,NA
2016-10-03,2016 Q3,2016-09-01,0.5023683287265034,-0.4732,0.9755683287265033,FALSE,3,13,NA,NA,NA,NA,NA
2016-10-10,2016 Q3,2016-09-01,0.48210616022162966,-0.4732,0.9553061602216297,FALSE,3,13,NA,NA,NA,NA,NA
2016-10-17,2016 Q3,2016-09-01,0.4150228122518804,-0.4732,0.8882228122518805,FALSE,3,13,2016 Q4,2016-12-01,0.42443548446062174,1.084,1
2016-10-24,2016 Q3,2016-09-01,0.4150228122518804,-0.4732,0.8882228122518805,FALSE,3,13,2016 Q4,2016-12-01,0.42443548446062174,1.084,1
2016-10-31,2016 Q3,2016-09-01,0.4272246641238158,-0.4732,0.9004246641238158,FALSE,3,13,2016 Q4,2016-12-01,0.4534710675561169,1.084,1
2016-11-07,2016 Q3,2016-09-01,0.45205387413282955,-0.4732,0.9252538741328296,FALSE,3,13,2016 Q4,2016-12-01,0.5159743870576879,1.084,1
2016-11-14,2016 Q3,2016-09-01,0.45207519807994595,-0.4732,0.925275198079946,FALSE,3,13,2016 Q4,2016-12-01,0.5135423975815149,1.084,1
2016-11-21,2016 Q3,2016-09-01,0.45261356165032607,-0.4732,0.925813561650326,FALSE,3,13,2016 Q4,2016-12-01,0.6720161505323601,1.084,2
2016-11-28,2016 Q3,2016-09-01,0.45261356165032607,-0.4732,0.925813561650326,FALSE,3,13,2016 Q4,2016-12-01,0.6720161505323601,1.084,2
2016-12-05,2016 Q4,2016-12-01,0.8056555606532354,1.084,-0.27834443934676467,TRUE,2,14,NA,NA,NA,NA,NA
2016-12-12,2016 Q4,2016-12-01,0.8000948731985373,1.084,-0.28390512680146274,TRUE,2,14,NA,NA,NA,NA,NA
2016-12-19,2016 Q4,2016-12-01,0.9946239921988932,1.084,-0.08937600780110688,TRUE,3,14,NA,NA,NA,NA,NA
2016-12-26,2016 Q4,2016-12-01,0.9946239921988932,1.084,-0.08937600780110688,TRUE,3,14,NA,NA,NA,NA,NA
2017-01-02,2016 Q4,2016-12-01,0.993481725166644,1.084,-0.09051827483335606,TRUE,3,14,NA,NA,NA,NA,NA
2017-01-09,2016 Q4,2016-12-01,0.9964590312164355,1.084,-0.08754096878356454,TRUE,3,14,NA,NA,NA,NA,NA
2017-01-16,2016 Q4,2016-12-01,0.9159463607836268,1.084,-0.16805363921637329,TRUE,3,14,2017 Q1,2017-03-01,0.918681243275354,0.2649,1
2017-01-23,2016 Q4,2016-12-01,0.9159463607836268,1.084,-0.16805363921637329,TRUE,3,14,2017 Q1,2017-03-01,0.918681243275354,0.2649,1
2017-01-30,2016 Q4,2016-12-01,0.915136094575715,1.084,-0.1688639054242851,TRUE,3,14,2017 Q1,2017-03-01,0.9182931263464046,0.2649,1
2017-02-06,2016 Q4,2016-12-01,0.9166976942011529,1.084,-0.1673023057988472,TRUE,3,14,2017 Q1,2017-03-01,0.9162531547678262,0.2649,1
2017-02-13,2016 Q4,2016-12-01,0.9166627514494301,1.084,-0.16733724855056997,TRUE,3,14,2017 Q1,2017-03-01,0.935304266865711,0.2649,2
2017-02-20,2016 Q4,2016-12-01,0.9189097912693739,1.084,-0.1650902087306262,TRUE,3,14,2017 Q1,2017-03-01,0.695710733242366,0.2649,2
2017-02-27,2016 Q4,2016-12-01,0.9189097912693739,1.084,-0.1650902087306262,TRUE,3,14,2017 Q1,2017-03-01,0.695710733242366,0.2649,2
2017-03-06,2017 Q1,2017-03-01,0.6898070100906826,0.2649,0.42490701009068255,TRUE,2,15,NA,NA,NA,NA,NA
2017-03-13,2017 Q1,2017-03-01,0.6984644738757877,0.2649,0.43356447387578767,TRUE,2,15,NA,NA,NA,NA,NA
2017-03-20,2017 Q1,2017-03-01,0.40396006272735613,0.2649,0.1390600627273561,TRUE,3,15,NA,NA,NA,NA,NA
2017-03-27,2017 Q1,2017-03-01,0.40396006272735613,0.2649,0.1390600627273561,TRUE,3,15,NA,NA,NA,NA,NA
2017-04-03,2017 Q1,2017-03-01,0.4028621267241739,0.2649,0.13796212672417385,TRUE,3,15,NA,NA,NA,NA,NA
2017-04-10,2017 Q1,2017-03-01,0.31381608515805887,0.2649,0.04891608515805884,TRUE,3,15,NA,NA,NA,NA,NA
2017-04-17,2017 Q1,2017-03-01,0.6980602899173893,0.2649,0.4331602899173893,TRUE,3,15,2017 Q2,2017-06-01,0.5974836311774863,0.8241,1
2017-04-24,2017 Q1,2017-03-01,0.6980602899173893,0.2649,0.4331602899173893,TRUE,3,15,2017 Q2,2017-06-01,0.5974836311774863,0.8241,1
2017-05-01,2017 Q1,2017-03-01,0.6941855862121192,0.2649,0.4292855862121192,TRUE,3,15,2017 Q2,2017-06-01,0.5958225777981776,0.8241,1
2017-05-08,2017 Q1,2017-03-01,0.6256121079287096,0.2649,0.36071210792870956,TRUE,3,15,2017 Q2,2017-06-01,0.9954506111709486,0.8241,1
2017-05-15,2017 Q1,2017-03-01,0.6405604376501394,0.2649,0.37566043765013934,TRUE,3,15,2017 Q2,2017-06-01,0.9462940521903584,0.8241,1
2017-05-22,2017 Q1,2017-03-01,0.6377019511777325,0.2649,0.3728019511777325,TRUE,3,15,2017 Q2,2017-06-01,1.0280542639987724,0.8241,2
2017-05-29,2017 Q1,2017-03-01,0.6377019511777325,0.2649,0.3728019511777325,TRUE,3,15,2017 Q2,2017-06-01,1.0280542639987724,0.8241,2
2017-06-05,2017 Q2,2017-06-01,0.9597338649757808,0.8241,0.13563386497578078,TRUE,2,15,NA,NA,NA,NA,NA
2017-06-12,2017 Q2,2017-06-01,0.9649817041415178,0.8241,0.1408817041415178,TRUE,2,15,NA,NA,NA,NA,NA
2017-06-19,2017 Q2,2017-06-01,0.9634211683662955,0.8241,0.1393211683662955,TRUE,3,15,NA,NA,NA,NA,NA
2017-06-26,2017 Q2,2017-06-01,0.9634211683662955,0.8241,0.1393211683662955,TRUE,3,15,NA,NA,NA,NA,NA
2017-07-03,2017 Q2,2017-06-01,0.8981334016871882,0.8241,0.0740334016871882,TRUE,3,15,NA,NA,NA,NA,NA
2017-07-10,2017 Q2,2017-06-01,0.8860667235809824,0.8241,0.06196672358098232,TRUE,3,15,NA,NA,NA,NA,NA
2017-07-17,2017 Q2,2017-06-01,1.0682009359016509,0.8241,0.24410093590165083,TRUE,3,15,2017 Q3,2017-09-01,0.9830072982495858,0.5963,1
2017-07-24,2017 Q2,2017-06-01,1.0682009359016509,0.8241,0.24410093590165083,TRUE,3,15,2017 Q3,2017-09-01,0.9830072982495858,0.5963,1
2017-07-31,2017 Q2,2017-06-01,1.0786456357477914,0.8241,0.2545456357477913,TRUE,3,15,2017 Q3,2017-09-01,0.9903401311944399,0.5963,1
2017-08-07,2017 Q2,2017-06-01,1.0809708843851047,0.8241,0.25687088438510464,TRUE,3,15,2017 Q3,2017-09-01,0.9898801797778078,0.5963,1
2017-08-14,2017 Q2,2017-06-01,0.9324300192162857,0.8241,0.1083300192162856,TRUE,3,15,2017 Q3,2017-09-01,0.8377300802581521,0.5963,1
2017-08-21,2017 Q2,2017-06-01,1.0819095646353205,0.8241,0.25780956463532045,TRUE,3,15,2017 Q3,2017-09-01,0.7536430907187799,0.5963,2
2017-08-28,2017 Q2,2017-06-01,1.0819095646353205,0.8241,0.25780956463532045,TRUE,3,15,2017 Q3,2017-09-01,0.7536430907187799,0.5963,2
2017-09-04,2017 Q3,2017-09-01,0.6035132586483635,0.5963,0.007213258648363419,TRUE,2,15,NA,NA,NA,NA,NA
2017-09-11,2017 Q3,2017-09-01,0.603855970828508,0.5963,0.007555970828507896,TRUE,2,15,NA,NA,NA,NA,NA
2017-09-18,2017 Q3,2017-09-01,0.5424750100177812,0.5963,-0.05382498998221885,TRUE,3,15,NA,NA,NA,NA,NA
2017-09-25,2017 Q3,2017-09-01,0.5424750100177812,0.5963,-0.05382498998221885,TRUE,3,15,NA,NA,NA,NA,NA
2017-10-02,2017 Q3,2017-09-01,0.5070405356390095,0.5963,-0.08925946436099053,TRUE,3,15,NA,NA,NA,NA,NA
2017-10-09,2017 Q3,2017-09-01,0.5181633615339029,0.5963,-0.0781366384660972,TRUE,3,15,NA,NA,NA,NA,NA
2017-10-16,2017 Q3,2017-09-01,0.599272343645785,0.5963,0.002972343645784914,TRUE,3,15,2017 Q4,2017-12-01,0.7425843998102689,0.3649,1
2017-10-23,2017 Q3,2017-09-01,0.599272343645785,0.5963,0.002972343645784914,TRUE,3,15,2017 Q4,2017-12-01,0.7425843998102689,0.3649,1
2017-10-30,2017 Q3,2017-09-01,0.5572091134588686,0.5963,-0.039090886541131464,TRUE,3,15,2017 Q4,2017-12-01,0.6932675250970931,0.3649,1
2017-11-06,2017 Q3,2017-09-01,0.5566943347704877,0.5963,-0.039605665229512366,TRUE,3,15,2017 Q4,2017-12-01,0.6914762802721011,0.3649,1
2017-11-13,2017 Q3,2017-09-01,0.5567160934552396,0.5963,-0.039583906544760405,TRUE,3,15,2017 Q4,2017-12-01,0.6965149121362118,0.3649,1
2017-11-20,2017 Q3,2017-09-01,0.5555001526708149,0.5963,-0.04079984732918518,TRUE,3,15,2017 Q4,2017-12-01,0.7343253672400678,0.3649,2
2017-11-27,2017 Q3,2017-09-01,0.5555001526708149,0.5963,-0.04079984732918518,TRUE,3,15,2017 Q4,2017-12-01,0.7343253672400678,0.3649,2
2017-12-04,2017 Q4,2017-12-01,0.6958043938932382,0.3649,0.3309043938932382,TRUE,2,15,NA,NA,NA,NA,NA
2017-12-11,2017 Q4,2017-12-01,0.6979600173951082,0.3649,0.33306001739510815,TRUE,2,15,NA,NA,NA,NA,NA
2017-12-18,2017 Q4,2017-12-01,0.7835514432814645,0.3649,0.41865144328146453,TRUE,3,15,NA,NA,NA,NA,NA
2017-12-25,2017 Q4,2017-12-01,0.7835514432814645,0.3649,0.41865144328146453,TRUE,3,15,NA,NA,NA,NA,NA
2018-01-01,2017 Q4,2017-12-01,0.7472123588118459,0.3649,0.3823123588118459,TRUE,3,15,NA,NA,NA,NA,NA
2018-01-08,2017 Q4,2017-12-01,0.7483448696905187,0.3649,0.3834448696905187,TRUE,3,15,NA,NA,NA,NA,NA
2018-01-15,2017 Q4,2017-12-01,0.6982035063268096,0.3649,0.3333035063268096,TRUE,3,15,NA,NA,NA,NA,NA
