asof,target,target_date,horizon_months,seed,target_series,nowcast_qq,forecast_next_qq,actual_qq,first_print_qq,error_qq,error_first_print_qq,gdp_global_loading,collapsed,collapse_floor,cols,gdp_obs,deflator_skipped,seconds
2023-11-27,2023Q3,2023-09-01,2,19,first_print,0.5325,,0.4032,0.212,0.1293,0.3205,0.768,0,0.5,527,173,cpi_monthly_live,95.1
2023-12-04,2023Q4,2023-12-01,0,19,first_print,0.4059,,-0.0078,0.2395,0.4137,0.1664,0.8742,0,0.5,528,174,cpi_monthly_live,62.1
2023-12-11,2023Q4,2023-12-01,0,19,first_print,0.3948,,-0.0078,0.2395,0.4026,0.1553,0.9586,0,0.5,528,174,cpi_monthly_live,74.1
2023-12-18,2023Q4,2023-12-01,0,19,first_print,0.421,,-0.0078,0.2395,0.4287,0.1815,0.8744,0,0.5,528,174,cpi_monthly_live,71.9
2023-12-25,2023Q4,2023-12-01,0,19,first_print,0.2628,,-0.0078,0.2395,0.2706,0.0233,0.9731,0,0.5,528,174,cpi_monthly_live,54.4
2024-01-01,2023Q4,2023-12-01,1,19,first_print,0.371,,-0.0078,0.2395,0.3788,0.1315,0.8136,0,0.5,529,174,cpi_monthly_live,57.3
2024-01-08,2023Q4,2023-12-01,1,19,first_print,0.5325,,-0.0078,0.2395,0.5403,0.293,0.8627,0,0.5,529,174,cpi_monthly_live,57.6
2024-01-15,2023Q4,2023-12-01,1,19,first_print,0.3121,,-0.0078,0.2395,0.3199,0.0726,0.8037,0,0.5,529,174,cpi_monthly_live,54.5
2024-01-22,2023Q4,2023-12-01,1,19,first_print,0.3597,,-0.0078,0.2395,0.3674,0.1202,0.8831,0,0.5,529,174,cpi_monthly_live,54.4
2024-01-29,2023Q4,2023-12-01,1,19,first_print,0.3985,,-0.0078,0.2395,0.4063,0.159,0.8694,0,0.5,529,174,cpi_monthly_live,54.6
2024-02-05,2023Q4,2023-12-01,2,19,first_print,0.4394,,-0.0078,0.2395,0.4472,0.1999,0.7711,0,0.5,530,174,cpi_monthly_live,54.5
2024-02-12,2023Q4,2023-12-01,2,19,first_print,0.3599,,-0.0078,0.2395,0.3677,0.1204,0.9097,0,0.5,530,174,cpi_monthly_live,54.8
2024-02-19,2023Q4,2023-12-01,2,19,first_print,0.363,,-0.0078,0.2395,0.3708,0.1235,0.9374,0,0.5,530,174,cpi_monthly_live,55.9
2024-02-26,2023Q4,2023-12-01,2,19,first_print,0.3853,,-0.0078,0.2395,0.3931,0.1458,0.9134,0,0.5,530,174,cpi_monthly_live,58.4
2024-03-04,2024Q1,2024-03-01,0,19,first_print,0.3939,,0.2443,0.1275,0.1496,0.2664,1.3297,0,0.5,531,175,cpi_monthly_live,60.2
2024-03-11,2024Q1,2024-03-01,0,19,first_print,0.4772,,0.2443,0.1275,0.2329,0.3497,1.157,0,0.5,531,175,cpi_monthly_live,57.1
2024-03-18,2024Q1,2024-03-01,0,19,first_print,0.4493,,0.2443,0.1275,0.205,0.3218,1.1433,0,0.5,531,175,cpi_monthly_live,58.0
2024-03-25,2024Q1,2024-03-01,0,19,first_print,0.6411,,0.2443,0.1275,0.3967,0.5136,1.316,0,0.5,531,175,cpi_monthly_live,58.9
2024-04-01,2024Q1,2024-03-01,1,19,first_print,0.6199,,0.2443,0.1275,0.3756,0.4924,1.0442,0,0.5,532,175,cpi_monthly_live,58.6
2024-04-08,2024Q1,2024-03-01,1,19,first_print,0.445,,0.2443,0.1275,0.2007,0.3175,0.9388,0,0.5,532,175,cpi_monthly_live,58.1
2024-04-15,2024Q1,2024-03-01,1,19,first_print,0.3659,,0.2443,0.1275,0.1216,0.2384,0.6943,0,0.5,532,175,cpi_monthly_live,58.7
2024-04-22,2024Q1,2024-03-01,1,19,first_print,0.5009,,0.2443,0.1275,0.2566,0.3734,1.2243,0,0.5,532,175,cpi_monthly_live,57.8
2024-04-29,2024Q1,2024-03-01,1,19,first_print,0.4103,,0.2443,0.1275,0.166,0.2828,0.661,0,0.5,532,175,cpi_monthly_live,58.6
2024-05-06,2024Q1,2024-03-01,2,19,first_print,0.4302,,0.2443,0.1275,0.1859,0.3027,0.8238,0,0.5,533,175,cpi_monthly_live,59.2
2024-05-13,2024Q1,2024-03-01,2,19,first_print,0.4896,,0.2443,0.1275,0.2453,0.3621,0.8748,0,0.5,533,175,cpi_monthly_live,59.7
2024-05-20,2024Q1,2024-03-01,2,19,first_print,0.4453,,0.2443,0.1275,0.201,0.3178,0.7778,0,0.5,533,175,cpi_monthly_live,58.9
2024-05-27,2024Q1,2024-03-01,2,19,first_print,0.4958,,0.2443,0.1275,0.2514,0.3683,0.8362,0,0.5,533,175,cpi_monthly_live,60.3
2024-06-03,2024Q2,2024-06-01,0,19,first_print,0.4228,,0.2518,0.2246,0.171,0.1982,0.7982,0,0.5,534,176,cpi_monthly_live,67.6
2024-06-10,2024Q2,2024-06-01,0,19,first_print,0.3444,,0.2518,0.2246,0.0926,0.1198,0.8887,0,0.5,534,176,cpi_monthly_live,64.8
2024-06-17,2024Q2,2024-06-01,0,19,first_print,0.4062,,0.2518,0.2246,0.1544,0.1816,0.8409,0,0.5,534,176,cpi_monthly_live,62.2
2024-06-24,2024Q2,2024-06-01,0,19,first_print,0.3819,,0.2518,0.2246,0.1301,0.1573,0.9604,0,0.5,534,176,cpi_monthly_live,61.0
2024-07-01,2024Q2,2024-06-01,1,19,first_print,0.3069,,0.2518,0.2246,0.0551,0.0823,1.0708,0,0.5,535,176,cpi_monthly_live,61.0
2024-07-08,2024Q2,2024-06-01,1,19,first_print,0.3242,,0.2518,0.2246,0.0724,0.0996,1.2697,0,0.5,535,176,cpi_monthly_live,61.0
2024-07-15,2024Q2,2024-06-01,1,19,first_print,0.3654,,0.2518,0.2246,0.1136,0.1408,1.1453,0,0.5,535,176,cpi_monthly_live,61.8
2024-07-22,2024Q2,2024-06-01,1,19,first_print,0.4417,,0.2518,0.2246,0.1899,0.2171,0.9687,0,0.5,535,176,cpi_monthly_live,61.8
2024-07-29,2024Q2,2024-06-01,1,19,first_print,0.3124,,0.2518,0.2246,0.0606,0.0878,1.0324,0,0.5,535,176,cpi_monthly_live,61.4
2024-08-05,2024Q2,2024-06-01,2,19,first_print,0.3491,,0.2518,0.2246,0.0974,0.1245,0.9577,0,0.5,536,176,cpi_monthly_live,59.6
2024-08-12,2024Q2,2024-06-01,2,19,first_print,0.278,,0.2518,0.2246,0.0262,0.0534,0.7879,0,0.5,536,176,cpi_monthly_live,54.4
2024-08-19,2024Q2,2024-06-01,2,19,first_print,0.3064,,0.2518,0.2246,0.0546,0.0818,0.9042,0,0.5,536,176,cpi_monthly_live,54.5
2024-08-26,2024Q2,2024-06-01,2,19,first_print,0.4429,,0.2518,0.2246,0.1911,0.2183,0.82,0,0.5,536,176,cpi_monthly_live,53.8
2024-09-02,2024Q2,2024-06-01,3,19,first_print,0.462,0.5549,0.2518,0.2246,0.2102,0.2374,0.9521,0,0.5,537,176,cpi_monthly_live,53.7
2024-09-09,2024Q3,2024-09-01,0,19,first_print,0.3762,,0.3056,0.3337,0.0706,0.0425,0.847,0,0.5,537,177,cpi_monthly_live,53.9
2024-09-16,2024Q3,2024-09-01,0,19,first_print,0.4047,,0.3056,0.3337,0.099,0.071,0.9566,0,0.5,537,177,cpi_monthly_live,53.8
2024-09-23,2024Q3,2024-09-01,0,19,first_print,0.3331,,0.3056,0.3337,0.0275,-0.0006,0.9271,0,0.5,537,177,cpi_monthly_live,53.8
2024-09-30,2024Q3,2024-09-01,0,19,first_print,0.3638,,0.3056,0.3337,0.0581,0.0301,0.8275,0,0.5,537,177,cpi_monthly_live,54.0
2024-10-07,2024Q3,2024-09-01,1,19,first_print,0.3477,,0.3056,0.3337,0.042,0.014,0.8985,0,0.5,538,177,cpi_monthly_live,53.8
2024-10-14,2024Q3,2024-09-01,1,19,first_print,0.3724,,0.3056,0.3337,0.0667,0.0387,0.8568,0,0.5,538,177,cpi_monthly_live,53.8
2024-10-21,2024Q3,2024-09-01,1,19,first_print,0.3745,,0.3056,0.3337,0.0689,0.0408,0.8726,0,0.5,538,177,cpi_monthly_live,53.8
2024-10-28,2024Q3,2024-09-01,1,19,first_print,0.3745,,0.3056,0.3337,0.0689,0.0408,0.8726,0,0.5,538,177,cpi_monthly_live,53.5
2024-11-04,2024Q3,2024-09-01,2,19,first_print,0.3963,,0.3056,0.3337,0.0906,0.0626,0.8985,0,0.5,539,177,,54.1
2024-11-11,2024Q3,2024-09-01,2,19,first_print,0.2715,,0.3056,0.3337,-0.0341,-0.0622,0.8586,0,0.5,539,177,,53.6
2024-11-18,2024Q3,2024-09-01,2,19,first_print,0.3738,,0.3056,0.3337,0.0681,0.0401,0.8499,0,0.5,539,177,,53.7
2024-11-25,2024Q3,2024-09-01,2,19,first_print,0.3817,,0.3056,0.3337,0.0761,0.048,0.9417,0,0.5,539,177,,53.8
2024-12-02,2024Q3,2024-09-01,3,19,first_print,0.3717,0.4948,0.3056,0.3337,0.0661,0.038,0.8841,0,0.5,540,177,,53.5
2024-12-09,2024Q4,2024-12-01,0,19,first_print,0.5824,,0.4372,0.5833,0.1452,-0.0009,0.9069,0,0.5,540,178,,53.9
2024-12-16,2024Q4,2024-12-01,0,19,first_print,0.5994,,0.4372,0.5833,0.1623,0.0161,0.8018,0,0.5,540,178,,54.5
2024-12-23,2024Q4,2024-12-01,0,19,first_print,0.6023,,0.4372,0.5833,0.1651,0.019,0.9215,0,0.5,540,178,,56.3
2024-12-30,2024Q4,2024-12-01,0,19,first_print,0.6015,,0.4372,0.5833,0.1644,0.0182,0.9221,0,0.5,540,178,,56.1
2025-01-06,2024Q4,2024-12-01,1,19,first_print,0.6567,,0.4372,0.5833,0.2195,0.0734,0.9028,0,0.5,541,178,,56.2
2025-01-13,2024Q4,2024-12-01,1,19,first_print,0.6337,,0.4372,0.5833,0.1966,0.0504,0.941,0,0.5,541,178,,56.4
2025-01-20,2024Q4,2024-12-01,1,19,first_print,0.4942,,0.4372,0.5833,0.057,-0.0891,0.9589,0,0.5,541,178,,56.7
2025-01-27,2024Q4,2024-12-01,1,19,first_print,0.4942,,0.4372,0.5833,0.057,-0.0891,0.9589,0,0.5,541,178,,57.5
2025-02-03,2024Q4,2024-12-01,2,19,first_print,0.6037,,0.4372,0.5833,0.1665,0.0204,1.1027,0,0.5,542,178,,61.1
2025-02-10,2024Q4,2024-12-01,2,19,first_print,0.5575,,0.4372,0.5833,0.1204,-0.0258,0.9998,0,0.5,542,178,,57.2
2025-02-17,2024Q4,2024-12-01,2,19,first_print,0.6476,,0.4372,0.5833,0.2104,0.0643,0.9445,0,0.5,542,178,,57.3
2025-02-24,2024Q4,2024-12-01,2,19,first_print,0.5619,,0.4372,0.5833,0.1248,-0.0214,0.9979,0,0.5,542,178,,57.4
2025-03-03,2024Q4,2024-12-01,3,19,first_print,0.572,0.5095,0.4372,0.5833,0.1348,-0.0113,0.9301,0,0.5,543,178,,58.8
2025-03-10,2025Q1,2025-03-01,0,19,first_print,0.5982,,0.2604,0.2111,0.3378,0.3871,0.9854,0,0.5,543,179,,57.3
2025-03-17,2025Q1,2025-03-01,0,19,first_print,0.5913,,0.2604,0.2111,0.331,0.3802,1.0241,0,0.5,543,179,,55.0
2025-03-24,2025Q1,2025-03-01,0,19,first_print,0.563,,0.2604,0.2111,0.3026,0.3519,0.9289,0,0.5,543,179,,54.4
2025-03-31,2025Q1,2025-03-01,0,19,first_print,0.6007,,0.2604,0.2111,0.3403,0.3896,0.96,0,0.5,543,179,,54.4
2025-04-07,2025Q1,2025-03-01,1,19,first_print,0.5422,,0.2604,0.2111,0.2819,0.3311,0.8864,0,0.5,544,179,,55.0
2025-04-14,2025Q1,2025-03-01,1,19,first_print,0.6449,,0.2604,0.2111,0.3845,0.4338,0.8003,0,0.5,544,179,,54.9
2025-04-21,2025Q1,2025-03-01,1,19,first_print,0.5662,,0.2604,0.2111,0.3058,0.3551,0.8448,0,0.5,544,179,,54.3
2025-04-28,2025Q1,2025-03-01,1,19,first_print,0.5403,,0.2604,0.2111,0.2799,0.3292,0.8108,0,0.5,544,179,,55.0
2025-05-05,2025Q1,2025-03-01,2,19,first_print,0.4898,,0.2604,0.2111,0.2294,0.2787,0.9818,0,0.5,545,179,,55.2
2025-05-12,2025Q1,2025-03-01,2,19,first_print,0.4618,,0.2604,0.2111,0.2015,0.2507,0.9664,0,0.5,545,179,,54.6
2025-05-19,2025Q1,2025-03-01,2,19,first_print,0.539,,0.2604,0.2111,0.2786,0.3279,0.9119,0,0.5,545,179,,54.6
2025-05-26,2025Q1,2025-03-01,2,19,first_print,0.5281,,0.2604,0.2111,0.2677,0.317,0.7919,0,0.5,545,179,,54.6
2025-06-02,2025Q1,2025-03-01,3,19,first_print,0.5588,0.5215,0.2604,0.2111,0.2984,0.3477,0.8673,0,0.5,546,179,,54.6
2025-06-09,2025Q2,2025-06-01,0,19,first_print,0.3786,,0.9687,0.601,-0.5901,-0.2224,0.8683,0,0.5,546,180,,54.3
2025-06-16,2025Q2,2025-06-01,0,19,first_print,0.4977,,0.9687,0.601,-0.471,-0.1033,0.9174,0,0.5,546,180,,54.3
2025-06-23,2025Q2,2025-06-01,0,19,first_print,0.4271,,0.9687,0.601,-0.5416,-0.1739,0.8306,0,0.5,546,180,,54.5
2025-06-30,2025Q2,2025-06-01,0,19,first_print,0.3982,,0.9687,0.601,-0.5705,-0.2028,0.7673,0,0.5,546,180,,54.9
2025-07-07,2025Q2,2025-06-01,1,19,first_print,0.4685,,0.9687,0.601,-0.5002,-0.1325,0.9208,0,0.5,547,180,,54.6
2025-07-14,2025Q2,2025-06-01,1,19,first_print,0.6351,,0.9687,0.601,-0.3337,0.0341,0.8665,0,0.5,547,180,,54.6
2025-07-21,2025Q2,2025-06-01,1,19,first_print,0.4342,,0.9687,0.601,-0.5345,-0.1668,1.0072,0,0.5,547,180,,54.7
2025-07-28,2025Q2,2025-06-01,1,19,first_print,0.4342,,0.9687,0.601,-0.5345,-0.1668,1.0072,0,0.5,547,180,,54.5
2025-08-04,2025Q2,2025-06-01,2,19,first_print,0.421,,0.9687,0.601,-0.5477,-0.18,0.987,0,0.5,548,180,,54.7
2025-08-11,2025Q2,2025-06-01,2,19,first_print,0.3947,,0.9687,0.601,-0.5741,-0.2063,0.8917,0,0.5,548,180,,54.9
2025-08-18,2025Q2,2025-06-01,2,19,first_print,0.4204,,0.9687,0.601,-0.5483,-0.1806,0.9599,0,0.5,548,180,,54.2
2025-08-25,2025Q2,2025-06-01,2,19,first_print,0.3739,,0.9687,0.601,-0.5949,-0.2271,0.9564,0,0.5,548,180,,54.4
2025-09-01,2025Q2,2025-06-01,3,19,first_print,0.354,0.4529,0.9687,0.601,-0.6147,-0.247,0.8381,0,0.5,549,180,,54.5
2025-09-08,2025Q3,2025-09-01,0,19,first_print,0.5697,,0.382,0.3913,0.1877,0.1784,0.8741,0,0.5,549,181,,54.6
2025-09-15,2025Q3,2025-09-01,0,19,first_print,0.583,,0.382,0.3913,0.201,0.1917,0.9652,0,0.5,549,181,,54.4
2025-09-22,2025Q3,2025-09-01,0,19,first_print,0.5629,,0.382,0.3913,0.181,0.1716,1.091,0,0.5,549,181,,55.2
2025-09-29,2025Q3,2025-09-01,0,19,first_print,0.5229,,0.382,0.3913,0.141,0.1316,0.8864,0,0.5,549,181,,54.5
2025-10-06,2025Q3,2025-09-01,1,19,first_print,0.6086,,0.382,0.3913,0.2266,0.2173,1.0733,0,0.5,550,181,,54.7
2025-10-13,2025Q3,2025-09-01,1,19,first_print,0.6437,,0.382,0.3913,0.2617,0.2524,0.9747,0,0.5,550,181,,54.8
2025-10-20,2025Q3,2025-09-01,1,19,first_print,0.629,,0.382,0.3913,0.2471,0.2377,0.8416,0,0.5,550,181,,54.6
2025-10-27,2025Q3,2025-09-01,1,19,first_print,0.6111,,0.382,0.3913,0.2291,0.2198,0.8637,0,0.5,550,181,,55.1
2025-11-03,2025Q3,2025-09-01,2,19,first_print,0.5337,,0.382,0.3913,0.1517,0.1424,0.8752,0,0.5,551,181,,54.7
2025-11-10,2025Q3,2025-09-01,2,19,first_print,0.509,,0.382,0.3913,0.127,0.1177,0.8166,0,0.5,551,181,,54.8
2025-11-17,2025Q3,2025-09-01,2,19,first_print,0.5373,,0.382,0.3913,0.1554,0.146,0.9067,0,0.5,551,181,,55.7
2025-11-24,2025Q3,2025-09-01,2,19,first_print,0.5147,,0.382,0.3913,0.1327,0.1234,0.8944,0,0.5,551,181,,55.3
2025-12-01,2025Q3,2025-09-01,3,19,first_print,0.5144,0.5477,0.382,0.3913,0.1324,0.1231,0.9939,0,0.5,552,181,,55.0
2025-12-08,2025Q4,2025-12-01,0,19,first_print,0.6517,,0.8731,0.7925,-0.2214,-0.1408,0.997,0,0.5,552,182,,55.3
2025-12-15,2025Q4,2025-12-01,0,19,first_print,0.5579,,0.8731,0.7925,-0.3152,-0.2346,0.9843,0,0.5,552,182,,55.1
2025-12-22,2025Q4,2025-12-01,0,19,first_print,0.5978,,0.8731,0.7925,-0.2753,-0.1947,1.0133,0,0.5,552,182,,54.9
2025-12-29,2025Q4,2025-12-01,0,19,first_print,0.4965,,0.8731,0.7925,-0.3766,-0.296,0.9995,0,0.5,552,182,,54.9
2026-01-05,2025Q4,2025-12-01,1,19,first_print,0.6102,,0.8731,0.7925,-0.2629,-0.1823,0.8897,0,0.5,553,182,,54.8
2026-01-12,2025Q4,2025-12-01,1,19,first_print,0.6274,,0.8731,0.7925,-0.2456,-0.1651,0.9019,0,0.5,553,182,,55.0
2026-01-19,2025Q4,2025-12-01,1,19,first_print,0.6449,,0.8731,0.7925,-0.2282,-0.1476,0.9158,0,0.5,553,182,,55.0
2026-01-26,2025Q4,2025-12-01,1,19,first_print,0.6593,,0.8731,0.7925,-0.2138,-0.1332,0.915,0,0.5,553,182,,55.1
2026-02-02,2025Q4,2025-12-01,2,19,first_print,0.6022,,0.8731,0.7925,-0.2709,-0.1903,0.9441,0,0.5,554,182,,55.4
2026-02-09,2025Q4,2025-12-01,2,19,first_print,0.5894,,0.8731,0.7925,-0.2837,-0.2031,0.9337,0,0.5,554,182,,55.1
2026-02-16,2025Q4,2025-12-01,2,19,first_print,0.6014,,0.8731,0.7925,-0.2717,-0.1911,0.9969,0,0.5,554,182,,55.6
2026-02-23,2025Q4,2025-12-01,2,19,first_print,0.6662,,0.8731,0.7925,-0.2068,-0.1263,1.0102,0,0.5,554,182,,54.9
2026-03-02,2025Q4,2025-12-01,3,19,first_print,0.6602,0.6415,0.8731,0.7925,-0.2129,-0.1323,1.0345,0,0.5,555,182,,55.1
2026-03-09,2026Q1,2026-03-01,0,19,first_print,0.6372,,0.2743,0.2743,0.3629,0.3629,0.9694,0,0.5,555,183,,56.1
2026-03-16,2026Q1,2026-03-01,0,19,first_print,0.5867,,0.2743,0.2743,0.3124,0.3124,0.9669,0,0.5,555,183,,55.5
2026-03-23,2026Q1,2026-03-01,0,19,first_print,0.648,,0.2743,0.2743,0.3737,0.3737,0.9733,0,0.5,555,183,,61.1
2026-03-30,2026Q1,2026-03-01,0,19,first_print,0.648,,0.2743,0.2743,0.3737,0.3737,0.9733,0,0.5,555,183,,60.3
2026-04-06,2026Q1,2026-03-01,1,19,first_print,0.6139,,0.2743,0.2743,0.3396,0.3396,1.0406,0,0.5,556,183,,59.3
2026-04-13,2026Q1,2026-03-01,1,19,first_print,0.5569,,0.2743,0.2743,0.2826,0.2826,0.8711,0,0.5,556,183,,58.6
2026-04-20,2026Q1,2026-03-01,1,19,first_print,0.5687,,0.2743,0.2743,0.2944,0.2944,0.7237,0,0.5,556,183,,58.2
2026-04-27,2026Q1,2026-03-01,1,19,first_print,0.5687,,0.2743,0.2743,0.2944,0.2944,0.7237,0,0.5,556,183,,58.3
2026-05-04,2026Q1,2026-03-01,2,19,first_print,0.6464,,0.2743,0.2743,0.3721,0.3721,1.0917,0,0.5,557,183,,58.1
2026-05-11,2026Q1,2026-03-01,2,19,first_print,0.5536,,0.2743,0.2743,0.2793,0.2793,1.2664,0,0.5,557,183,,58.3
