asof,target,target_date,horizon_months,seed,target_series,nowcast_qq,forecast_next_qq,actual_qq,first_print_qq,error_qq,error_first_print_qq,gdp_global_loading,collapsed,collapse_floor,cols,gdp_obs,deflator_skipped,seconds
2024-01-15,2023Q4,2023-12-01,1,13,first_print,0.3951,,-0.0078,0.2395,0.4029,0.1556,0.8742,0,0.5,529,174,cpi_monthly_live,53.9
2024-01-22,2023Q4,2023-12-01,1,13,first_print,0.4251,,-0.0078,0.2395,0.4328,0.1856,0.8888,0,0.5,529,174,cpi_monthly_live,54.3
2024-01-29,2023Q4,2023-12-01,1,13,first_print,0.3206,,-0.0078,0.2395,0.3284,0.0811,1.0845,0,0.5,529,174,cpi_monthly_live,53.6
2024-02-05,2023Q4,2023-12-01,2,13,first_print,0.2962,,-0.0078,0.2395,0.3039,0.0567,0.8116,0,0.5,530,174,cpi_monthly_live,54.0
2024-02-12,2023Q4,2023-12-01,2,13,first_print,0.2511,,-0.0078,0.2395,0.2588,0.0116,0.9098,0,0.5,530,174,cpi_monthly_live,54.8
2024-02-19,2023Q4,2023-12-01,2,13,first_print,0.25,,-0.0078,0.2395,0.2578,0.0105,0.9123,0,0.5,530,174,cpi_monthly_live,57.3
2024-02-26,2023Q4,2023-12-01,2,13,first_print,0.1984,,-0.0078,0.2395,0.2062,-0.0411,0.9945,0,0.5,530,174,cpi_monthly_live,59.1
2024-03-04,2024Q1,2024-03-01,0,13,first_print,0.3932,,0.2443,0.1275,0.1489,0.2657,0.8834,0,0.5,531,175,cpi_monthly_live,57.1
2024-03-11,2024Q1,2024-03-01,0,13,first_print,0.3793,,0.2443,0.1275,0.135,0.2518,0.898,0,0.5,531,175,cpi_monthly_live,57.1
2024-03-18,2024Q1,2024-03-01,0,13,first_print,0.4654,,0.2443,0.1275,0.221,0.3379,0.9214,0,0.5,531,175,cpi_monthly_live,58.1
2024-03-25,2024Q1,2024-03-01,0,13,first_print,0.3856,,0.2443,0.1275,0.1412,0.2581,0.9142,0,0.5,531,175,cpi_monthly_live,57.5
2024-04-01,2024Q1,2024-03-01,1,13,first_print,0.4679,,0.2443,0.1275,0.2236,0.3404,0.9124,0,0.5,532,175,cpi_monthly_live,58.0
2024-04-08,2024Q1,2024-03-01,1,13,first_print,0.6089,,0.2443,0.1275,0.3646,0.4814,0.821,0,0.5,532,175,cpi_monthly_live,58.7
2024-04-15,2024Q1,2024-03-01,1,13,first_print,0.4993,,0.2443,0.1275,0.2549,0.3718,0.9578,0,0.5,532,175,cpi_monthly_live,57.2
2024-04-22,2024Q1,2024-03-01,1,13,first_print,0.5008,,0.2443,0.1275,0.2564,0.3733,0.9486,0,0.5,532,175,cpi_monthly_live,57.7
2024-04-29,2024Q1,2024-03-01,1,13,first_print,0.4956,,0.2443,0.1275,0.2512,0.3681,0.9002,0,0.5,532,175,cpi_monthly_live,58.4
2024-05-06,2024Q1,2024-03-01,2,13,first_print,0.4247,,0.2443,0.1275,0.1804,0.2972,0.8964,0,0.5,533,175,cpi_monthly_live,58.5
2024-05-13,2024Q1,2024-03-01,2,13,first_print,0.5121,,0.2443,0.1275,0.2678,0.3846,0.8118,0,0.5,533,175,cpi_monthly_live,58.9
2024-05-20,2024Q1,2024-03-01,2,13,first_print,0.4887,,0.2443,0.1275,0.2444,0.3612,0.8633,0,0.5,533,175,cpi_monthly_live,58.4
2024-05-27,2024Q1,2024-03-01,2,13,first_print,0.484,,0.2443,0.1275,0.2396,0.3565,0.8393,0,0.5,533,175,cpi_monthly_live,65.7
2024-06-03,2024Q2,2024-06-01,0,13,first_print,0.5004,,0.2518,0.2246,0.2486,0.2758,0.8839,0,0.5,534,176,cpi_monthly_live,65.2
2024-06-10,2024Q2,2024-06-01,0,13,first_print,0.4168,,0.2518,0.2246,0.1651,0.1922,0.9919,0,0.5,534,176,cpi_monthly_live,62.5
2024-06-17,2024Q2,2024-06-01,0,13,first_print,0.4175,,0.2518,0.2246,0.1657,0.1929,0.9907,0,0.5,534,176,cpi_monthly_live,61.0
2024-06-24,2024Q2,2024-06-01,0,13,first_print,0.4079,,0.2518,0.2246,0.1561,0.1833,0.7748,0,0.5,534,176,cpi_monthly_live,60.3
2024-07-01,2024Q2,2024-06-01,1,13,first_print,0.3523,,0.2518,0.2246,0.1005,0.1277,0.7402,0,0.5,535,176,cpi_monthly_live,60.5
2024-07-08,2024Q2,2024-06-01,1,13,first_print,0.3643,,0.2518,0.2246,0.1125,0.1397,0.857,0,0.5,535,176,cpi_monthly_live,60.8
2024-07-15,2024Q2,2024-06-01,1,13,first_print,0.297,,0.2518,0.2246,0.0453,0.0724,1.0199,0,0.5,535,176,cpi_monthly_live,60.6
2024-07-22,2024Q2,2024-06-01,1,13,first_print,0.3318,,0.2518,0.2246,0.08,0.1072,0.9832,0,0.5,535,176,cpi_monthly_live,61.4
2024-07-29,2024Q2,2024-06-01,1,13,first_print,0.303,,0.2518,0.2246,0.0512,0.0784,0.9784,0,0.5,535,176,cpi_monthly_live,60.4
2024-08-05,2024Q2,2024-06-01,2,13,first_print,0.4892,,0.2518,0.2246,0.2374,0.2646,0.8633,0,0.5,536,176,cpi_monthly_live,54.8
2024-08-12,2024Q2,2024-06-01,2,13,first_print,0.4314,,0.2518,0.2246,0.1796,0.2068,0.833,0,0.5,536,176,cpi_monthly_live,53.6
2024-08-19,2024Q2,2024-06-01,2,13,first_print,0.3833,,0.2518,0.2246,0.1315,0.1587,0.9185,0,0.5,536,176,cpi_monthly_live,53.7
2024-08-26,2024Q2,2024-06-01,2,13,first_print,0.4503,,0.2518,0.2246,0.1985,0.2257,0.8036,0,0.5,536,176,cpi_monthly_live,53.1
2024-09-02,2024Q2,2024-06-01,3,13,first_print,0.2554,0.296,0.2518,0.2246,0.0036,0.0308,1.014,0,0.5,537,176,cpi_monthly_live,53.2
2024-09-09,2024Q3,2024-09-01,0,13,first_print,0.2391,,0.3056,0.3337,-0.0665,-0.0946,0.9312,0,0.5,537,177,cpi_monthly_live,53.4
2024-09-16,2024Q3,2024-09-01,0,13,first_print,0.3301,,0.3056,0.3337,0.0245,-0.0036,0.952,0,0.5,537,177,cpi_monthly_live,53.4
2024-09-23,2024Q3,2024-09-01,0,13,first_print,0.1679,,0.3056,0.3337,-0.1377,-0.1658,0.9869,0,0.5,537,177,cpi_monthly_live,53.5
2024-09-30,2024Q3,2024-09-01,0,13,first_print,0.0777,,0.3056,0.3337,-0.228,-0.256,0.8414,0,0.5,537,177,cpi_monthly_live,53.4
2024-10-07,2024Q3,2024-09-01,1,13,first_print,0.4165,,0.3056,0.3337,0.1108,0.0828,0.8081,0,0.5,538,177,cpi_monthly_live,53.3
2024-10-14,2024Q3,2024-09-01,1,13,first_print,0.1941,,0.3056,0.3337,-0.1116,-0.1396,0.7415,0,0.5,538,177,cpi_monthly_live,53.4
2024-10-21,2024Q3,2024-09-01,1,13,first_print,0.4075,,0.3056,0.3337,0.1019,0.0738,0.7419,0,0.5,538,177,cpi_monthly_live,53.1
2024-10-28,2024Q3,2024-09-01,1,13,first_print,0.4075,,0.3056,0.3337,0.1019,0.0738,0.7419,0,0.5,538,177,cpi_monthly_live,53.3
2024-11-04,2024Q3,2024-09-01,2,13,first_print,0.3894,,0.3056,0.3337,0.0837,0.0557,0.9749,0,0.5,539,177,,53.8
2024-11-11,2024Q3,2024-09-01,2,13,first_print,0.4497,,0.3056,0.3337,0.1441,0.116,0.9451,0,0.5,539,177,,53.3
2024-11-18,2024Q3,2024-09-01,2,13,first_print,0.4259,,0.3056,0.3337,0.1203,0.0922,0.8309,0,0.5,539,177,,53.2
2024-11-25,2024Q3,2024-09-01,2,13,first_print,0.4795,,0.3056,0.3337,0.1739,0.1458,0.8154,0,0.5,539,177,,52.8
2024-12-02,2024Q3,2024-09-01,3,13,first_print,0.2975,0.462,0.3056,0.3337,-0.0081,-0.0362,0.9181,0,0.5,540,177,,53.3
2024-12-09,2024Q4,2024-12-01,0,13,first_print,0.595,,0.4372,0.5833,0.1578,0.0117,0.9116,0,0.5,540,178,,53.3
2024-12-16,2024Q4,2024-12-01,0,13,first_print,0.5573,,0.4372,0.5833,0.1202,-0.026,0.9719,0,0.5,540,178,,54.7
2024-12-23,2024Q4,2024-12-01,0,13,first_print,0.5593,,0.4372,0.5833,0.1221,-0.024,0.8843,0,0.5,540,178,,56.0
2024-12-30,2024Q4,2024-12-01,0,13,first_print,0.5541,,0.4372,0.5833,0.117,-0.0292,0.8415,0,0.5,540,178,,55.6
2025-01-06,2024Q4,2024-12-01,1,13,first_print,0.4774,,0.4372,0.5833,0.0403,-0.1059,0.7081,0,0.5,541,178,,55.7
2025-01-13,2024Q4,2024-12-01,1,13,first_print,0.5711,,0.4372,0.5833,0.1339,-0.0122,0.9402,0,0.5,541,178,,56.0
2025-01-20,2024Q4,2024-12-01,1,13,first_print,0.4847,,0.4372,0.5833,0.0475,-0.0986,0.7815,0,0.5,541,178,,56.4
2025-01-27,2024Q4,2024-12-01,1,13,first_print,0.4847,,0.4372,0.5833,0.0475,-0.0986,0.7815,0,0.5,541,178,,56.8
2025-02-03,2024Q4,2024-12-01,2,13,first_print,0.4647,,0.4372,0.5833,0.0276,-0.1186,0.8746,0,0.5,542,178,,60.9
2025-02-10,2024Q4,2024-12-01,2,13,first_print,0.5474,,0.4372,0.5833,0.1103,-0.0359,0.8797,0,0.5,542,178,,55.9
2025-02-17,2024Q4,2024-12-01,2,13,first_print,0.6012,,0.4372,0.5833,0.164,0.0179,0.8592,0,0.5,542,178,,57.3
2025-02-24,2024Q4,2024-12-01,2,13,first_print,0.4873,,0.4372,0.5833,0.0501,-0.096,0.8214,0,0.5,542,178,,57.3
2025-03-03,2024Q4,2024-12-01,3,13,first_print,0.6789,0.7228,0.4372,0.5833,0.2417,0.0956,0.8585,0,0.5,543,178,,57.8
2025-03-10,2025Q1,2025-03-01,0,13,first_print,0.6386,,0.2604,0.2111,0.3783,0.4275,0.9421,0,0.5,543,179,,56.0
2025-03-17,2025Q1,2025-03-01,0,13,first_print,0.5087,,0.2604,0.2111,0.2484,0.2976,0.9352,0,0.5,543,179,,54.0
2025-03-24,2025Q1,2025-03-01,0,13,first_print,0.5878,,0.2604,0.2111,0.3274,0.3767,0.9167,0,0.5,543,179,,54.0
2025-03-31,2025Q1,2025-03-01,0,13,first_print,0.5649,,0.2604,0.2111,0.3045,0.3538,0.9552,0,0.5,543,179,,54.1
2025-04-07,2025Q1,2025-03-01,1,13,first_print,0.5644,,0.2604,0.2111,0.304,0.3533,0.9663,0,0.5,544,179,,54.4
2025-04-14,2025Q1,2025-03-01,1,13,first_print,0.597,,0.2604,0.2111,0.3366,0.3859,0.8671,0,0.5,544,179,,54.2
2025-04-21,2025Q1,2025-03-01,1,13,first_print,0.5868,,0.2604,0.2111,0.3265,0.3757,0.8343,0,0.5,544,179,,53.7
2025-04-28,2025Q1,2025-03-01,1,13,first_print,0.5831,,0.2604,0.2111,0.3227,0.372,0.8311,0,0.5,544,179,,54.5
2025-05-05,2025Q1,2025-03-01,2,13,first_print,0.5615,,0.2604,0.2111,0.3011,0.3504,0.6254,0,0.5,545,179,,54.1
2025-05-12,2025Q1,2025-03-01,2,13,first_print,0.5666,,0.2604,0.2111,0.3062,0.3555,0.8531,0,0.5,545,179,,54.0
2025-05-19,2025Q1,2025-03-01,2,13,first_print,0.5925,,0.2604,0.2111,0.3321,0.3814,0.6542,0,0.5,545,179,,54.1
2025-05-26,2025Q1,2025-03-01,2,13,first_print,0.5693,,0.2604,0.2111,0.3089,0.3582,0.7847,0,0.5,545,179,,54.1
2025-06-02,2025Q1,2025-03-01,3,13,first_print,0.5831,0.4563,0.2604,0.2111,0.3227,0.372,0.5731,0,0.5,546,179,,53.9
2025-06-09,2025Q2,2025-06-01,0,13,first_print,0.3345,,0.9687,0.601,-0.6342,-0.2665,0.7053,0,0.5,546,180,,53.7
2025-06-16,2025Q2,2025-06-01,0,13,first_print,0.3045,,0.9687,0.601,-0.6642,-0.2965,0.7769,0,0.5,546,180,,54.0
2025-06-23,2025Q2,2025-06-01,0,13,first_print,0.3104,,0.9687,0.601,-0.6583,-0.2906,0.8115,0,0.5,546,180,,53.9
2025-06-30,2025Q2,2025-06-01,0,13,first_print,0.3381,,0.9687,0.601,-0.6306,-0.2629,0.96,0,0.5,546,180,,54.2
2025-07-07,2025Q2,2025-06-01,1,13,first_print,0.3509,,0.9687,0.601,-0.6178,-0.2501,0.9434,0,0.5,547,180,,54.1
2025-07-14,2025Q2,2025-06-01,1,13,first_print,0.4197,,0.9687,0.601,-0.549,-0.1813,0.842,0,0.5,547,180,,54.2
2025-07-21,2025Q2,2025-06-01,1,13,first_print,0.3603,,0.9687,0.601,-0.6085,-0.2407,0.8787,0,0.5,547,180,,54.2
2025-07-28,2025Q2,2025-06-01,1,13,first_print,0.3603,,0.9687,0.601,-0.6085,-0.2407,0.8787,0,0.5,547,180,,53.8
2025-08-04,2025Q2,2025-06-01,2,13,first_print,0.4685,,0.9687,0.601,-0.5002,-0.1325,0.7414,0,0.5,548,180,,54.2
2025-08-11,2025Q2,2025-06-01,2,13,first_print,0.4364,,0.9687,0.601,-0.5323,-0.1646,0.8408,0,0.5,548,180,,54.3
2025-08-18,2025Q2,2025-06-01,2,13,first_print,0.4551,,0.9687,0.601,-0.5136,-0.1459,0.8429,0,0.5,548,180,,53.5
2025-08-25,2025Q2,2025-06-01,2,13,first_print,0.3811,,0.9687,0.601,-0.5876,-0.2199,0.736,0,0.5,548,180,,53.7
2025-09-01,2025Q2,2025-06-01,3,13,first_print,0.4624,0.5111,0.9687,0.601,-0.5063,-0.1386,1.0454,0,0.5,549,180,,54.0
2025-09-08,2025Q3,2025-09-01,0,13,first_print,0.442,,0.382,0.3913,0.06,0.0507,0.8562,0,0.5,549,181,,54.0
2025-09-15,2025Q3,2025-09-01,0,13,first_print,0.6415,,0.382,0.3913,0.2596,0.2502,0.8437,0,0.5,549,181,,54.1
2025-09-22,2025Q3,2025-09-01,0,13,first_print,0.5845,,0.382,0.3913,0.2026,0.1932,0.9019,0,0.5,549,181,,54.1
2025-09-29,2025Q3,2025-09-01,0,13,first_print,0.5897,,0.382,0.3913,0.2077,0.1984,0.8695,0,0.5,549,181,,54.3
2025-10-06,2025Q3,2025-09-01,1,13,first_print,0.5916,,0.382,0.3913,0.2097,0.2003,0.8297,0,0.5,550,181,,54.1
2025-10-13,2025Q3,2025-09-01,1,13,first_print,0.6245,,0.382,0.3913,0.2425,0.2332,1.0097,0,0.5,550,181,,54.1
2025-10-20,2025Q3,2025-09-01,1,13,first_print,0.6152,,0.382,0.3913,0.2333,0.2239,0.9191,0,0.5,550,181,,54.2
2025-10-27,2025Q3,2025-09-01,1,13,first_print,0.6363,,0.382,0.3913,0.2544,0.245,1.1279,0,0.5,550,181,,54.4
2025-11-03,2025Q3,2025-09-01,2,13,first_print,0.5663,,0.382,0.3913,0.1843,0.175,0.9116,0,0.5,551,181,,54.2
2025-11-10,2025Q3,2025-09-01,2,13,first_print,0.6144,,0.382,0.3913,0.2324,0.2231,0.7313,0,0.5,551,181,,54.1
2025-11-17,2025Q3,2025-09-01,2,13,first_print,0.6263,,0.382,0.3913,0.2444,0.235,0.7135,0,0.5,551,181,,55.1
2025-11-24,2025Q3,2025-09-01,2,13,first_print,0.6361,,0.382,0.3913,0.2541,0.2448,0.6551,0,0.5,551,181,,54.5
2025-12-01,2025Q3,2025-09-01,3,13,first_print,0.5092,0.5569,0.382,0.3913,0.1272,0.1179,0.8027,0,0.5,552,181,,54.6
2025-12-08,2025Q4,2025-12-01,0,13,first_print,0.605,,0.8731,0.7925,-0.268,-0.1875,0.8987,0,0.5,552,182,,54.7
2025-12-15,2025Q4,2025-12-01,0,13,first_print,0.5358,,0.8731,0.7925,-0.3372,-0.2567,0.8481,0,0.5,552,182,,54.4
2025-12-22,2025Q4,2025-12-01,0,13,first_print,0.545,,0.8731,0.7925,-0.3281,-0.2475,0.8792,0,0.5,552,182,,54.1
2025-12-29,2025Q4,2025-12-01,0,13,first_print,0.5505,,0.8731,0.7925,-0.3225,-0.242,0.9376,0,0.5,552,182,,54.0
2026-01-05,2025Q4,2025-12-01,1,13,first_print,0.6097,,0.8731,0.7925,-0.2634,-0.1828,0.7728,0,0.5,553,182,,54.4
2026-01-12,2025Q4,2025-12-01,1,13,first_print,0.5965,,0.8731,0.7925,-0.2766,-0.196,0.8216,0,0.5,553,182,,54.6
2026-01-19,2025Q4,2025-12-01,1,13,first_print,0.538,,0.8731,0.7925,-0.3351,-0.2545,0.825,0,0.5,553,182,,54.6
2026-01-26,2025Q4,2025-12-01,1,13,first_print,0.5617,,0.8731,0.7925,-0.3114,-0.2308,0.8211,0,0.5,553,182,,54.7
2026-02-02,2025Q4,2025-12-01,2,13,first_print,0.6434,,0.8731,0.7925,-0.2297,-0.1491,0.7622,0,0.5,554,182,,54.6
2026-02-09,2025Q4,2025-12-01,2,13,first_print,0.6542,,0.8731,0.7925,-0.2188,-0.1383,0.7964,0,0.5,554,182,,54.7
2026-02-16,2025Q4,2025-12-01,2,13,first_print,0.6161,,0.8731,0.7925,-0.257,-0.1764,0.8336,0,0.5,554,182,,54.5
2026-02-23,2025Q4,2025-12-01,2,13,first_print,0.6376,,0.8731,0.7925,-0.2355,-0.1549,0.9076,0,0.5,554,182,,54.7
2026-03-02,2025Q4,2025-12-01,3,13,first_print,0.5966,0.6628,0.8731,0.7925,-0.2765,-0.1959,0.9356,0,0.5,555,182,,54.7
2026-03-09,2026Q1,2026-03-01,0,13,first_print,0.6798,,0.2743,0.2743,0.4055,0.4055,0.9338,0,0.5,555,183,,55.7
2026-03-16,2026Q1,2026-03-01,0,13,first_print,0.6465,,0.2743,0.2743,0.3722,0.3722,0.9547,0,0.5,555,183,,55.2
2026-03-23,2026Q1,2026-03-01,0,13,first_print,0.6001,,0.2743,0.2743,0.3258,0.3258,0.8636,0,0.5,555,183,,58.9
2026-03-30,2026Q1,2026-03-01,0,13,first_print,0.6001,,0.2743,0.2743,0.3258,0.3258,0.8636,0,0.5,555,183,,59.9
2026-04-06,2026Q1,2026-03-01,1,13,first_print,0.6154,,0.2743,0.2743,0.341,0.3411,0.7936,0,0.5,556,183,,58.7
2026-04-13,2026Q1,2026-03-01,1,13,first_print,0.6007,,0.2743,0.2743,0.3264,0.3264,0.8712,0,0.5,556,183,,58.2
2026-04-20,2026Q1,2026-03-01,1,13,first_print,0.5342,,0.2743,0.2743,0.2599,0.2599,1.0632,0,0.5,556,183,,58.4
2026-04-27,2026Q1,2026-03-01,1,13,first_print,0.5342,,0.2743,0.2743,0.2599,0.2599,1.0632,0,0.5,556,183,,57.4
2026-05-04,2026Q1,2026-03-01,2,13,first_print,0.642,,0.2743,0.2743,0.3677,0.3677,1.1525,0,0.5,557,183,,57.7
2026-05-11,2026Q1,2026-03-01,2,13,first_print,0.6401,,0.2743,0.2743,0.3658,0.3658,0.8261,0,0.5,557,183,,57.4
