date,emp,ft_emp,pt_emp,ue,ud,hours,doe_ads,anz_ads,nab_cond,nab_profit,nab_trade,nab_emp,nab_forward,nab_stocks,nab_conf,nab_cu,aig_pmi,aig_psi,aig_pci,new_reg,anz_finance,anz_sent,wmi_finance,wmi_sent,rt,mv,arrivals,export,import,res_ba,hs_ba,nh_ba,alt_add,non_res_ba,acr,credit,credit_housing,credit_personal,credit_business,firmmbab90,fcmygbag3,fcmygbag5,fcmygbag10,scrigbag3,scrigbag5,scrigbag10,twi,asx200,icp,house_prices,mt103s,credit_card,debit_card
1/10/2016,11990.67392,8164.023437,3826.650478,5.5745006,1084.207485,1665469.032,163397.026,,,,,,,,,,,,,0.86931245,,,,102.4233569,25575.8,,1589725.894,29129,30160,16556,9691,6865,661330,3066348,,2615.2764,1563.988984,182.5774895,874.9918779,1.74,1.6925,1.8325,2.2,-0.0475,0.0925,0.46,65,,67.25804269,,,26507.16609,22537.44796
1/11/2016,12013.76203,8199.79173,3813.970301,5.765401,1083.168762,1667882.741,162066.205,,,,,,,,,,,,,0.846712737,,,,101.2681836,25646.2,,1594264.192,32009,29839,18322,9775,8547,630723,3038594,,2627.898585,1572.429201,182.4626401,878.8122108,1.76,1.795,2.015,2.505,0.035,0.255,0.745,65.3,,76.61508521,,,26593.32682,22835.0758
1/12/2016,12033.78877,8213.37098,3820.417792,5.8313324,1098.996253,1674521.563,162891.178,,,,,,,,,,,,,0.843562317,,,,97.33508451,25673.4,,1627215.141,34385,30294,18352,9507,8845,740024,3216550,,2645.650246,1580.939658,182.1993701,888.1289046,1.78,1.965,2.24,2.7925,0.185,0.46,1.0125,63.9,,81.80208885,,,26642.40686,23010.78121
1/01/2017,12050.45241,8156.875101,3893.577308,5.6923717,1123.311203,1695632.658,162026.011,,,,,,,,,,,,,0.826322923,,,,97.42471,25738.4,,1632714.87,32398,31522,17069,9300,7769,626883,2871227,,2651.732569,1589.426594,181.978062,885.3933426,1.78,1.95,2.21,2.7275,0.17,0.43,0.9475,65.8,,81.91117296,,,26966.24003,23362.91804
1/02/2017,12051.50363,8200.938533,3850.565102,5.8478433,1153.631865,1663299.067,165831.625,,,,,,,,,,,,,0.872619765,,,,99.6362229,25663.9,,1639936.927,32544,30079,18686,9599,9087,669560,3610294,,2659.407516,1597.542061,181.8388078,884.8035557,1.78,1.9375,2.2175,2.75,0.1575,0.4375,0.97,66.7,,81.44526541,,,26833.38921,23417.1278
1/03/2017,12115.9646,8277.381613,3838.582992,5.8476396,1107.608568,1679769.989,164868.579,,,,,,,,,,,,,0.864486416,,,,99.71078479,25666,,1582458.073,32976,31375,16525,9410,7115,731804,3654553,,2667.469869,1606.417157,181.5302425,884.1781961,1.79,1.985,2.2925,2.81,0.195,0.5025,1.02,66.2,,80.59657216,,,26718.39955,23383.30122
1/04/2017,12167.48657,8274.564232,3892.922341,5.6127226,1128.886278,1664653.228,171369.502,,,,,,,,,,,,,0.854495973,,,,99.03647497,25877.6,,1712502.769,30983,31034,18207,9629,8578,592069,4507481,,2677.947224,1614.212117,181.5893855,886.9605787,1.77,1.8,2.0875,2.56,0.03,0.3175,0.79,64.5,,77.79970731,,,26998.62675,23586.55109
1/05/2017,12191.06322,8333.639209,3857.424013,5.5421273,1120.861251,1713477.478,173314.85,,,,,,,,,,,,,0.874047274,,,,97.9913733,25969.4,,1632056.126,32957,30802,16991,9938,7053,666110,4467263,,2690.112397,1623.991097,181.6434856,888.924129,1.73,1.775,2.0525,2.5425,0.045,0.3225,0.8125,63.8,,75.70178666,,,27028.46039,24083.67201
1/06/2017,12228.69924,8399.9078,3828.791443,5.5997654,1090.077755,1708718.838,176837.31,,,,,,,,,,,,,0.848508017,,,,96.23366486,26033.4,,1663357.187,32161,31507,18756,10178,8578,706089,3941350,,2709.572385,1633.11736,181.3623346,898.9665462,1.72,1.7625,1.9875,2.4075,0.0425,0.2675,0.6875,65.5,,72.65444189,,,27143.34057,24270.38775
1/07/2017,12258.218,8389.836494,3868.38151,5.6074596,1109.776782,1700136.333,176434.337,,,,,,,,,,,,,0.85152394,,,,96.59595014,26034.5,,1671003.934,32398,31533,19267,10345,8922,661899,4351062,,2720.908056,1641.440028,181.3458311,902.2815771,1.7,1.95,2.2125,2.6425,0.25,0.5125,0.9425,67.3,,71.82266941,,,27189.98394,24160.0981
1/08/2017,12314.61842,8435.49419,3879.124228,5.5252674,1123.137332,1704871.761,175708.026,,,,,,,,,,,,,0.812586451,,,,95.45397808,25901.9,,1658561.43,31960,31428,19529,10344,9185,656298,3766783,,2732.064301,1649.843766,181.0191889,904.9388623,1.7,1.9375,2.185,2.5975,0.2375,0.485,0.8975,66.3,,73.63180177,,,26936.66517,24510.638
1/09/2017,12352.08518,8443.210435,3908.87475,5.450234,1116.651426,1712623.938,175833.963,,,,,,,,,,,,,0.806933993,,,,97.86753836,25960.3,,1682304.029,32465,31549,19838,10231,9607,659846,5228691,,2741.025187,1657.838384,180.9708093,905.9652968,1.72,2.06,2.3,2.7,0.34,0.58,0.98,66.2,,74.69568997,,,27242.78885,24615.43302
1/10/2017,12361.24657,8470.796368,3890.450202,5.351948,1110.281092,1716705.721,177158.602,,,,,,,,,,,,,0.813705753,,,,101.3512932,26018.1,,1671304.387,31849,31477,19669,10287,9382,751934,4602377,,2751.623209,1665.913829,180.7494854,908.8572359,1.7,2.07,2.34,2.78,0.37,0.64,1.08,64.9,,73.37119643,,,27372.29838,24993.9204
1/11/2017,12412.17725,8518.756307,3893.420942,5.4209299,1115.266845,1729851.593,178365.725,,,,,,,,,,,,,0.81127353,,,,99.67651286,26319,,1679087.621,32001,31620,22955,10181,12774,730916,4263902,,2765.923757,1673.625322,180.2065665,915.6090576,1.72,1.92,2.16,2.57,0.2,0.44,0.85,63.6,,75.79310888,,,27494.13619,25225.69817
1/12/2017,12447.49095,8525.720433,3921.770521,5.607632,1116.637853,1721645.464,174253.043,,,,,,,,,,,,,0.835085686,,,,103.274843,26348.2,,1701351.595,32621,34271,17932,10279,7653,700780,4072086,,2773.691907,1681.185822,179.9984262,915.6873342,1.77,2.03,2.25,2.58,0.26,0.48,0.81,64.9,,77.84134586,,,27772.33088,25300.67511
1/01/2018,12478.95948,8509.153564,3969.80592,5.514392,1154.868515,1701468.602,177835.21,,,,,,,,,,,,,0.823353225,,,,105.1310116,26327.3,,1674190.274,34109,33420,19548,9932,9616,709936,3491105,,2780.931142,1688.919501,180.1656431,914.4713686,1.79,2.16,2.39,2.75,0.37,0.6,0.96,65.6,,79.88020353,,,27847.04371,25910.10324
1/02/2018,12472.36524,8527.606739,3944.758504,5.5629678,1117.825821,1723752.931,181198.306,,,,,,,,,,,,,0.801100873,,,,102.7451673,26429.8,,1753683.104,34660,34035,18828,10377,8451,735580,4115937,,2789.569804,1697.325682,179.7610541,914.9703282,1.77,2.12,2.4,2.86,0.35,0.63,1.09,63.6,,83.26325037,,,27848.53831,25948.95322
1/03/2018,12488.65436,8504.833964,3983.820399,5.5046598,1134.120656,1726789.997,190035.265,,,,,,,,,,,,,0.777623576,,,,102.9567224,26422.3,,1741059.492,34312,34171,19705,10579,9126,684073,3424345,,2800.516945,1704.966075,179.4361841,918.3376207,1.93,2.1,2.35,2.72,0.17,0.42,0.79,62.3,,82.65805946,,,28022.89477,25928.56904
1/04/2018,12506.2217,8541.943222,3964.278481,5.5291188,1121.890139,1742867.969,186841.161,,,,,,,,,,,,,0.831201808,,,,102.3816233,26548.7,,1744625.315,34664,33404,18295,10757,7538,686968,3597895,,2810.546278,1711.576723,179.0798631,922.4722775,2.06,2.18,2.42,2.74,0.12,0.36,0.68,62.1,,81.15666007,,,27874.15937,26410.07578
1/05/2018,12499.34137,8517.419322,3981.922047,5.3892857,1115.980234,1731837.768,187166.238,,,,,,,,,,,,,0.787821157,,,,101.7782413,26647.1,,1714669.596,35783,34912,18152,10113,8039,743132,3425204,,2817.696036,1718.398423,179.0256578,922.5287535,1.96,2.17,2.41,2.79,0.21,0.45,0.83,62.8,,83.57009708,,,27376.20547,26319.98168
1/06/2018,12578.7214,8562.798432,4015.922965,5.3242151,1138.230272,1743046.57,182859.097,,,,,,,,,,,,,0.762535783,,,,102.1305807,26717.2,,1753028.697,36583,35518,19603,10319,9284,669560,3242118,,2829.159238,1724.931048,178.9807656,927.1054667,2.07,2.13,2.36,2.7,0.06,0.29,0.63,62.6,,83.93292736,,,27884.75339,26551.83001
1/07/2018,12569.92214,8593.310651,3976.611491,5.309338,1126.596229,1744686.844,184495.074,,,,,,,,,,,,,0.761916355,,,,106.0634213,26756.2,,1768114.088,37376,35017,18518,10235,8283,697718,4814289,,2841.499619,1732.163821,178.9111155,932.4566082,2.02,2.09,2.29,2.64,0.07,0.27,0.62,63.5,,85.30133949,,,28156.52129,26995.9715
1/08/2018,12618.22935,8634.87883,3983.350516,5.2835256,1094.352241,1743262.447,185339.981,,,,,,,,,,,,,0.743115532,,,,103.632606,26901.3,,1756785.186,37628,35474,16494,10049,6445,667875,3191122,,2855.258794,1738.840064,178.5713643,939.3890509,1.96,2.06,2.24,2.59,0.1,0.28,0.63,62.2,,86.65590383,,,28098.45852,27251.8081
1/09/2018,12639.86228,8662.845084,3977.017192,5.0180488,1106.258227,1747818.389,180222.249,,,,,,,,,,,,,0.735329483,,,,100.5153082,26937.5,,1757279.054,37903,35307,16985,9836,7149,710634,3512529,,2867.459074,1744.978996,178.4716548,945.8099609,1.93,2.06,2.25,2.63,0.13,0.32,0.7,62.2,,90.30372064,,,28222.88129,27165.41801
1/10/2018,12671.68239,8709.707518,3961.974877,4.9806683,1104.181842,1755868.533,177185.904,,,,,,,,,,,,,0.712580688,,,,101.4916144,27039.4,,1761099.23,38533,35786,17188,10047,7141,696742,3529562,,2878.596001,1750.28267,177.9353249,952.3088249,1.93,2.06,2.28,2.68,0.13,0.35,0.75,61.9,,92.94331053,,,28136.3958,27617.48846
1/11/2018,12702.533,8704.462971,3998.070031,5.1037531,1135.020551,1752964.152,177020.249,,,,,,,,,,,,,0.658223155,,,,104.341688,27012.7,,1746538.478,38566,35925,14971,9481,5490,707565,4288584,,2887.578805,1755.176915,177.1034824,956.9725139,1.94,2.11,2.32,2.68,0.17,0.38,0.74,63.3,,91.16336115,,,27996.25714,27546.53676
1/12/2018,12717.18253,8690.384058,4026.798469,5.0076379,1112.766804,1749204.693,178132.098,,,,,,,,,,,,,0.700717056,,,,104.4335258,27069.5,,1725694.328,38147,33476,14233,9149,5084,719203,3544551,,2894.068964,1759.81535,176.1287613,959.5102269,2.02,1.93,2.1,2.43,-0.09,0.08,0.41,60.7,,90.1039007,,,27809.11647,27556.83287
1/01/2019,12745.80162,8742.176068,4003.625552,5.0548049,1093.005819,1762512.35,184880.987,,,,,,,,,,,,,0.684989941,,,,99.5613474,27112.2,,1736321.107,39477,35373,14686,9406,5280,694560,3887773,,2899.155121,1763.869284,175.0614426,960.8628796,2.07,1.78,1.91,2.27,-0.29,-0.16,0.2,61.6,,93.45554238,,,28028.81557,27841.42147
1/02/2019,12743.02941,8726.520921,4016.508493,4.9605499,1071.20682,1764738.343,181543.646,,,,,,,,,,,,,0.680020755,,,,103.796476,27270.9,,1838457.878,39801,35221,16174,8962,7212,737549,3816185,,2904.282356,1768.52214,174.9322954,961.6445526,1.96,1.67,1.74,2.13,-0.29,-0.22,0.17,60.7,,96.19316525,,,28145.73131,28375.38144
1/03/2019,12777.22734,8782.113357,3995.113983,5.0790087,1107.734396,1777572.649,172757.579,,,,,,,,,,,,,0.703636014,,,,98.82304681,27317.9,,1709850.863,38662,34851,15100,8618,6482,751307,4244473,,2908.691641,1772.139076,174.3391746,962.4393942,1.83,1.53,1.59,1.96,-0.3,-0.24,0.13,60.5,,97.79016215,,,28142.28626,28275.78458
1/04/2019,12815.21003,8775.282106,4039.927921,5.210982,1151.088181,1769783.827,175536.466,,,,,,,,,,,,,0.697376729,,,,100.6527791,27253.3,,1784119.186,39861,35311,14352,8600,5752,699848,4268452,,2912.795971,1776.910264,173.965419,962.6299237,1.68,1.4,1.48,1.86,-0.28,-0.2,0.18,60.5,,95.39082443,,,28390.28276,28775.13189
1/05/2019,12841.8906,8770.374012,4071.516589,5.1986857,1164.812256,1766727.979,177411.204,,,,,,,,,,,,,0.674340729,,,,101.2701154,27310.2,,1817121.629,42149,35618,14544,8882,5662,702272,4342128,,2917.646986,1781.214637,173.1878645,963.6536193,1.54,1.21,1.29,1.65,-0.33,-0.25,0.11,60,,99.17322994,,,27802.74263,28773.99904
1/06/2019,12857.8996,8795.93484,4061.964759,5.2592946,1108.688443,1769512.239,172694.732,,,,,,,,,,,,,0.716117973,,,,100.6578615,27378,,1801635.353,42204,35167,15086,9050,6036,733327,4038213,,2921.360834,1784.465979,172.7008768,964.404261,1.29,0.99,1.07,1.38,-0.3,-0.22,0.09,60.1,,100.3037357,,,28322.42819,29093.80171
1/07/2019,12879.5964,8836.825855,4042.77055,5.2896827,1148.243237,1775026.849,173736.804,,,,,,,,,,,,,0.70395739,,,,96.51030735,27428.6,,1771220.758,44178,35280,13488,8781,4707,719432,4107473,,2928.523547,1788.332141,172.787115,968.0206629,1.11,0.92,1,1.31,-0.19,-0.11,0.2,59.5,,102.041982,,,28198.24469,29578.57203
1/08/2019,12928.25446,8823.2639,4104.990557,5.2745888,1169.4406,1776736.513,169059.27,,,,,,,,,,,,,0.708609916,,,,99.95700002,27536.7,,1804994.138,41834,35491,13940,8621,5319,699170,6354684,,2936.022048,1792.070193,172.0699916,972.0962348,0.98,0.69,0.71,0.95,-0.29,-0.27,-0.03,58.9,,100.3014479,,,28433.15842,29854.96067
1/09/2019,12956.67244,8858.478498,4098.193938,5.1986674,1140.449486,1780202.455,169816.469,,,,,,,,,,,,,0.720722835,,,,98.23533671,27620.4,,1785365.243,42237,36226,14598,8684,5914,731309,3995041,,2944.651693,1797.331861,170.9157657,976.9329022,0.98,0.78,0.81,1.03,-0.2,-0.17,0.05,59.2,,96.5662636,,,28914.97103,30514.09425
1/10/2019,12920.92239,8850.825167,4070.097224,5.2717295,1161.745393,1775420.308,162934.245,,,,,,,,,,,,,0.699885167,,,,92.79356215,27659.5,,1756700.497,40305,36318,14430,8300,6130,716996,4230778,,2949.925246,1802.699101,169.7954826,978.0655789,0.88,0.69,0.76,1.03,-0.19,-0.12,0.15,60,,93.03993661,,,28730.85317,30262.62306
1/11/2019,12957.79671,8854.762092,4103.03462,5.150013,1127.171545,1776395.685,155534.9,,,,,,,,,,,,,0.685588046,,,,97.00053637,27891.4,,1815422.083,40802,35115,14591,8577,6014,682241,3819917,,2957.692971,1808.220114,168.4092761,981.6091062,0.91,0.77,0.86,1.15,-0.14,-0.05,0.24,59,,92.28462324,,,28960.90738,29946.42084
1/12/2019,12974.04092,8846.360368,4127.680553,5.0481837,1124.237067,1784411.685,163595.537,,,,,,,,,,,,,0.677835414,,,,95.13060148,27767.6,,1752138.87,40836,35683,15777,8704,7073,676806,4602005,,2963.212596,1812.88321,167.4492751,983.2504867,0.9,0.77,0.88,1.2,-0.13,-0.02,0.3,60.3,,91.35511397,,,28862.82699,30771.34036
1/01/2020,12980.83702,8886.293995,4094.543022,5.2790476,1177.903244,1776173.173,166985.67,,,,,,,,,,,,,0.674023537,,,,93.38308655,27657.7,,1744627.636,38798,34552,13407,8693,4714,754491,5222656,,2972.651322,1818.640008,166.2678808,987.7580691,0.89,0.75,0.85,1.15,-0.14,-0.04,0.26,58.1,,92.26684374,,,28800.16409,30826.16083
1/02/2020,12994.01554,8872.551605,4121.463934,5.0803561,1164.042542,1772758.068,159887.711,,,,,,,,,,,,,0.706890358,,,,95.5243735,27791.6,,1623569.857,36230,33734,15913,8693,7220,722613,4370239,,2984.949538,1823.683971,165.3122802,996.1635922,0.89,0.67,0.74,0.98,-0.22,-0.15,0.09,57,,94.40255612,,,28727.43131,30713.64465
1/03/2020,12994.8076,8873.266392,4121.541208,5.2058709,1200.865712,1767438.248,117631.603,,,,,,,,,,,,,0.632221301,,,,91.94154857,30030.8,,931636.3132,41256,31350,15257,8643,6614,725247,3865105,,3017.363673,1828.89879,162.5566829,1025.374563,0.53,0.38,0.5,0.89,-0.15,-0.03,0.36,54.7,,99.86228636,,,25926.95731,31364.34173
1/04/2020,12403.32123,8635.424289,3767.89694,6.3253426,1828.825052,1587555.605,67955.463,,,,,,,,,,,,,0.544006424,,,,75.64376359,24796.5,,18134.24098,37167,29022,15040,8938,6102,635094,3729373,,3018.122366,1833.589941,157.0730913,1027.725805,0.17,0.26,0.42,0.86,0.09,0.25,0.69,57.8,,95.51909892,,,20169.23967,25973.62475
1/05/2020,12120.50119,8527.277074,3593.224118,7.0167518,1720.404473,1604735.612,90439.145,,,,,,,,,,,,,0.627446736,,,,88.06411434,28835.2,,21403.27905,34804,27810,13355,8984,4371,692144,3817738,,3013.467575,1837.535567,155.0581617,1021.166832,0.1,0.25,0.4,0.91,0.15,0.3,0.81,58.8,,93.00290428,,,21912.54596,30702.18538
1/06/2020,12361.35238,8509.009692,3852.342692,7.4428179,1554.57654,1667818.925,119611.327,,,,,,,,,,,,,0.690332068,,,,93.65160925,29660.3,,29475.07976,34925,28199,12884,8592,4292,730790,3920305,,3003.720954,1840.910929,153.9126396,1009.284305,0.1,0.26,0.4,0.92,0.16,0.3,0.82,60,,88.09985268,,,24295.3208,34018.0573
1/07/2020,12465.71288,8548.619414,3917.093461,7.5473941,1520.200812,1688394.496,134420.94,,,,,,,,,,,,,0.769198075,,,,87.92157261,30753,,17987.73938,34602,29686,15176,9444,5732,742782,4067720,,2999.271858,1845.227078,151.8026399,1002.649336,0.1,0.28,0.42,0.88,0.18,0.32,0.78,61.9,,86.08939067,,,24059.03702,34229.89447
1/08/2020,12624.56828,8580.263288,4044.30499,6.8369446,1534.589875,1689299.372,137075.425,,,,,,,,,,,,,0.771991334,,,,79.5317153,29469,,15812.35349,32836,30011,14393,9745,4648,769229,4321867,,2999.346695,1849.879227,150.3620224,998.8328208,0.1,0.27,0.43,0.89,0.17,0.33,0.79,62.6,,86.08242087,,,24228.01567,33754.87594
1/09/2020,12599.01667,8545.398548,4053.618119,6.9108902,1543.005099,1690731.825,151223.303,,,,,,,,,,,,,0.756147277,,,,93.84666586,29228.9,,16128.44797,33975,28200,16220,10763,5457,840721,2900425,,3000.764278,1856.720102,148.8931462,995.1615265,0.09,0.23,0.39,0.9,0.14,0.3,0.81,60.7,,86.45919238,,,24712.13853,34282.99857
1/10/2020,12755.03525,8644.344055,4110.691195,6.9392068,1421.596399,1729536.39,160804.72,,,,,,,,,,,,,0.770446847,,,,105.0212058,29617.8,,21420.16404,35753,29204,17464,11369,6095,841336,5434038,,3002.538012,1862.698427,147.9198066,992.0956931,0.07,0.14,0.29,0.82,0.07,0.22,0.75,59.5,,89.12582578,,,25161.28877,33769.82785
1/11/2020,12846.7878,8727.069147,4119.718652,6.8220363,1280.235261,1754634.898,175338.395,,,,,,,,,,,,,0.790997467,,,,107.6649801,31555.8,,27893.20814,36683,31608,17376,11745,5631,872099,3803056,,3006.054175,1869.422063,147.2619092,989.6331544,0.02,0.11,0.29,0.87,0.09,0.27,0.85,61.5,,91.25705863,,,27084.76645,36089.50756
1/12/2020,12874.64174,8748.809987,4125.831755,6.5791404,1174.869948,1752154.998,184030.031,,,,,,,,,,,,,0.800513044,,,,112.0385409,30516.7,,30489.93418,38645,30610,19373,13541,5832,944900,4202132,,3014.25619,1876.965021,146.5114655,990.9121802,0.02,0.11,0.34,0.98,0.09,0.32,0.96,63.4,,97.96879002,,,26974.6071,35752.27656
1/01/2021,12890.49922,8797.884906,4092.614309,6.3564168,1127.032802,1671529.479,188268.421,,,,,,,,,,,,,0.838882198,,,,106.9859248,30569.9,,21717.6297,39923,30238,16917,12298,4619,936667,4027571,,3022.915229,1884.872529,145.679766,992.0020175,0.01,0.1,0.37,1.05,0.09,0.36,1.04,63,,102.0004469,,,26546.1628,35580.88561
1/02/2021,12973.21584,8870.425932,4102.789905,5.7988503,1145.777473,1767025.403,201366.608,,,,,,,,,,,,,0.841757551,,,,109.0602679,30332.5,,23713.09673,39958,31418,19713,14060,5653,1023178,4399117,,3032.00854,1893.670399,144.8480444,993.429746,0.01,0.11,0.48,1.32,0.1,0.47,1.31,64.5,,103.491985,,,26199.59255,36038.91292
1/03/2021,13048.69529,8853.287179,4195.408113,5.612346,1093.584571,1806367.927,227522.33,,,,,,,,,,,,,0.868580619,,,,111.8428923,30725.9,,29602.13983,39473,32584,23292,14426,8866,1090514,6418299,,3048.620131,1904.113976,144.9986445,998.7117601,0.03,0.1,0.71,1.69,0.07,0.68,1.66,63.9,,106.4402171,,,27555.62655,37211.28324
1/04/2021,13026.0382,8874.263922,4151.774279,5.4255668,1085.069925,1783072.254,232912.425,,,,,,,,,,,,,0.88661128,,,,118.7773012,30960,,52785.80315,40633,31612,20347,13751,6596,1088373,4417375,,3057.31604,1914.533269,144.7178113,998.0501615,0.04,0.1,0.69,1.65,0.06,0.65,1.61,64.4,,110.0810336,,,27510.38419,36967.57538
1/05/2021,13121.97884,8958.911222,4163.067615,5.0631888,1051.726302,1812165.416,236281.777,,,,,,,,,,,,,0.908341061,,,,113.1254917,31007.7,,123935.8339,42225,32422,20769,13912,6857,1007652,5156139,,3071.954,1925.828,144.92,1001.206,0.04,0.1,0.7,1.62,0.06,0.66,1.58,63.5,,115.9641719,,,28020.18872,37289.71149
1/06/2021,13153.20887,9008.079024,4145.129842,4.9782638,1097.153025,1785917.148,231725.122,,,,,,,,,,,,,0.845348426,,,,107.2125918,30563.8,,114130.2775,43821,33033,20007,12786,7221,1020336,5483849,,3097.803,1940.947,143.648,1013.208,0.03,0.14,0.73,1.52,0.11,0.7,1.49,62.7,,125.0394671,,,27185.13681,36757.38707
1/07/2021,13154.69885,9016.669039,4138.02981,4.6998177,1149.582006,1786911.51,229978.194,,,,,,,,,,,,,0.872426551,,,,108.8470407,29761.4,,62889.72256,47213,33257,18349,12215,6134,1033786,4115233,,3126.388,1960.613,141.648,1024.127,0.02,0.16,0.64,1.25,0.14,0.62,1.23,61.6,,132.2780406,,,24892.96207,34000.16586
1/08/2021,13019.98189,8950.064601,4069.91729,4.5728464,1272.193231,1708974.897,213112.66,,,,,,,,,,,,,0.833776258,,,,104.0927119,29261.9,,21456.13312,46708,33985,19324,12365,6959,1162411,5233499,,3145.813,1973.753,140.433,1031.627,0.01,0.15,0.57,1.12,0.14,0.56,1.11,61.2,,124.8637686,,,24795.69532,34948.1967
1/09/2021,12899.61837,8983.411547,3916.206821,4.6732543,1247.965947,1729899.749,236032.223,,,,,,,,,,,,,0.862626103,,,,106.2250153,29756.7,,13184.55298,43623,33160,19096,10644,8452,977307,4703752,,3163.979,1986.138,139.548,1038.293,0.01,0.19,0.66,1.28,0.18,0.65,1.27,60.8,,117.374959,,,25217.34444,36312.91987
1/10/2021,12851.15429,8952.069364,3899.084925,5.2286423,1280.92682,1733199.086,256291.817,,,,,,,,,,,,,0.91017757,,,,104.6419987,31132.7,,10662.20358,43552,33135,16120,10681,5439,1016721,4390717,,3179.896,1996.99,140.266,1042.64,0.04,0.58,1.11,1.72,0.54,1.07,1.68,63.1,,121.8841673,,,27088.82265,37712.5611
1/11/2021,13241.66719,9096.445289,4145.221899,4.6032504,1031.070851,1806909.235,258735.908,,,,,,,,,,,,,0.852710141,,,,105.2999887,33345,,72424.70129,45400,36118,15945,10514,5431,1034378,4927524,,3209.846,2009.424,141.242,1059.18,0.04,0.95,1.38,1.81,0.91,1.34,1.77,60.2,,128.6953449,,,29772.41707,41570.29059
1/12/2021,13311.6864,9146.671518,4165.014877,4.1707061,920.9937415,1825713.944,254854.998,,,,,,,,,,,,,0.814100402,,,,104.2771242,31967.9,,173603.6052,45795,38197,17373,10237,7136,1079257,4572032,,3234.692,2023.054,140.974,1070.664,0.06,0.93,1.32,1.61,0.87,1.26,1.55,61.1,,131.1669638,,,28165.32188,39170.21756
1/01/2022,13331.09047,9151.157237,4179.933231,4.1759323,922.2277985,1675227.746,266284.196,,,,,,,,,,,,,0.81360319,,,,102.2016401,32492,,200306.6306,49888,37892,13161,8808,4353,973633,2914850,,3255.853,2037.194,140.319,1078.34,0.07,1.15,1.54,1.88,1.08,1.47,1.81,59.3,,140.1689089,,,28567.23926,40138.52176
1/02/2022,13436.63764,9272.579083,4164.058555,4.0032751,910.3916116,1825979.879,274708.134,,,,,,,,,,,,,0.812843937,,,,100.8239533,33085.4,,286885.4152,50361,43411,18237,10165,8072,976377,6219826,,3276.691,2048.148,140.537,1088.006,0.07,1.48,1.81,2.11,1.41,1.74,2.04,60.6,,148.6573712,,,29078.51039,41184.30866
1/03/2022,13472.44304,9308.741898,4163.701142,3.9136456,884.7843931,1818820.344,283458.822,,,,,,,,,,,,,0.790737837,,,,96.62179782,33626.1,,388071.6631,50591,41709,15463,10063,5400,978731,5558152,,3297.358,2060.767,140.531,1096.06,0.17,1.88,2.21,2.5,1.71,2.04,2.33,63.6,,157.3962287,,,29238.62483,41485.11387
1/04/2022,13482.64028,9384.526738,4098.113537,3.8611975,863.1806834,1841118.709,294291.165,,,,,,,,,,,,,0.74049884,,,,95.76864495,33923.1,,594768.8983,53527,41631,15277,9959,5318,994550,4761606,,3325.946,2072.533,141.002,1112.411,0.41,2.54,2.77,3.01,2.13,2.36,2.6,63.1,,170.0518726,,,31245.95617,42101.39056
1/05/2022,13521.96081,9438.797926,4083.162884,3.8733311,817.9582478,1850158.373,297659.253,,,,,,,,,,,,,0.742978261,,,,90.40750604,34172,,728944.0954,58424,44168,16657,9856,6801,1039978,5541217,,3356.055,2085.068,141.027,1129.96,1,2.89,3.09,3.38,1.89,2.09,2.38,63.2,,169.6454915,,,31326.50289,43741.77214
1/06/2022,13590.32151,9479.192891,4111.128616,3.5431451,856.6700261,1853789.224,305114.172,,,,,,,,,,,,,0.738931932,,,,86.3539685,34239.3,,866454.1659,61731,44235,16700,10045,6655,1008641,5186979,,3385.842,2098.991,140.594,1146.257,1.6,3.29,3.5,3.77,1.69,1.9,2.17,61.8,,181.2415679,,,31844.38651,44072.1709
1/07/2022,13553.64518,9410.104264,4143.540919,3.4186743,844.6143776,1846993.328,295635.055,,,,,,,,,,,,,0.71041465,,,,83.78634432,34669.3,,982439.7013,55340,46373,13662,10151,3511,1005431,4069404,,3412.388,2111.065,140.355,1160.968,2.07,3.01,3.16,3.42,0.94,1.09,1.35,63.1,,163.259858,,,31868.13162,42902.63348
1/08/2022,13589.92616,9465.091964,4124.834194,3.4840247,837.9755761,1854093.94,300209.551,,,,,,,,,,,,,0.716666426,,,,81.24360379,34881.6,,,56774,48450,17497,10526,6971,1059985,4684782,,3437.896,2121.867,140.45,1175.579,2.31,3.08,3.16,3.37,0.77,0.85,1.06,63.3,,149.4580635,,,32184.55951,45338.36892
1/09/2022,13590.84959,9478.421435,4112.428155,3.5443513,847.3978485,1853453.741,282589.701,,,,,,,,,,,,,0.693077846,,,,84.44964314,,,,,,,,,,,,,,,,2.76,3.41,3.5,3.74,0.65,0.74,0.98,61.5,,152.5872798,,,,
