,emp,ft_emp,pt_emp,ue,ud,hours,doe_ads,anz_ads,nab_cond,nab_profit,nab_trade,nab_emp,nab_forward,nab_stocks,nab_conf,nab_cu,aig_pmi,aig_psi,aig_pci,new_reg,anz_finance,anz_sent,wmi_finance,wmi_sent,rt,mv,arrivals,export,import,res_ba,hs_ba,nh_ba,alt_add,non_res_ba,acr,credit,credit_housing,credit_personal,credit_business,firmmbab90,fcmygbag3,fcmygbag5,fcmygbag10,scrigbag3,scrigbag5,scrigbag10,twi,asx200,icp,house_prices,mt103s,credit_card,debit_card
1/01/1990,-0.035991177,0.451709015,-0.646647394,1.315831325,0.315306399,-1.333417261,,,,,,,,,,,,,,-0.149471633,,,,-1.879149555,-0.660058543,,0.082649811,1.409918258,2.153795366,0.094866109,-0.911473103,0.828762767,0.121306532,3.890290129,,-0.752523029,0.328959467,-0.384470723,-0.521626797,,,-0.469686964,-0.218702599,,,,-1.072669615,,-0.08671967,,,2.257931007,
1/02/1990,-0.109478862,-0.362932122,0.349217688,1.395160076,-0.474288255,0.854147474,,,,,,,,,,,,,,-0.266051807,,,,-1.269296879,-0.150911725,,-0.065180039,1.53088187,-2.599124297,0.725973761,0.341388859,0.832453645,0.698958968,-2.333574763,,1.567769594,0.348782985,-0.10407401,1.614112622,,,1.65606063,1.679123005,,,,-0.275680204,,0.230487138,,,-0.957385612,
1/03/1990,0.112140838,0.185815369,-0.026718216,-0.996142856,0.165111946,0.387030784,,,,,,,,,,,,,,-0.484966674,,,,-1.35965323,0.156123472,,-0.11645504,-0.365325403,0.680657703,-0.32394938,0.183323397,-0.57598559,-0.103772543,-0.257711489,,1.371154274,-0.246836461,-0.72836577,1.6421148,,,0.301451482,0.546621394,,,,0.476768931,,0.265729225,,,0.088379673,
1/04/1990,-0.178518062,-0.588863395,0.534263001,0.487577098,0.091104586,0.565100375,,,,,,,,,,,,,,-0.718488748,,,,-2.509889005,-0.075716073,,0.229111595,-0.602280472,-0.679230918,-0.707829973,-1.126288242,-0.312336373,-1.973013372,-0.123268567,,1.284093392,0.010945156,1.871911186,0.969444704,,,1.151502071,1.180008088,,,,-0.153119093,,-0.254187172,,,-1.01120755,
1/05/1990,0.688072118,0.970297545,-0.120634979,1.117671675,0.113474378,-0.703171537,,,,,,,,,,,,,,-0.549803094,,,,-2.89294048,-0.083455678,,-0.168522207,-0.196486853,-0.890535563,0.368790941,-0.110067065,0.597760595,0.692490846,0.542496351,,-0.761472481,-0.295476658,-0.213206624,-0.385261407,,,-0.521624641,-0.749744571,,,,0.343074163,,-0.153607605,,,-1.057574701,
1/06/1990,-0.293215339,-0.194939686,-0.19990168,0.551926127,0.133116204,-0.134693172,,,,,,,,,,,,,,-0.912984726,,,,-2.761920599,0.382955018,,0.045090635,-0.059535759,-0.582690705,-0.520495877,0.33295718,-0.978618454,0.013933019,-0.653227713,,-0.272410322,-0.306660852,-0.014649806,0.069889516,,,-0.520382396,-0.242414992,,,,0.839474312,,-1.681936665,,,-0.533676236,
1/07/1990,-0.412750874,-0.3345137,-0.211376971,2.372268986,0.166740963,0.765150157,,,,,,,,,,,,,,-1.113366234,,,,-2.506301151,-0.647693207,,-0.046893835,0.206413309,0.813335012,-0.582018003,-1.624651502,0.210697887,0.258622963,-1.291641588,,0.039511611,-0.230087432,0.15975575,0.340757533,,,-0.718993729,-0.653576947,,,,-0.747328866,,-0.894140072,,,5.926575192,
1/08/1990,-1.19881675,-0.799915313,-0.909145525,0.663773589,0.091293352,-1.602515283,,,,,,,,,,,,,,-1.299285701,,,,-2.930926617,0.144501778,,0.078074043,-0.044196285,0.566161138,0.358471586,-0.113906853,0.571270522,0.150851144,0.657435757,,-0.463009463,0.630411725,-4.101140133,0.256872056,,,-0.180805819,1.150910371,,,,0.590732774,,0.39280439,,,-5.923724453,
1/09/1990,-1.09761998,-0.915872068,-0.582179371,0.849253274,0.717732088,-0.085289672,,,,,,,,,,,,,,-1.354900296,,,,-3.16487317,-0.816672085,,-0.064462159,-0.223970604,-1.514927579,-0.319486551,0.259456514,-0.601132881,-0.777586434,0.343543465,,-1.311303898,-1.376755618,0.410784568,-0.962351706,,,-0.57796933,0.555825773,,,,0.103134033,,0.0766434,,,0.113579297,
1/10/1990,-0.787621752,-1.911984267,1.283140008,1.343679412,0.031156682,-1.252659063,,,,,,,,,,,,,,-1.390775298,,,,-3.299642401,-0.307723931,,-0.052857673,0.572766702,0.207112773,0.178359884,-0.502258619,0.552013739,-0.002700041,-0.766135428,,-0.233570029,-0.342909623,-0.392334215,0.03897725,,,-1.036831016,-0.772936969,,,,-2.789584682,,0.176778329,,,2.310074949,
1/11/1990,-0.957902781,-0.948557745,-0.3033342,1.574271593,0.461468496,-0.190396912,,,,,,,,,,,,,,-1.315569221,,,,-3.442925367,0.198826646,,-0.147777559,-0.449149284,0.510931677,0.342710731,2.118285844,-0.846715046,0.061853723,0.590803854,,-1.229453751,-0.747000963,-1.960119683,-0.538381141,,,-1.071850497,-3.438083283,,,,-0.233342649,,-0.044658405,,,-1.142501669,
1/12/1990,-0.262227478,-0.34758278,0.053230481,0.41817397,0.249645215,0.024401623,,,,,,,,,,,,,,-0.328131156,,,,-3.156310215,-0.214592269,,0.088035678,0.751645996,0.653421088,-1.513396218,-1.779809254,-1.161985981,0.345096583,-1.765731047,,-0.321768977,-0.463211535,-0.849579644,0.084639566,,,-0.965993467,-0.41630849,,,,0.22250746,,-0.634454586,,,0.398298513,
1/01/1991,-2.357452605,-2.04932903,-1.169468945,1.931362243,-0.009641543,-0.755642732,,,,,,,,,,,,,,-2.745891846,,,,-2.769592823,0.316930287,,0.01711162,-0.373912855,-0.636620517,0.808986842,1.370486965,0.30851088,0.519298418,0.152989658,,-0.796834939,-0.200928935,-0.563280883,-0.428039004,,,-1.028578959,-1.655930607,,,,0.086454685,,-0.676497924,,,-0.494698272,
1/02/1991,-0.0473404,-1.797908983,2.293894401,1.156742113,0.700707038,-0.480577184,,,,,,,,,,,,,,-1.550629063,,,,-2.923615781,0.204304842,,-0.446970696,-0.259268381,-0.392992108,0.089404583,-0.535317606,0.564635065,-1.456750987,2.418922304,,-0.807240228,-0.175825306,-0.843468597,-0.477629007,,,-0.720206397,0.110848445,,,,0.219306965,,-1.828044965,,,-0.344186766,
1/03/1991,-2.11472523,-2.059467428,-0.758671243,2.870622205,0.560904472,-0.649050426,,,,,,,,,,,,,,-1.344009891,,,,-2.160568308,-0.560619725,,0.162694627,0.65417752,-1.832825412,-0.339910922,-0.547743496,-0.145962994,-0.107681914,-2.408552631,,-1.902915584,-0.861771108,-1.665298168,-1.292618458,,,0.041763098,-0.396943002,,,,1.100352902,,0.234427735,,,0.409432891,
1/04/1991,-0.546991767,-1.139171025,0.588970478,3.449485658,0.304375353,-0.55970973,,,,,,,,,,,,,,-1.435468685,,,,-2.123182136,-0.131315495,,-0.21300483,-1.199213871,0.842247817,-0.33215337,-0.10816239,-0.459045921,0.006135547,0.053021235,,-1.482690618,-1.038095577,-0.775546087,-1.043593852,,,-1.120357211,-1.188387702,,,,0.272884196,,-0.367784384,,,-0.51102671,
1/05/1991,-0.430842061,-0.056943598,-0.596835039,-1.685356879,-1.369074466,0.24265978,,,,,,,,,,,,,,-1.755140541,,,,-2.226642988,-0.302321811,,0.306139234,1.156591889,-1.175035103,1.273045362,1.527387429,0.945356276,0.886724657,0.414429408,,-2.047920548,-0.613373676,-0.850929008,-1.479832438,,,-0.785601729,-0.656282177,,,,-1.110196449,,-0.021577932,,,0.427598281,
1/06/1991,-1.491399728,-1.670335514,-0.251425004,0.226192176,1.76952513,-0.711990703,,,,,,,,,,,,,,-1.219646475,,,,-1.854960535,-0.408390113,,0.298681701,-0.5424815,0.310673551,-0.555833379,-0.457936175,-0.557650147,-0.534809401,-0.094971114,,-1.934690528,-0.390838652,-2.30383393,-1.149553875,,,1.42725091,1.401770959,,,,0.712865562,,0.735750457,,,0.496801544,
1/07/1991,-1.244257456,-1.007756325,-0.696078254,0.903048434,0.309395738,0.198286225,,,,,,,,,,,,,,-1.359885782,,,,-1.701530523,2.400154646,,-0.15602585,0.246478728,0.601809303,1.397818948,2.08114782,0.737980205,-0.159181572,0.444132452,,-1.925154006,-0.435845878,-2.040106809,-1.234377757,,,-0.551497678,-0.490768293,,,,0.207865904,,-0.629096849,,,-0.304409688,
1/08/1991,-0.192335146,-0.176412982,-0.063050156,0.574922438,-0.510924181,-0.680552561,,,,,,,,,,,,,,-1.105129694,,,,-1.786650187,-0.458052959,,0.086185111,0.309052729,-1.643605389,0.040507897,0.17749527,-0.05937882,-0.616753929,-0.982897723,,-1.42747046,-0.925902139,-1.381747937,-0.892943685,,,-0.523014772,-0.934689922,,,,0.20605799,,-0.866218606,,,-0.378077953,
1/09/1991,-0.105771286,-0.07681283,-0.050340847,1.293466109,-0.049816629,0.226429182,,,,,,,,,,,,,,-1.105803444,,,,-1.665672401,-0.900419405,,-0.011758893,-1.271966578,1.863420026,0.15568915,0.10729046,0.180689401,1.313531897,-0.047164417,,-1.561946061,-0.617033702,-1.183354087,-1.103916573,,,-1.653694449,-1.058635639,,,,0.025126506,,-0.583992768,,,0.102656792,
1/10/1991,-1.295213398,-0.07587501,-1.964470035,-0.128388471,-0.060902658,0.015563492,,,,,,,,,,,,,,-1.131408346,,,,-1.445075089,1.063505762,,-0.027323457,-0.031698521,-0.436778413,0.12283113,0.479132911,-0.149377635,-0.222948272,0.307111553,,-1.865999348,0.464098341,-1.572171563,-1.589899681,,,-2.964322204,-1.471282171,,,,-0.836277269,,-0.072975377,,,-0.00879391,
1/11/1991,-0.993005389,-3.506229485,2.842578213,1.140360177,0.332753592,-0.29889239,,,,,,,,,,,,,,-1.086558112,,,,-1.969309633,-0.642941801,,0.029151976,0.32483177,1.439622968,-0.488088363,-0.63732502,-0.32333777,-0.065999979,-1.290384545,,-1.423792257,0.240250573,-1.277429459,-1.086060894,,,0.116120341,-0.05476441,,,,-0.229505333,,0.448346247,,,-0.69977956,
1/12/1991,0.228735637,1.258700088,-1.175131417,1.461885692,-0.247578309,-0.499876451,,,,,,,,,,,,,,-1.373843389,,,,-2.131424035,-0.465723463,,-0.18837202,0.008273221,-2.118923423,0.338986404,-0.389572672,0.809932901,0.353759729,0.813690773,,-1.824225241,0.17674068,-2.009833729,-1.39167968,,,-2.093981612,-1.159982788,,,,-2.049054913,,0.709966496,,,0.761327726,
1/01/1992,0.128345623,-0.33740387,0.63929922,-0.515623995,0.505193954,-0.049697868,,,,,,,,,,,,,,-1.363626965,,,,-2.371559103,0.169346259,,0.068664942,0.118303257,0.135015707,0.658147683,0.129625993,0.845637262,-0.609486014,1.113862484,,-1.401535766,-0.530662409,-1.227713419,-0.889762791,,,3.465094874,2.35374796,,,,-0.114082204,,0.658865934,,,-0.165955569,
1/02/1992,0.141453888,-0.783482119,1.195109161,0.396791938,0.590007146,-0.320028634,,,,,,,,,,,,,,-1.158652575,,,,-1.511848811,-0.105281198,,0.055690227,-0.537059174,0.274577084,-0.377086415,0.906367558,-1.120872384,-0.252066678,-1.805987038,,-1.47166383,-0.427677151,-1.536218836,-1.01102359,,,0.07136994,-0.138362612,,,,0.610505286,,0.067548595,,,-0.091409612,
1/03/1992,-0.985766821,-0.913881833,-0.403040913,0.558710402,-0.196621304,0.389824639,,,,,,,,,,,,,,-1.29281674,,,,-1.086314289,0.667881471,,-0.190384368,0.088714309,-0.178229555,0.592214696,0.397834726,0.636993796,0.448842693,0.815357778,,-2.326268725,-0.340827996,-0.682560929,-2.043524401,,,0.068619254,-0.394963566,,,,1.11170613,,-0.793484318,,,-0.386254875,
1/04/1992,-0.599502371,-0.994758285,0.290593775,-0.005211909,0.627131739,-0.566545552,,,,,,,,,,,,,,-1.159896134,,,,-0.98554316,0.406621594,,0.208229012,0.266117751,0.265327291,0.598112646,0.367041009,0.625906497,-0.096060338,-1.11248391,,-2.186581032,-0.190113082,-1.752475778,-1.820882277,,,-2.034087651,-1.381118838,,,,-0.490339548,,-0.650511362,,,0.430398965,
1/05/1992,-0.503999875,-0.60055651,-0.037888483,0.828769542,0.021679665,-0.326894011,,,,,,,,,,,,,,-1.502100108,,,,-1.20024444,-0.354980438,,-0.006533587,-0.144779636,0.303639332,-0.18766703,0.314606696,-0.459423269,-0.81226094,0.775547309,,-1.671906502,-0.162340982,-1.493486478,-1.18092007,,,-0.817308557,-0.908264445,,,,-0.693945914,,0.150139074,,,-0.273194956,
1/06/1992,0.005258097,-0.892851915,1.079976817,1.076220589,-0.213889926,0.281625839,,,,,,,,,,,,,,-1.195771501,,,,-1.983812463,-0.835765575,,-0.129750722,0.172628111,0.96572386,0.341739777,0.645106078,0.093829075,0.637207585,-0.551224832,,-1.179501649,-0.082785596,-1.078710866,-0.721999684,,,-1.466795713,-0.619662601,,,,-1.171050683,,-0.018547011,,,-0.567462423,
1/07/1992,0.141799161,0.23410972,-0.046236576,1.643089731,0.270203956,-0.119087246,,,,,,,,,,,,,,-0.830455473,,,,-2.229879827,-0.103603002,,0.103904124,0.099641306,0.399958178,-0.048520055,0.417567751,-0.346298854,0.26361047,0.103967273,,-2.584472241,-0.088028787,-0.090211925,-2.55472399,,-2.922491865,-2.151598124,-1.822335237,,,,-0.39000407,,0.369590084,,,-0.122959253,
1/08/1992,0.232036484,-0.480391526,0.922309968,-1.855298963,0.3180112,-0.00490315,,,,,,,,,,,,,,-0.778343786,,,,-1.422948784,-0.999406964,,-0.080425569,-0.030809296,-1.178542638,0.191728778,-0.1966901,0.424014096,-0.565625432,-0.39875038,,-1.116653993,-0.149321984,-1.705813427,-0.682053283,,6.047296923,3.915822811,2.193380612,,,,-2.232434395,,0.281133261,,,0.651536579,
1/09/1992,-1.506410906,-0.971477445,-1.116694822,-0.405814882,0.226963276,-0.284604814,,,,,,,,,,,,,,-0.676514905,,,,-1.705987822,0.78187396,,0.033667274,1.504061531,2.065665975,-0.232915906,0.070485609,-0.394373007,0.418440901,0.430230754,,-0.555272043,0.008808728,-0.775564382,-0.376104284,,0.260926585,-0.189383226,-0.018705675,,,,0.010003164,,0.024481965,,,-0.260506278,
1/10/1992,-0.1131008,-0.651714082,0.598693727,2.446271249,-0.227447215,-0.171522722,,,,,,,,,,,,,,-0.762824007,,,,-0.924766985,0.263905457,,0.072631032,-0.772471291,-0.175379202,0.50759132,0.502550005,0.438843079,0.04153414,0.818473602,,-1.42215943,1.124611277,0.058510632,-1.741305783,,0.008482016,-0.018249172,-0.17620284,,,,0.082283574,,-0.219421626,,,0.013012878,
1/11/1992,-2.756157862,-1.695908437,-2.151486523,0.340473588,-0.212118726,-0.598942778,,,,,,,,,,,,,,-0.837329931,,,,-1.864990177,-0.143530303,,0.084884717,0.562995628,0.392681748,0.529556221,0.312793589,0.568881463,-0.139577737,0.007132405,,-1.522015228,0.733693314,-0.578909743,-1.569520535,,0.520331733,0.6066297,0.96382063,,,,-0.132196801,,0.142809445,,,-0.016108757,
1/12/1992,0.542196437,0.970814016,-0.307997823,0.51921297,-0.217846936,0.165022968,,,,,,,,,,,,,,-0.449623648,,,,-1.874344549,-1.072234234,,-0.001358014,0.047357,-0.697048491,0.479164529,0.433850931,0.403827717,0.366333712,0.290307826,,-2.313201974,0.468805642,-1.757432794,-2.215328251,,-0.903962278,-0.613491625,-0.553549421,,,,0.367442713,,-0.08895973,,,-0.987419288,
1/01/1993,1.208648933,1.227770029,0.399572293,-1.771758192,0.112737481,0.39304254,,,,,,,,,,,,,,-0.399373885,,,,-1.105386289,0.80511791,,0.18929982,-0.028654557,-1.296158273,0.130307456,0.26241675,0.028851559,-0.304215921,0.377427923,,-0.606530887,0.376671472,-1.375538457,-0.331237866,,-0.836068116,-0.617395824,-1.001429924,,,,-0.633692826,,0.769408064,,,0.198199318,
1/02/1993,-2.563413679,-1.437498287,-2.189255423,1.003724775,-0.321946427,-0.213392051,,,,,,,,,,,,,,-0.479817357,,,,-1.284265301,-0.378748326,,-0.290074909,-0.177531669,-0.03804845,-0.941975302,-0.649972594,-0.927802492,-0.294924969,-1.223634835,,-0.647689725,0.402533136,-0.755835308,-0.548093721,,-2.922567937,-2.041274926,-1.894947566,,,,0.722968587,,-0.517456531,,,0.034338776,
1/03/1993,1.142640316,1.260131486,0.261941055,-0.659449042,0.260877825,0.872213209,,,,,,,,,,,,,,-0.39949806,,,,-0.604342066,0.054112053,,0.080058115,-1.149413324,1.483874941,0.664372625,0.691909236,0.525123284,-0.029252957,0.690021569,,-1.023501594,0.823289439,-0.423547792,-1.120366537,,-0.087444638,-0.546114616,-0.447583587,,,,0.081526402,,-1.76657313,,,-0.548834546,
1/04/1993,-1.013295445,-0.412469423,-1.048192985,-0.335827243,-0.080063573,-0.649088732,,,,,,,,,,,,,,-0.381339478,,,,-0.711225819,-0.282239217,,-0.02533959,-0.200501418,-0.511003727,0.317027464,0.254665428,0.289674657,-0.188665416,-0.370315102,,-0.891833391,1.105334019,-1.592860016,-0.931010978,,-1.258343182,-0.975665232,-0.798273756,,,,-0.487862272,,-0.539793328,,,0.064464145,
1/05/1993,-0.370252421,-0.478859753,0.025529204,0.195158517,-0.272868109,-0.340504062,,,,,,,,,,,,,,-0.245167244,,,,-0.751864783,0.328463283,,0.163936956,1.182023962,-0.027970702,-0.78981444,-0.91712914,-0.547270536,0.654875409,0.016681213,,-0.925783776,0.908854609,-0.948658902,-0.866253074,,1.222018854,1.180517368,0.563545576,,,,-2.190087771,,0.6410987,,,0.709854177,
1/06/1993,0.005236577,0.700517899,-0.823741497,1.142236509,-0.138499319,-0.01758347,,,,,,,,,,,,,,0.281748555,,,,-1.765327849,-0.204533513,,-0.149087176,-0.798020752,0.271239703,0.093738428,0.36911836,-0.09263941,-0.234536274,-0.056441316,,-1.201779762,1.232602971,-0.953379728,-1.212143484,,-1.289836945,-0.687346055,-1.017628312,,,,0.012619893,,0.600848667,,,0.10547939,
1/07/1993,-0.359923704,-1.315059136,1.054910555,-0.199780124,-0.046544056,-0.363037567,,,,,,,,,,,,,,0.291637966,,,,-1.366689962,-0.688636373,,0.022690153,0.76621956,0.140226992,1.009651508,0.201111353,1.241915175,-0.321754402,-0.133713008,,-0.732412213,1.132721414,-0.951390544,-1.024284602,,-1.297025738,-1.090010938,-1.501336615,,,,0.983084804,,0.293570137,,,-0.376075045,
1/08/1993,0.33661979,0.285284896,0.193300397,0.355022111,0.014130205,0.524759301,,,,,,,,,,,,,,0.49225961,,,,-0.920225851,-0.28189209,,-1.68448E-05,-0.098974406,0.664409975,-0.654005625,-0.525004709,-0.556455782,0.194537642,0.868648635,,-0.716984177,0.831389985,-0.392942753,-0.763398273,,-0.645736245,-0.727127476,-0.71879938,,,,-1.23913791,,-0.487788478,,,-0.399512558,
1/09/1993,0.185897309,-0.535884604,0.936532278,-1.084463293,0.892064443,-0.312565417,,,,,,,,,,,,,,0.452461094,,,,-1.551421407,0.661474808,,0.017573934,0.754840945,0.280499671,0.191846924,0.625428418,-0.092766755,0.975772831,0.44974843,,-0.474628554,1.382648656,-0.307976676,-0.854748842,,0.84850587,0.575218645,0.670105242,,,,-1.596963525,,0.395446754,,,-0.638391585,
1/10/1993,1.115313196,1.296364909,0.179316863,1.167028972,-0.567833484,0.322451916,,,,,,,,,,,,,,0.351848206,,,,-0.641021895,0.18255526,,0.115173824,-0.019176151,-0.475360979,0.163757214,0.293395608,0.060761099,-0.246681473,-2.004477309,,-0.778789309,1.091334865,-1.020172952,-0.995806867,,-1.305659898,-0.929672585,-1.070941136,,,,1.55629718,,-0.353270807,,,0.602502498,
1/11/1993,-0.06835624,-0.037400927,-0.041164056,0.064868,-0.728654209,1.196655981,,,,,,,,,,,,,,0.525062419,,,,-0.147954645,0.766159828,,-0.077364445,-0.386242254,-0.65707549,0.132631895,-0.578443169,0.488661307,-0.200731758,0.869749879,,-0.317656227,1.058247379,-0.095460926,-0.526511549,,1.243927558,1.025295882,1.046726029,,,,-0.285888493,,-0.318730783,,,-0.877564239,
1/12/1993,0.08957085,0.455416755,-0.383838861,-0.847011095,0.205957372,-0.062675965,,,,,,,,,,,,,,0.413980358,,,,-0.046849065,-0.108814204,,0.063840823,-0.527488614,0.843726897,-0.02500376,0.900188102,-0.517699041,-0.439341806,0.679924722,,-0.474348494,1.704659726,-0.32004224,-0.987467879,,0.152257889,-0.505179682,-0.376290882,,,,1.214563745,,0.062414575,,,-0.581011987,
1/01/1994,0.221913759,-0.645574393,1.112680756,-0.822772016,-0.071279025,-0.02188296,,,,,,,,,,,,,,0.518486573,,,,0.4823124,-0.689066337,,-0.048095416,-0.201330551,-1.060153435,0.708396513,0.379334497,0.722479838,0.264454109,-1.030872551,,-0.397601634,1.543240128,-0.62118666,-0.675572896,,-0.868626885,-0.308638758,-0.981305652,,,,2.230551278,,-0.386280099,,,1.336320969,
1/02/1994,0.371067546,0.51053422,-0.01956593,-0.744477102,-0.125055601,-0.408595971,,,,,,,,,,,,,,0.671692291,,,,0.931484411,1.058867669,,0.118044415,-0.044393973,-1.06243383,-0.725352023,-0.197365737,-0.84618561,0.192008628,0.873080496,,-0.532882296,1.8559706,-0.093553572,-1.120644737,,2.487741009,1.93364326,2.214032733,,,,-0.312373027,,-0.559299867,,,0.15290018,
1/03/1994,0.199729257,0.158217232,0.133204604,-0.133996133,0.103011194,0.159584703,,,,,,,,,,,,,,0.682120757,,,,1.511207732,-0.121412336,,0.211994378,0.384692632,1.628558792,0.124479819,0.094525994,0.118182873,-0.237255544,-0.973990816,,-0.059907041,2.380733056,-0.481157561,-0.610905744,,2.971938594,2.452724256,2.889053575,,,,-1.097431681,,-0.012697592,,,0.409532271,
1/04/1994,-0.298370637,-0.240795181,-0.150034259,-1.339040185,-0.634356964,0.300939104,,,,,,,,,,,,,,0.6540897,,,,1.300859867,-0.673310058,,-0.327506748,-0.825164783,-0.575682883,0.249658657,0.537879559,0.029419039,-0.001348257,0.650378212,,0.272302075,2.024211275,0.020841592,-0.332938126,,1.158194537,1.099801012,1.602650774,,,,0.308064453,,-0.70785053,,,-0.530360939,
1/05/1994,0.880176946,0.929763843,0.256307807,-1.378773933,0.380096285,0.709857951,,,,,,,,,,,,,,0.917429334,,,,1.38013228,0.354185448,,-0.132881524,0.839516366,0.782253104,1.517799577,1.385867975,1.228986601,3.317638418,-1.223479317,,-0.095496447,2.256702801,-0.601997981,-0.553664614,,0.249363658,0.621684528,1.166679882,,,,1.344065453,,-0.252441282,,,0.408205648,
1/06/1994,0.293075596,1.064212565,-0.786204141,0.353047833,-0.234189545,-0.255174679,,,,,,,,,,,,,,1.684447446,,,,1.502025621,0.055140195,,0.217376797,-0.644471922,-0.61082684,-0.907626111,-1.381759585,-0.426439918,-3.561179733,2.728288922,,-0.011621701,2.116390572,0.17487777,-0.434414584,,4.341879239,2.613890772,2.726541837,,,,-1.150947752,,-0.16348921,,,-0.63057932,0.259891677
1/07/1994,1.813695728,0.027643301,2.694698808,-0.88859253,-0.058215077,0.651421691,,,,,,,,,,,,,,0.195374817,,,,1.246968435,-0.16728244,,0.029936075,-0.42925519,1.025370858,-0.940311911,-0.512831838,-0.951945653,0.059413654,-1.827580658,,0.626130186,1.681849029,-0.51566392,0.050006119,,-0.094100929,-0.15711443,-0.111805172,,,,0.580292422,,0.080284232,,,0.336870573,0.228130726
1/08/1994,-0.842830032,-0.173183412,-1.035916828,-0.82801336,0.013685956,0.383076619,,,,,,,,,,,,,,0.148061565,,,,0.981265151,1.119350507,,-0.034512359,0.198444642,1.22650681,1.913619352,0.538435814,2.076664964,2.110188398,0.158430392,,0.188106434,2.06686443,0.110173535,-0.329049771,,-0.421095952,-0.354660982,-0.584560594,,,,-0.043902727,,-0.279418163,,,-0.468950311,0.496919708
1/09/1994,1.093106764,1.933254812,-0.586947701,-0.380183684,-1.312333803,-0.058112251,,,,,,,,,,,,,,-0.011189488,,,,0.717936455,-0.034732429,,0.086462784,-0.363275366,-1.01503943,-0.447637242,-0.855196402,-0.132377227,0.62921882,-1.071076949,,-0.319475121,1.261123535,-0.092486393,-0.795323638,,3.081900512,2.710283078,3.15060312,,,,-0.392293484,,0.580764438,,,0.675383116,0.439168785
1/10/1994,-0.455110652,-1.77009297,1.375563556,-1.224709817,1.028765019,-0.166838201,,,,,,,,,,,,,,0.29207405,,,,0.202513844,-0.021464991,,-0.023167724,1.031708545,0.099674444,-1.138326425,-0.082506493,-1.285965935,0.386804526,1.279135317,,0.401033006,0.549960956,-0.151631642,0.349152485,,1.302997382,0.987821488,0.659614228,,,,-0.249675325,,0.01439506,,,-0.165613924,0.739082699
1/11/1994,-0.015594176,0.802242509,-0.925507777,0.304925017,-0.105120247,0.01683076,,,,,,,,,,,,,,0.135782225,,,,0.216802511,-0.583426571,,-0.052009257,-0.220873068,0.358107681,-0.979204064,-0.388794637,-1.083607742,-2.365483199,-0.392457937,,0.068356304,1.272293645,0.426918592,-0.333006195,,1.712568442,0.681637643,-0.031769956,,,,1.606808914,,0.04866324,,,-0.750285701,-0.343548127
1/12/1994,0.944866202,-0.377738759,1.838980567,-0.967760249,0.392015081,0.273041042,,,,,,,,,,,,,,0.386871286,,,,0.114749887,-0.201534428,,0.09979474,-0.976879563,0.630576582,-0.35480973,-2.191625338,0.737687585,-2.019764471,-0.471627584,,-0.35677108,0.869896966,0.514667842,-0.831574129,,0.332548271,-0.507516286,-1.266674417,,,,0.435355142,,-0.519566088,,,1.868807819,0.125857344
1/01/1995,0.042088351,0.237771874,-0.191398984,-0.324294776,-0.486782868,0.173432035,,,,,,,,,,,,,,0.124826801,,,,-0.734008707,0.363141791,,0.072820857,1.073748921,-0.730500847,-0.87096953,-0.245795401,-0.975435286,0.554341223,0.353957551,,-0.269897093,0.691317444,0.231861326,-0.538304915,,0.885400737,0.785867924,1.026205871,,,,-1.171519232,,0.843419022,,,-1.383044204,1.192604281
1/02/1995,1.14856703,1.962186272,-0.518120814,-0.116761116,0.318275057,0.245862211,,,,,,,,,,,,,,-0.040201531,,,,-0.950291646,0.483298319,,-0.120543931,0.301061498,-0.02011721,-0.236245979,-1.087775783,0.287526289,0.688841558,0.986260885,,0.150901199,0.601257788,0.017699345,0.017262388,,-2.000804836,-0.882378539,-0.493843018,,,,-1.135837849,,0.083623959,,,-0.178928479,0.363113629
1/03/1995,-0.265702393,-0.980060766,0.734625552,-0.966009891,-0.18471706,0.033375881,,,,,,,,,,,,,,1.077555437,,,,-0.198754929,0.086060821,,0.017742322,0.918357733,1.159238521,-0.692560417,-1.505866518,-0.095222703,0.100981925,-0.542636852,,-0.140543613,0.546342937,0.677107066,-0.36517231,,-0.351614862,-0.33663351,0.073400958,,,,-1.613780654,,0.238581019,,,-0.079454963,0.239980506
1/04/1995,1.33438511,1.892652212,-0.16471227,-1.672474221,0.015828973,1.175894645,,,,,,,,,,,,,,-0.099050675,,,,0.490514069,0.629176706,,0.059994242,-0.749917162,-0.473702644,-0.718910412,-0.63283629,-0.566261251,0.474281175,2.275426551,,-0.010148987,-0.488118052,0.850699772,0.020050409,,-1.477163491,-0.896307963,-0.97263293,,,,-0.852424293,,0.140917601,,,0.536391392,0.941720062
1/05/1995,-0.182521367,0.188487304,-0.467632404,1.065860029,-0.344000834,-0.544245115,,,,,,,,,,,,,,-0.262654663,,,,-0.190057147,0.036878348,,-0.045736091,0.622813314,0.935939298,0.314700745,-0.547908616,0.651782055,-1.066995962,-1.954104673,,0.251597822,-0.215698537,0.89761904,0.439351752,,-2.66106196,-2.122424746,-2.096460192,,,,-0.879010133,,0.348031298,,,-0.598007107,0.197451158
