,RT_MAI
2012-08-01,-0.490027401528631
2012-09-01,-0.567744532366314
2012-10-01,-0.647871943762102
2012-11-01,-0.752110454418605
2012-12-01,-0.669626811356884
2013-01-01,-0.581049538468479
2013-02-01,-0.636251697754834
2013-03-01,-0.612419318337388
2013-04-01,-0.644100393732491
2013-05-01,-0.654872807970536
2013-06-01,-0.691553114041643
2013-07-01,-0.720182531781363
2013-08-01,-0.650530620989366
2013-09-01,-0.393875801635427
2013-10-01,-0.34842157205844
2013-11-01,-0.294800554800978
2013-12-01,-0.249840163161403
2014-01-01,-0.0842095336596238
2014-02-01,-0.0819464665355988
2014-03-01,-0.103229170033184
2014-04-01,-0.157641170826289
2014-05-01,-0.208035814721276
2014-06-01,-0.275675488332051
2014-07-01,-0.153212215809834
2014-08-01,-0.149434921475375
2014-09-01,-0.282662809432582
2014-10-01,-0.0898642027007911
2014-11-01,-0.117485068542929
2014-12-01,-0.158783295062229
2015-01-01,-0.17238562233845
2015-02-01,-0.146399813877189
2015-03-01,-0.0912085924708278
2015-04-01,-0.128870813047147
2015-05-01,-0.00402143333252826
2015-06-01,0.00566743620917513
2015-07-01,-0.0156342772975817
2015-08-01,0.0449142949008704
2015-09-01,0.0623464715204417
2015-10-01,0.0628142218715653
2015-11-01,0.106783945946608
2015-12-01,0.0733381046299543
2016-01-01,-0.0997191760086685
2016-02-01,-0.00597795486375019
2016-03-01,0.0290425022639521
2016-04-01,-0.00978640823251699
2016-05-01,0.0803682962712782
2016-06-01,0.100432594260824
2016-07-01,0.0601050768658189
2016-08-01,0.0588462630508036
2016-09-01,0.0792119092771774
2016-10-01,0.0904175698065382
2016-11-01,0.0637280625702767
2016-12-01,0.174896042713027
2017-01-01,0.193453994996279
2017-02-01,0.190029078203615
2017-03-01,0.317049864579022
2017-04-01,0.346412624616541
2017-05-01,0.354322846474034
2017-06-01,0.390122726271344
2017-07-01,0.374473134949174
2017-08-01,0.371006929009664
2017-09-01,0.326021218054684
2017-10-01,0.338899938864504
2017-11-01,0.343266292655741
2017-12-01,0.324673832144569
2018-01-01,0.36405515952888
2018-02-01,0.531730013805378
2018-03-01,0.53111021679056
2018-04-01,0.540525649860552
2018-05-01,0.477902955246193
2018-06-01,0.409330935632466
2018-07-01,0.339706495619496
2018-08-01,0.375742162454177
2018-09-01,0.312855744704031
2018-10-01,0.186541592650981
2018-11-01,0.0193149826091122
2018-12-01,-0.138895297668019
2019-01-01,-0.0550510195287798
2019-02-01,-0.127374627534289
2019-03-01,-0.133985604193227
2019-04-01,-0.223123859110698
2019-05-01,-0.258800943957737
2019-06-01,-0.208895556609056
2019-07-01,-0.242401854280585
2019-08-01,-0.273791646023984
2019-09-01,-0.205701325408331
2019-10-01,-0.203353858254185
2019-11-01,-0.269040847971576
2019-12-01,-0.309941857207444
2020-01-01,-0.251786048034226
2020-02-01,-0.391670875541086
2020-03-01,-1.53706193618019
2020-04-01,-2.91099941381174
2020-05-01,-2.42231835092646
2020-06-01,-1.45204023886698
2020-07-01,-1.00320229529504
2020-08-01,-0.861267839496209
2020-09-01,-0.674382671247304
2020-10-01,-0.204482392612391
2020-11-01,0.188243224830164
2020-12-01,0.401868495298419
2021-01-01,0.47816525993662
2021-02-01,0.761083692926282
2021-03-01,0.974493694275415
2021-04-01,1.16886735724125
2021-05-01,1.33642964118036
2021-06-01,1.12905885134854
2021-07-01,0.481329431523426
2021-08-01,0.160530901214478
2021-09-01,0.126379902526483
2021-10-01,0.367065902523533
2021-11-01,0.685672639419002
2021-12-01,0.455890724272682
2022-01-01,0.218713783300613
2022-02-01,0.530434214586632
2022-03-01,0.679469513929805
2022-04-01,0.762377751675641
2022-05-01,0.658808200371881
2022-06-01,0.486311319869318
2022-07-01,0.420996438492148
2022-08-01,0.506948151441694
2022-09-01,0.493909316123444
